gene	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	fraction_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_v0.6_SVs_in_gene	num_MRG_SV_v0.1_in_gene	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	mandelker	cosmic	high_priority	num_v4.2.1_variants_in_exons	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	num_MRG_small_variant_v0.03_variants_in_gene	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
RHD	52986	0.912733411	98052	1	1	25598884	25656936	25578884	25676936	0	0	0	0	0	0	691	0.011903121	0	0	0	0	0	0	0	0	0	0	0	0	58052	1	58052	1	0	0	0	41	2945	0.953382972	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	691	0.011903121	691	0.0119031	0
RHCE	49949	0.735160355	107943	1	1	25688740	25756683	25668740	25776683	67312	0.990712803	0	0	0	0	15476	0.227779168	0	0	0	0	0	0	0	0	0	0	0	0	62906	0.925864327	62909	0.925908482	0	1	148	12	1091	0.690069576	1581	1	yes	no	yes	0	0	5	148	67312	0.990712803	1	1581	1	5	0	15476	0.227779168	15476	0.2277792	0
LDLRAP1	25163	0.994349166	65306	1	1	25870071	25895377	25850071	25915377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2931	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPN1	17165	0.951180317	58046	1	1	26126667	26144713	26106667	26164713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3.32E-04	0	0	0	32	4122	0.95438759	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN1	22315	0.978298992	62810	1	1	26210672	26233482	26190672	26253482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0.004515563	0	0	0	19	2490	0.991636798	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXTL1	16323	0.984499397	56580	1	1	26346375	26362955	26326375	26382955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.81E-04	0	0	0	21	4004	1	0	0	yes	no	no	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A2	8855	0.997072402	48881	1	1	26363743	26372624	26343743	26392624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0.002814998	0	0	0	16	3230	0.992014742	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHDDS	37870	0.970726956	79012	1	1	26758773	26797785	26738773	26817785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0.010689019	0	0	0	27	3150	0.968634686	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	82193	0.954944174	126071	1	1	27022524	27108595	27002524	27128595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0.007737798	0	0	0	18	8266	0.965992754	0	0	yes	yes	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGV	9707	0.888431265	51867	1	1	27113963	27124889	27093963	27145830	10229	0.936207212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0.026267619	0	0	0	0	2912	0.999313658	2914	1	yes	no	no	0	0	0	0	10229	0.936207212	0	2914	1	0	0	0	0	0	0	0
NUDC	45418	0.974133493	86624	1	1	27226729	27273353	27206729	27293353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0.019818119	1	0	0	3	1791	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR0B2	2477	1	42477	1	1	27237980	27240457	27217980	27260457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCN3	5582	0.977240896	45712	1	1	27695603	27701315	27675603	27721315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1022	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTAFR	45018	0.96254009	86770	1	1	28473677	28520447	28453677	28540447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0.010840282	0	0	0	20	4600	0.978099086	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SESN2	21890	0.953231144	62964	1	1	28586038	28609002	28566038	28629002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0.011409162	0	0	0	19	3443	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41	223530	0.959562138	272950	1	1	29213603	29446553	29193603	29466553	0	0	0	0	0	0	903	0.003876368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2745	0.011783645	2	0	0	239	6357	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	903	0.003876368	903	0.0038764	0
CCDC28B	4890	0.977804439	45001	1	1	32665987	32670988	32645987	32690988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCK	31578	0.904140182	74926	1	1	32716840	32751766	32696840	32771766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0.004352059	0	0	0	10	2104	1	0	0	yes	yes	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YARS	40761	0.949829892	82914	1	1	33240840	33283754	33220840	33303754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380	0.032157338	0	0	0	25	3225	1	0	0	yes	no	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK2	69001	0.945063825	113012	1	1	33473585	33546597	33453585	33566597	0	0	0	0	0	0	2604	0.03566537	0	0	0	0	0	0	0	0	0	0	0	0	2515	0.034446392	3988	0.054621158	0	0	0	8	3671	0.95005176	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	2604	0.03566537	2604	0.0356654	0
GJB4	3983	1	43983	1	1	35225342	35229325	35205342	35249325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2838	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB3	5180	1	45180	1	1	35246790	35251970	35226790	35271970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2384	1	0	0	yes	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP3	63384	0.988074639	104149	1	1	35331037	35395186	35311037	35415186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0.003834822	0	0	0	55	3844	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFPQ	16770	1	56770	1	1	35641979	35658749	35621979	35678749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0.002146691	0	0	0	1	3737	1	0	0	no	yes	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGO1	59258	0.990903314	99802	1	1	36335409	36395211	36315409	36415211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0.00867864	0	0	0	4	12712	0.995380158	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEKT2	4097	0.97547619	44200	1	1	36549676	36553876	36529676	36573876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1499	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL8A2	28570	0.952841515	69984	1	1	36560837	36590821	36540837	36610821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0.006169957	0	0	0	51	4666	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRAP3	74563	0.921201863	120941	1	1	36690017	36770958	36670017	36790958	0	0	0	0	0	0	1465	0.018099603	0	0	0	0	0	0	0	0	0	0	0	0	4931	0.060920918	6477	0.08002125	2	0	0	124	4284	0.941331575	0	0	no	yes	no	3	0	0	0	0	0	0	0	0	0	0	1465	0.018099603	1465	0.0180996	0
CSF3R	17200	0.997969249	57235	1	1	36931644	36948879	36911644	36968879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3437	1	0	0	yes	yes	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNIP1	18822	0.948068302	59853	1	1	38000050	38019903	37980050	38039903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0.009671082	0	0	0	25	4355	0.955253345	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO1	22985	0.972128235	63644	1	1	38076951	38100595	38056951	38120595	0	0	0	0	0	0	409	0.017298257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0.001649467	1	0	0	38	2743	0.870241117	0	0	yes	no	no	3	1	0	0	0	0	0	0	0	0	0	409	0.017298257	409	0.0172983	0
INPP5B	78030	0.903543307	126360	1	1	38326369	38412729	38306369	38432729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4016	0.046503011	1	0	0	95	3034	0.999341238	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFS5	7870	0.946140899	48318	1	1	39491990	39500308	39471990	39520308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0.017792739	0	0	0	28	545	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCL	6830	1	46830	1	1	40361098	40367928	40341098	40387928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0.166032211	1134	0.166032211	0	0	0	3	4945	1	0	0	yes	yes	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPT1	24483	0.979476716	64996	1	1	40538379	40563375	40518379	40583375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0.00156025	0	0	0	64	2731	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMPSTE24	33962	0.941375392	76077	1	1	40723779	40759856	40703779	40779856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0.011697203	0	0	0	27	3098	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL9A2	17168	0.990709216	57329	1	1	40766159	40783488	40746159	40803488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0.001904322	0	0	0	6	2830	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP69	17988	0.940401506	59128	1	1	40942887	40962015	40922887	40982015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0.013122125	0	0	0	19	2865	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIMS3	44332	0.985637423	84978	1	1	41086351	41131329	41066351	41151329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0.005358175	0	0	0	48	7227	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ4	55663	0.986233168	96440	1	1	41249684	41306124	41229684	41326124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0.004996456	0	0	0	101	4085	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN19	7157	0.999441419	47161	1	1	43198764	43205925	43178764	43225925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3594	0.998888271	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEPRE1	19213	0.925972336	60749	1	1	43212006	43232755	43192006	43252755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0.042700853	0	0	0	18	3091	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERMAP	27181	0.975453077	67865	1	1	43282795	43310660	43262795	43330660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0.001507267	0	0	0	28	3480	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A1	32710	0.977059562	73478	1	1	43391052	43424530	43371052	43444530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0.001911703	0	0	0	66	3308	1	0	0	yes	no	yes	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPL	14965	1	54965	1	1	43803478	43818443	43783478	43838443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0.008553291	0	0	0	2	1938	1	0	0	yes	yes	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL3	212526	0.94315156	265336	1	1	44171495	44396831	44151495	44416831	0	0	0	0	0	0	3869	0.017169915	0	0	1000	0.004437817	0	0	0	0	0	0	0	0	1126	0.004996982	2276	0.010100472	0	0	0	157	2463	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	4869	0.021607732	4869	0.0216077	0
B4GALT2	11720	0.958691207	52225	1	1	44444615	44456840	44424615	44476840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2921	0.993875468	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A9	39043	0.976880927	79967	1	1	44457172	44497139	44437172	44517139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0.00505417	0	0	0	44	3555	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCH2	22936	0.987811706	63219	1	1	45285516	45308735	45265516	45328735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0.001507386	0	0	0	1	5063	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF2B3	129739	0.955143118	175832	1	1	45316450	45452282	45296450	45472282	0	0	0	0	0	0	888	0.006537487	0	0	0	0	0	0	0	0	0	0	0	0	1360	0.010012368	5315	0.039129218	1	0	0	14	1798	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	888	0.006537487	888	0.0065375	0
UROD	3428	1	43428	1	1	45477819	45481247	45457819	45501247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1290	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUTYH	11192	0.989829309	51307	1	1	45794835	45806142	45774835	45826142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.65E-04	1	0	0	8	2248	1	0	0	yes	yes	yes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMACHC	10733	0.974487017	51014	1	1	45965725	45976739	45945725	45996739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0.005175232	0	0	0	14	2977	1	0	0	yes	no	yes	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMGNT1	30649	0.969199633	74277	1	1	46654354	46685977	46634354	46708631	0	0	0	0	0	0	319	0.010087594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0.013218227	1	0	0	9	3306	1	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	319	0.010087594	319	0.0100876	0
RAD54L	30312	0.984635374	70785	1	1	46713360	46744145	46693360	46764145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0.002533701	0	0	0	11	3128	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAAH	19359	0.988561507	59583	1	1	46859937	46879520	46839937	46899520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0.009957616	0	0	0	17	2079	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A22	12306	1	102502	1	1	47603107	47615413	47532911	47635413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12306	1	12306	1	0	0	0	39	2523	1	0	0	yes	no	no	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAL1	15687	0.984745763	55930	1	1	47681962	47697892	47661962	47717892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4916	0.972117856	0	0	yes	yes	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STIL	60367	0.943116485	104008	1	1	47715811	47779819	47695811	47799819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102	0.032839645	0	0	0	98	5210	1	0	0	yes	yes	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMPK1	42739	0.948869944	85042	1	1	47799469	47844511	47779469	47864511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0.013298699	0	0	0	67	2924	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXE3	1979	1	41979	1	1	47881744	47883723	47861744	47903723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1979	1	0	0	yes	no	yes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4	1478710	0.991718632	1531058	1	1	48998527	50489585	48978527	50509585	0	0	0	0	0	0	1675	0.001123363	0	0	0	0	0	0	0	0	0	0	0	0	4200	0.002816792	72116	0.048365657	1	0	0	1228	2933	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	1675	0.001123363	1675	0.0011234	0
CDKN2C	13721	0.98797523	53888	1	1	51426417	51440305	51406417	51460305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6.48E-04	0	0	0	12	3314	1	0	0	yes	yes	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF11	36043	0.969314759	77184	1	1	51701943	51739127	51681943	51759127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066	0.055561532	2613	0.07027216	0	0	0	2	2840	0.921778643	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPS15	162307	0.983291431	205065	1	1	51819935	51985000	51799935	52005000	0	0	0	0	0	0	535	0.003241147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8584	0.052003756	0	0	0	20	5200	1	0	0	no	yes	no	0	0	0	0	0	0	0	0	0	0	0	535	0.003241147	535	0.0032411	0
ORC1	30246	0.956244072	71630	1	1	52838501	52870131	52818501	52890131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0.005374644	0	0	0	2	3140	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP2	121341	0.974830085	164474	1	1	53392901	53517375	53372901	53537375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0.012090878	7393	0.05939393	0	0	0	40	6441	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPT2	17210	0.968595227	57768	1	1	53662101	53679869	53642101	53699869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0.004840162	0	0	0	14	3089	1	0	0	yes	no	yes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP8	80677	0.977606786	122525	1	1	53711217	53793742	53691217	53813742	0	0	0	0	0	0	1611	0.019521357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0.010106028	0	0	0	63	4488	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	1611	0.019521357	1611	0.0195214	0
DHCR24	36517	0.971584409	77585	1	1	55315306	55352891	55295306	55372891	0	0	0	0	0	0	447	0.011893042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0.009764534	1	0	0	95	4241	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	447	0.011893042	447	0.011893	0
BSND	11147	0.932803347	51950	1	1	55464606	55476556	55444606	55496556	0	0	0	0	0	0	794	0.066443515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3468	1	0	0	yes	no	yes	13	0	0	0	0	0	0	0	0	0	0	794	0.066443515	794	0.0664435	0
PCSK9	25105	0.992135631	65304	1	1	55505221	55530525	55485221	55550525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.00351723	0	0	0	81	3593	0.991172414	0	0	yes	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8A	63313	0.998391548	103415	1	1	57320479	57383894	57300479	57403894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0.002507293	0	0	0	54	2345	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8B	36348	0.984240455	76930	1	1	57394883	57431813	57374883	57451813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	7.04E-04	0	0	0	18	2496	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACSTD2	2067	1	42067	1	1	59041099	59043166	59021099	59063166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2067	1	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN	3292	0.991566265	43320	1	1	59246465	59249785	59226465	59269785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3292	0.991566265	0	0	yes	yes	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2J2	33433	0.998536527	73482	1	1	60358980	60392462	60338980	60412462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0.007854967	0	0	0	6	1887	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	585047	0.979102444	637534	1	1	61330931	61928465	61310931	61948465	0	0	0	0	0	0	1092	0.001827511	0	0	0	0	0	0	0	0	0	0	0	0	2551	0.004269213	3840	0.006426413	0	0	0	670	9689	0.967448827	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	1092	0.001827511	1092	0.0018275	0
USP1	15507	1	55507	1	1	62901968	62917475	62881968	62937475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0.010640356	0	0	0	30	4245	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOCK7	228354	0.977668365	273570	1	1	62920399	63153969	62900399	63173969	0	0	0	0	0	0	1842	0.007886287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6569	0.028124331	1	0	0	344	7874	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	1842	0.007886287	1842	0.0078863	0
ANGPTL3	8672	1	48672	1	1	63063158	63071830	63043158	63091830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2798	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD3	2067	1	42067	1	1	63788730	63790797	63768730	63810797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0.014513788	0	0	0	1	2067	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG6	68236	0.961449586	110972	1	1	63833261	63904233	63813261	63924233	0	0	0	0	0	0	877	0.012356986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0.012568337	1	0	0	67	3356	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	877	0.012356986	877	0.012357	0
PGM1	65589	0.979393451	106969	1	1	64058947	64125916	64038947	64145916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0.003285102	0	0	0	74	3463	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAK1	131492	0.986621647	173275	1	1	65298912	65432187	65278912	65452187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325	0.00994185	1	0	0	243	5022	1	0	0	no	yes	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
