gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_hifiasm_dip.bed	fraction_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_MRG_SV_v0.1_in_gene	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	num_v4.2.1_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_small_variant_v0.03_variants_in_gene	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
RUNX3	yes	no	no	64802	0.9876848	105610	1	chr1	24899511	24965121	24879511	24985121	4257	0.976600138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0.001295534	0	0	0	64	2	0	0	0	0	0	0	0	0	0	0	0	12000	0.182899	0
RHD	yes	no	no	53257	0.9174016	98052	1	chr1	25272393	25330445	25252393	25350445	2852	0.951935915	0	0	0	0	0	0	0	0	691	0.011903121	0	0	0	0	0	0	0	0	0	0	0	0	58052	1	58052	1	0	0	0	41	4	0	0	0	0	0	0	0	0	0	691	0.011903121	58052	1	0
RHCE	yes	no	yes	50080	0.7370884	107943	1	chr1	25362249	25430192	25342249	25450192	1071	0.686098655	67312	0.990712803	1561	1	0	0	0	0	15476	0.227779168	0	0	0	0	0	0	0	0	0	0	0	0	62906	0.925864327	62909	0.925908482	1	0	148	13	0	5	67312	0.990712803	148	1	1561	1	5	0	15476	0.227779168	63470	0.9341654	0
LDLRAP1	yes	no	no	25115	0.9934731	65280	1	chr1	25543606	25568886	25523606	25588886	2905	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	4052	0.1602848	0
STMN1	yes	no	no	22350	0.9798334	62810	1	chr1	25884181	25906991	25864181	25926991	2476	0.991589908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0.004515563	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	2677	0.1173608	0
EXTL1	yes	no	no	16323	0.9844994	56580	1	chr1	26019884	26036464	25999884	26056464	4009	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.81E-04	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	2938	0.1772014	0
SLC30A2	yes	no	no	8737	0.98545	48866	1	chr1	26037252	26046118	26017252	26066118	3215	0.991977785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0.002819761	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	965	0.1088428	0
DHDDS	yes	no	yes	37882	0.970736	79024	1	chr1	26432282	26471306	26412282	26491306	3180	0.968921389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0.010685732	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	3664	0.0938909	0
ARID1A	yes	yes	no	84881	0.9551357	128868	1	chr1	26693236	26782104	26673236	26802104	8279	0.96548105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0.007494261	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	10087	0.1135054	0
PIGV	yes	no	no	12284	0.9029033	53605	1	chr1	26787054	26800659	26767054	26820659	5382	0.981042654	12908	0.948768835	5486	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0.021095186	0	0	1	0	0	1	12908	0.948768835	1	0	5486	1	1	0	0	0	2403	0.1766262	0
NUDC	yes	no	no	45427	0.9741385	86633	1	chr1	26900238	26946871	26880238	26966871	1783	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0.019814295	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6203	0.1330174	0
NR0B2	yes	no	no	2486	1	42486	1	chr1	26911489	26913975	26891489	26933975	1163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0.0104586	0
FCN3	yes	no	no	5582	0.9772409	45712	1	chr1	27369112	27374824	27349112	27394824	1022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	704	0.1232493	0
PTAFR	yes	no	no	45039	0.9629891	86770	1	chr1	28147166	28193936	28127166	28213936	4102	0.975505351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0.010840282	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	5812	0.1242677	0
SESN2	yes	no	no	21875	0.9522048	62973	1	chr1	28259518	28282491	28239518	28302491	3452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0.011404692	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	3927	0.1709398	0
EPB41	yes	no	no	223332	0.9586916	272955	1	chr1	28887091	29120046	28867091	29140046	6367	1	0	0	0	0	0	0	0	0	903	0.003876285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2751	0.011809148	0	0	0	238	5	0	0	0	0	0	0	0	0	0	903	0.003876285	31865	0.1367861	0
CCDC28B	yes	no	no	4890	0.9778044	45001	1	chr1	32200386	32205387	32180386	32225387	1657	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0.1177764	0
LCK	yes	yes	no	31585	0.9043406	74926	1	chr1	32251239	32286165	32231239	32306165	2193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0.004352059	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6968	0.1995075	0
AK2	yes	no	no	69337	0.9490938	113056	1	chr1	33007940	33080996	32987940	33100996	5936	0.983106989	0	0	0	0	0	0	0	0	2604	0.03564389	0	0	0	0	0	0	0	0	0	0	0	0	2515	0.034425646	3996	0.054697766	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2604	0.03564389	10388	0.1421923	0
AZIN2	yes	no	no	41893	0.9883221	82388	1	chr1	33081104	33123492	33061104	33143492	5288	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0.007926772	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	4501	0.1061857	0
GJB4	yes	no	no	2587	1	42587	1	chr1	34759740	34762327	34739740	34782327	1442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	91	0.0351759	0
GJB3	yes	no	yes	5155	1	45155	1	chr1	34781214	34786369	34761214	34806369	2359	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	979	0.1899127	0
DLGAP3	yes	no	no	63405	0.9874015	104214	1	chr1	34865436	34929650	34845436	34949650	3909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0.00383094	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	10105	0.1573644	0
SFPQ	no	yes	no	16767	1	56767	1	chr1	35176378	35193145	35156378	35213145	3730	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0.002147075	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2231	0.133059	0
AGO1	yes	no	no	60166	0.9908109	100724	1	chr1	35869808	35930532	35849808	35950532	13715	0.994705541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0.008546868	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	5698	0.0938344	0
TEKT2	yes	no	no	4078	0.9753647	44181	1	chr1	36084094	36088275	36064094	36108275	1480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	804	0.1922985	0
COL8A2	yes	no	no	28569	0.95284	69983	1	chr1	36095239	36125222	36075239	36145222	4665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0.006170163	0	0	0	51	3	0	0	0	0	0	0	0	0	0	0	0	6450	0.2151219	0
THRAP3	no	yes	no	74174	0.9165771	120925	1	chr1	36224432	36305357	36204432	36325357	4207	0.927673649	0	0	0	0	0	0	0	0	1465	0.018103182	0	0	0	0	0	0	0	0	0	0	0	0	4931	0.060932963	6477	0.080037071	0	0	0	123	3	0	0	0	0	0	0	0	0	0	1465	0.018103182	16793	0.2075131	0
CSF3R	yes	yes	no	17200	0.9979693	57235	1	chr1	36466043	36483278	36446043	36503278	3440	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	1983	0.1150566	0
SNIP1	yes	no	no	18813	0.9480448	59844	1	chr1	37534449	37554293	37514449	37574293	4346	0.955164835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0.009675469	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	2361	0.118978	0
RSPO1	yes	no	no	23035	0.978464	63542	1	chr1	37611350	37634892	37591350	37654892	2748	0.900983607	0	0	0	0	0	0	0	0	302	0.012828137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0.001656614	0	0	0	38	3	0	0	0	0	0	0	0	0	0	302	0.012828137	4215	0.1790417	0
INPP5B	yes	no	no	77771	0.9005442	126360	1	chr1	37860697	37947057	37840697	37967057	4467	0.992225677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4017	0.04651459	0	0	0	94	9	0	0	0	0	0	0	0	0	0	0	0	15952	0.1847152	0
NDUFS5	yes	no	no	7870	0.9461409	48318	1	chr1	39026318	39034636	39006318	39054636	545	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0.017792739	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	884	0.1062755	0
MYCL	yes	yes	no	6830	1	46830	1	chr1	39895426	39902256	39875426	39922256	4945	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0.166032211	1134	0.166032211	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2596	0.3800879	0
PPT1	yes	no	yes	25635	0.9759765	66266	1	chr1	40071461	40097727	40051461	40117727	3883	0.970507373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	0.045191502	1221	0.046485951	0	0	0	65	3	0	0	0	0	0	0	0	0	0	0	0	3513	0.1337471	0
ZMPSTE24	yes	no	no	33727	0.9383207	75944	1	chr1	40258236	40294180	40238236	40314180	2965	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0.011740485	0	0	0	27	3	0	0	0	0	0	0	0	0	0	0	0	4940	0.137436	0
COL9A2	yes	no	no	17163	0.9907066	57324	1	chr1	40300489	40317813	40280489	40337813	2820	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0.001904872	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4121	0.2378781	0
ZFP69	yes	no	no	17913	0.9401669	59053	1	chr1	40477290	40496343	40457290	40516343	2790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0.013173778	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	3146	0.1651184	0
RIMS3	yes	no	no	44351	0.985534	85002	1	chr1	40620680	40665682	40600680	40685682	7251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0.005355318	0	0	0	48	2	0	0	0	0	0	0	0	0	0	0	0	3169	0.0704191	0
KCNQ4	yes	no	yes	55896	0.986429	96665	1	chr1	40783787	40840452	40763787	40860452	4310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0.004976617	0	0	0	100	2	0	0	0	0	0	0	0	0	0	0	0	7601	0.1341392	0
CLDN19	yes	no	no	7157	0.9994414	47161	1	chr1	42733093	42740254	42713093	42760254	3594	0.998888271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	1827	0.255132	0
ERMAP	yes	no	no	27185	0.9754566	67869	1	chr1	42817122	42844991	42797122	42864991	3491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0.001507051	0	0	0	28	5	0	0	0	0	0	0	0	0	0	0	0	2894	0.103843	0
SLC2A1	yes	no	yes	32725	0.9770699	73493	1	chr1	42925375	42958868	42905375	42978868	3352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0.001910847	0	0	0	66	5	0	0	0	0	0	0	0	0	0	0	0	3559	0.106261	0
CFAP57	yes	no	no	81008	0.9853909	122209	1	chr1	43172149	43254358	43152149	43274358	5100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789	0.021761608	0	0	0	133	7	0	0	0	0	0	0	0	0	0	0	0	8852	0.1076768	0
MPL	yes	yes	yes	16608	0.9975973	56648	1	chr1	43337818	43354466	43317818	43374466	3581	0.988953328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0.007688611	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1539	0.0924435	0
ST3GAL3	yes	no	yes	212448	0.9427845	265341	1	chr1	43705824	43931165	43685824	43951165	3041	1	0	0	0	0	0	0	0	0	3869	0.017169534	0	0	1000	0.004437719	0	0	0	0	0	0	0	0	1126	0.004996871	2275	0.01009581	0	0	0	157	3	0	0	0	0	0	0	0	0	0	4869	0.021607253	27283	0.1210743	0
B4GALT2	yes	no	no	11722	0.958698	52227	1	chr1	43978943	43991170	43958943	44011170	2915	0.993862939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	2425	0.1983316	0
SLC6A9	yes	no	no	39161	0.9798334	79967	1	chr1	43991500	44031467	43971500	44051467	3720	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0.00505417	0	0	0	45	4	0	0	0	0	0	0	0	0	0	0	0	9293	0.2325168	0
PTCH2	yes	no	no	23116	0.9874834	63409	1	chr1	44819844	44843253	44799844	44863253	5248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0.001495151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3669	0.1567346	0
EIF2B3	yes	no	no	130202	0.9559618	176200	1	chr1	44850522	44986722	44830522	45006722	2166	1	0	0	0	0	0	0	0	0	888	0.006519824	0	0	0	0	0	0	0	0	0	0	0	0	1360	0.009985316	5315	0.039023495	0	0	0	14	0	0	0	0	0	0	0	0	0	0	888	0.006519824	20528	0.1507195	0
UROD	yes	no	no	4625	1	44625	1	chr1	45010950	45015575	44990950	45035575	1183	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	577	0.1247568	0
MUTYH	yes	yes	yes	11615	0.990196	51730	1	chr1	45329163	45340893	45309163	45360893	2248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.56E-04	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	2023	0.1724638	0
MMACHC	yes	no	yes	12648	0.9668247	53082	1	chr1	45500300	45513382	45480300	45533382	4892	0.969672944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0.004968659	0	0	0	17	10	0	0	0	0	0	0	0	0	0	0	0	582	0.0444886	0
POMGNT1	yes	no	yes	30649	0.9691997	74277	1	chr1	46188682	46220305	46168682	46242959	3297	1	0	0	0	0	0	0	0	0	319	0.010087594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0.013218227	0	0	0	9	1	0	0	0	0	0	0	0	0	0	319	0.010087594	3977	0.1257629	0
RAD54L	yes	no	no	31392	0.9804178	72019	1	chr1	46246461	46278480	46226461	46298480	3118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0.002436054	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2425	0.0757363	0
FAAH	yes	no	no	19307	0.9885311	59531	1	chr1	46394317	46413848	46374317	46433848	2027	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0.009984128	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	2923	0.1496595	0
CYP4A22	yes	no	no	12300	1	102496	1	chr1	47137435	47149735	47067239	47169735	3824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12300	1	12300	1	0	0	0	39	20	0	0	0	0	0	0	0	0	0	0	0	12300	1	0
TAL1	yes	yes	no	15675	0.9839925	55930	1	chr1	47216290	47232220	47196290	47252220	4904	0.969744908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	3426	0.2150659	0
STIL	yes	yes	no	60476	0.9448194	104008	1	chr1	47250139	47314147	47230139	47334147	5210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102	0.032839645	0	0	0	99	2	0	0	0	0	0	0	0	0	0	0	0	11616	0.1814773	0
CMPK1	yes	no	no	42739	0.9488699	85042	1	chr1	47333797	47378839	47313797	47398839	2924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0.013298699	0	0	0	67	3	0	0	0	0	0	0	0	0	0	0	0	7992	0.1774344	0
FOXE3	yes	no	yes	1767	1	41767	1	chr1	47416285	47418052	47396285	47438052	1767	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1186	0.6711941	0
AGBL4	yes	no	no	1478755	0.9917209	1531100	1	chr1	48532854	50023954	48512854	50043954	2975	1	0	0	0	0	0	0	0	0	1675	0.001123332	0	0	0	0	0	0	0	0	0	0	0	0	4200	0.002816712	72111	0.048360942	0	0	0	1224	2	0	0	0	0	0	0	0	0	0	1675	0.001123332	194001	0.130106	0
CDKN2C	yes	yes	no	13722	0.9879761	53889	1	chr1	50960745	50974634	50940745	50994634	3014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6.48E-04	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	2803	0.2018144	0
RNF11	yes	no	no	36054	0.9698714	77174	1	chr1	51236273	51273447	51216273	51293447	2857	0.930315858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066	0.055576478	2613	0.070291064	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6385	0.1717598	0
EPS15	no	yes	no	162183	0.9829094	205003	1	chr1	51354263	51519266	51334263	51539266	5138	1	0	0	0	0	0	0	0	0	535	0.003242365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8584	0.052023297	0	0	0	20	0	0	0	0	0	0	0	0	0	0	535	0.003242365	27701	0.1678818	0
ORC1	yes	no	no	30210	0.9561942	71594	1	chr1	52372829	52404423	52352829	52424423	3104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0.005380769	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3372	0.1067291	0
SCP2	yes	no	no	121293	0.9748517	164422	1	chr1	52927276	53051698	52907276	53071698	8157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0.012095932	7393	0.059418752	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	21679	0.1742377	0
CPT2	yes	no	yes	16847	0.9679403	57405	1	chr1	53196792	53214197	53176792	53234197	2726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0.004941109	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	1249	0.071761	0
LRP8	yes	no	no	84257	0.9785379	126105	1	chr1	53242364	53328469	53222364	53348469	7685	1	0	0	0	0	0	0	0	0	1611	0.018709715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0.009685849	0	0	0	64	3	0	0	0	0	0	0	0	0	0	1611	0.018709715	9988	0.1159979	0
DHCR24	yes	no	no	36500	0.9715716	77568	1	chr1	54849627	54887195	54829627	54907195	4224	1	0	0	0	0	0	0	0	0	447	0.011898424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0.009768952	0	0	0	95	3	0	0	0	0	0	0	0	0	0	447	0.011898424	3601	0.0958529	0
BSND	yes	no	yes	17436	0.9559734	58239	1	chr1	54998933	55017172	54978933	55037172	9757	1	0	0	0	0	0	0	0	0	794	0.043533088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	19	0	0	0	0	0	0	0	0	0	794	0.043533088	1234	0.0676572	0
PCSK9	yes	no	yes	25206	0.9921669	65405	1	chr1	55039447	55064852	55019447	55084852	3593	0.991172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.003503247	0	0	0	81	5	0	0	0	0	0	0	0	0	0	0	0	4685	0.1844125	0
C8A	yes	no	no	63221	0.9967679	103426	1	chr1	56854797	56918223	56834797	56938223	2356	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0.002506858	0	0	0	53	1	0	0	0	0	0	0	0	0	0	0	0	2725	0.0429635	0
C8B	yes	no	no	36352	0.9842688	76933	1	chr1	56929207	56966140	56909207	56986140	2502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	7.04E-04	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	1694	0.0458668	0
TACSTD2	yes	no	no	1819	1	41819	1	chr1	58575433	58577252	58555433	58597252	1819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	729	0.4007697	0
JUN	yes	yes	no	3228	0.9914005	43256	1	chr1	58780791	58784047	58760791	58804047	3228	0.991400491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1617	0.4966216	0
CYP2J2	yes	no	no	33416	0.9985358	73465	1	chr1	59893308	59926773	59873308	59946773	1870	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0.008546242	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3027	0.0904527	0
NFIA	yes	no	no	585267	0.9794788	637529	1	chr1	60865259	61462788	60845259	61482788	9443	0.967817977	0	0	0	0	0	0	0	0	1092	0.001827526	0	0	0	0	0	0	0	0	0	0	0	0	2551	0.004269249	3835	0.006418099	0	0	0	669	3	0	0	0	0	0	0	0	0	0	1092	0.001827526	55409	0.0927302	0
USP1	yes	no	no	15507	1	55507	1	chr1	62436297	62451804	62416297	62471804	3851	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0.010640356	0	0	0	29	3	0	0	0	0	0	0	0	0	0	0	0	2655	0.171213	0
DOCK7	yes	no	no	228867	0.9776964	274088	1	chr1	62454298	62688386	62434298	62708386	7947	1	0	0	0	0	0	0	0	0	1842	0.007868836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6569	0.028062096	0	0	0	347	3	0	0	0	0	0	0	0	0	0	1842	0.007868836	43780	0.1870237	0
ANGPTL3	yes	no	no	8793	1	48793	1	chr1	62597520	62606313	62577520	62626313	2919	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2815	0.320141	0
FOXD3	yes	no	no	2561	1	42561	1	chr1	63322567	63325128	63302567	63345128	2561	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0.011714174	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2391	0.9336197	0
ALG6	yes	no	yes	68063	0.9589309	110978	1	chr1	63367575	63438553	63347575	63458553	3310	1	0	0	0	0	0	0	0	0	877	0.012355941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0.012567274	0	0	0	66	2	0	0	0	0	0	0	0	0	0	877	0.012355941	10868	0.1531179	0
