Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000273075	161344552	161345130	1	RP11-122G18.8
ENSG00000236484	161348497	161349148	1	RRM2P2
ENSG00000226759	58326204	58346577	1	DAB1-AS1
ENSG00000230937	209602165	209606183	1	MIR205HG
ENSG00000206921	161371079	161371185	1	RNU6-481P
ENSG00000215840	161375858	161376872	1	RP11-122G18.7
ENSG00000273112	161482966	161574889	1	RP11-25K21.6
ENSG00000224203	161506361	161507948	1	RPS23P10
ENSG00000229283	111860222	111866603	1	RP5-1125M8.2
ENSG00000232240	111866455	111866697	1	RP5-1125M8.3
ENSG00000229887	58513847	58514963	1	HNRNPA1P6
ENSG00000224515	161526080	161526868	1	RP11-5K23.5
ENSG00000234020	111895897	111910031	1	CHIAP3
ENSG00000223416	58521805	58522152	1	RPS26P15
ENSG00000225217	161576081	161578007	1	HSPA7
ENSG00000235038	58525811	58545946	1	RP11-393I23.4
ENSG00000231586	161587782	161589375	1	RPS23P9
ENSG00000230546	58550091	58550231	1	RP11-393I23.3
ENSG00000233216	58694354	58694675	1	RP11-414C16.1
ENSG00000224260	209701800	209741018	1	RP1-272L16.1
ENSG00000270209	59018585	59019005	1	RP4-592A1.4
ENSG00000264128	59031301	59031604	1	RN7SL713P
ENSG00000207513	16993280	16993443	1	RNU1-3
ENSG00000185839	59096513	59097202	1	RP4-592A1.2
ENSG00000264742	17007750	17007823	1	AL021920.1
ENSG00000236698	17012116	17012550	1	EIF1AXP1
ENSG00000234211	161641768	161644614	1	RP11-25K21.1
ENSG00000222168	59187951	59188044	1	Y_RNA
ENSG00000264081	59230521	59230607	1	AL136985.1
ENSG00000234807	59250823	59365384	1	LINC01135
ENSG00000213075	161653485	161655042	1	RPL31P11
ENSG00000272226	59278480	59279014	1	RP11-63G10.3
ENSG00000268869	17013834	17046652	1	ESPNP
ENSG00000231740	59304120	59316926	1	RP11-63G10.2
ENSG00000203814	149754245	149783928	1	HIST2H2BF
ENSG00000232453	59348540	59362375	1	RP4-794H19.1
ENSG00000264831	209796789	209796855	1	MIR4260
ENSG00000199595	161669296	161669397	1	Y_RNA
ENSG00000241347	161705598	161705889	1	RN7SL466P
ENSG00000227591	209834709	209897470	1	RP1-28O10.1
ENSG00000226889	161735115	161736017	1	RP11-474I16.8
ENSG00000228121	59465348	59466166	1	PHBP3
ENSG00000229808	161860623	161861986	1	RP11-456P18.2
ENSG00000236136	209917718	209918559	1	ADORA2BP
ENSG00000230812	59486059	59510286	1	RP4-794H19.4
ENSG00000232222	209960324	209961038	1	RP3-434O14.8
ENSG00000236012	111922913	111923193	1	HIGD1AP12
ENSG00000227818	162008806	162009357	1	RP11-227F8.2
ENSG00000203706	210404801	210407392	1	SERTAD4-AS1
ENSG00000183598	149784826	149785236	1	HIST2H3D
ENSG00000266144	162126897	162126972	1	MIR4654
ENSG00000241042	59520069	59521721	1	RP11-145M4.1
ENSG00000227094	162286642	162287584	1	RP11-565P22.2
ENSG00000235215	59521671	59543788	1	RP11-145M4.2
ENSG00000252262	162308433	162308532	1	RNA5SP61
ENSG00000207729	162312336	162312430	1	MIR556
ENSG00000131238	40538379	40563375	1	PPT1
ENSG00000227179	111925482	111934441	1	PGCP1
ENSG00000237352	59522315	59553867	1	RP11-145M4.3
ENSG00000227243	162415339	162415676	1	SLAMF6P1
ENSG00000183941	149804221	149811339	1	HIST2H4A
ENSG00000227941	162511122	162511418	1	UQCRBP2
ENSG00000224609	59597608	59664293	1	RP11-470E16.1
ENSG00000228110	210438981	210440587	1	ST13P19
ENSG00000259788	162530017	162531098	1	RP11-359K18.3
ENSG00000272574	162562893	162563544	1	RP11-359K18.4
ENSG00000207389	17067011	17067174	1	RNU1-4
ENSG00000243173	162747520	162747802	1	RN7SL861P
ENSG00000227684	17076728	17077459	1	CROCCP4
ENSG00000230739	162794585	162819257	1	RP11-331H2.4
ENSG00000270457	59754975	59755312	1	RP11-467C18.1
ENSG00000233455	210477029	210477885	1	RP4-667H12.4
ENSG00000266150	60198899	60198968	1	MIR4711
ENSG00000226883	60220419	60254854	1	RP4-782L23.2
ENSG00000200972	210547498	210547611	1	RNU5A-8P
ENSG00000231816	60238467	60254520	1	RP4-782L23.1
ENSG00000270936	210635689	210636356	1	RP5-879K22.1
ENSG00000224668	211032519	211035627	1	IPO8P1
ENSG00000186715	17081405	17096732	1	MST1L
ENSG00000265535	60440431	60440726	1	RN7SL475P
ENSG00000229332	60563087	60563648	1	PGBD4P8
ENSG00000234233	211305930	211306716	1	KCNH1-IT1
ENSG00000238242	60580547	60615351	1	RP11-575B7.3
ENSG00000234004	211346819	211347193	1	RP11-543B16.1
ENSG00000226476	61005921	61106163	1	RP11-776H12.1
ENSG00000231252	61125303	61291256	1	RP11-436K8.1
ENSG00000227667	162949341	162949583	1	RP11-331H2.3
ENSG00000237928	61405911	61436448	1	RP4-668G5.1
ENSG00000232892	163131465	163182813	1	RP11-267N12.1
ENSG00000223562	211355498	211356446	1	RP11-543B16.3
ENSG00000226986	211380389	211381286	1	RP11-543B16.2
ENSG00000225755	163207004	163208987	1	RP11-267N12.2
ENSG00000221488	211384331	211384424	1	AC092017.1
ENSG00000260948	111973668	111975690	1	RP11-552M11.8
ENSG00000233337	111980136	111980659	1	UBE2FP3
ENSG00000153363	211556145	211605878	1	LINC00467
ENSG00000232995	163214295	163291684	1	RP11-267N12.3
ENSG00000133063	203181955	203242769	1	CHIT1
ENSG00000243960	111981260	111983986	1	RP11-552M11.4
ENSG00000263380	61549127	61549202	1	AC096534.1
ENSG00000270742	61590405	61590874	1	RP4-802A10.1
ENSG00000199890	111989420	111989530	1	Y_RNA
ENSG00000200360	112032939	112033045	1	RNU6-792P
ENSG00000231346	112142277	112151345	1	LINC01160
ENSG00000237853	61714617	61719182	1	RP5-833A20.1
ENSG00000203811	149811110	149812765	1	HIST2H3C
ENSG00000215867	112190913	112192166	1	KRT18P57
ENSG00000264551	62094703	62094793	1	AC099791.1
ENSG00000223920	62119866	62120580	1	RP11-430G17.1
ENSG00000223643	17177752	17179624	1	RP11-108M9.1
ENSG00000271200	62207670	62208096	1	RP11-430G17.3
ENSG00000200575	62282091	62282194	1	RNU6-414P
ENSG00000212360	62318171	62318274	1	RNU6-1177P
ENSG00000201028	112193053	112193159	1	RNU6-151P
ENSG00000237756	163229640	163230449	1	RP11-77M5.1
ENSG00000236646	62504514	62504783	1	LAMTOR5P1
ENSG00000236809	211590367	211591276	1	SNX25P1
ENSG00000227811	112282463	112290420	1	FAM212B-AS1
ENSG00000183558	149813505	149814478	1	HIST2H2AA3
ENSG00000252740	163355655	163355726	1	SNORD112
ENSG00000230239	17181902	17185779	1	RP11-108M9.2
ENSG00000261252	211608414	211608675	1	RP11-318L16.6
ENSG00000225122	163392195	163392954	1	RP11-408E1.1
ENSG00000238137	211615616	211616148	1	ARPC3P2
ENSG00000242860	62538120	62538411	1	RN7SL180P
ENSG00000263908	62544458	62544531	1	MIR3116-2
ENSG00000223649	211665597	211666259	1	RP11-359E8.3
ENSG00000234204	62654803	62655625	1	PIGPP2
ENSG00000200327	163438286	163438395	1	RNA5SP62
ENSG00000212527	163479274	163479385	1	RNA5SP63
ENSG00000261314	211756357	211757067	1	RP11-359E8.5
ENSG00000263811	17185444	17185516	1	MIR3675
ENSG00000228289	163738576	163738928	1	RP4-640E24.1
ENSG00000228792	211809248	211816209	1	RP11-354K1.2
ENSG00000234088	62656194	62656598	1	RPS15AP7
ENSG00000232558	112396384	112399527	1	KCND3-IT1
ENSG00000212538	163892907	163893109	1	U3
ENSG00000090686	22004791	22110099	1	USP48
ENSG00000228549	17197440	17200587	1	U1
ENSG00000227764	211813037	211827923	1	RP11-354K1.1
ENSG00000225719	164312242	164313101	1	NMNAT1P2
ENSG00000237556	112451958	112453553	1	KCND3-AS1
ENSG00000203812	149822643	149823191	1	HIST2H2AA4
ENSG00000186973	43610824	43622067	1	FAM183A
ENSG00000222080	211826798	211826891	1	AL356310.1
ENSG00000237227	62673808	62674114	1	RP5-1155K23.4
ENSG00000224763	211833531	211834619	1	FDPSP8
ENSG00000199849	164320510	164320625	1	RNU5F-6P
ENSG00000213070	164326004	164326601	1	HMGB3P6
ENSG00000238142	17215033	17216144	1	RP11-108M9.4
ENSG00000231437	112532392	112541464	1	RP11-88H9.2
ENSG00000200174	62677229	62677338	1	Y_RNA
ENSG00000201153	62763821	62763928	1	RNU6-371P
ENSG00000231057	211849104	211863445	1	RP11-122M14.1
ENSG00000235241	17215590	17216097	1	RP11-108M9.5
ENSG00000270549	62996307	62996544	1	RP11-293K19.1
ENSG00000207082	164608802	164608908	1	RNU6-171P
ENSG00000213703	63106793	63107338	1	RP5-849H19.2
ENSG00000207005	17222475	17222638	1	RNU1-2
ENSG00000269887	164649322	164650036	1	RP11-477H21.2
ENSG00000272426	17230834	17231271	1	RP11-108M9.6
ENSG00000233693	164738353	164743878	1	RP11-506O24.1
ENSG00000203852	149824181	149825836	1	HIST2H3A
ENSG00000226526	17305421	17331586	1	RP1-37C10.3
ENSG00000235545	63154153	63176365	1	RP11-230B22.1
ENSG00000226868	211889270	211898744	1	RP11-122M14.3
ENSG00000231246	112719856	112903150	1	RP5-965F6.2
ENSG00000252180	17484692	17484779	1	Y_RNA
ENSG00000271917	164797673	164799189	1	RP11-506O24.2
ENSG00000241395	211965455	211965748	1	RN7SL344P
ENSG00000239111	112738124	112738228	1	snoU13
ENSG00000234318	63361680	63367310	1	RP4-771M4.3
ENSG00000204362	17516278	17524112	1	RP11-380J14.1
ENSG00000212205	211976359	211976446	1	Y_RNA
ENSG00000201987	164823468	164823569	1	Y_RNA
ENSG00000171872	44584522	44600812	1	KLF17
ENSG00000234388	112905903	112906203	1	TXNP3
ENSG00000237163	63370851	63371153	1	RP4-771M4.2
ENSG00000225487	164890555	164890866	1	RP11-403P14.1
ENSG00000229258	212003188	212027045	1	RP11-552D8.1
ENSG00000266634	17604384	17604470	1	MIR3972
ENSG00000229537	63466168	63478142	1	RP11-5P4.1
ENSG00000238761	112913626	112913729	1	snoU13
ENSG00000273483	113060421	113061063	1	RP4-671G15.2
ENSG00000256049	17698691	17728195	1	PADI6
ENSG00000201270	164949272	164949374	1	RNU6-755P
ENSG00000233626	212109591	212109976	1	RP11-565J7.1
ENSG00000235299	113168528	113168846	1	MRPL53P1
ENSG00000227485	63489878	63491329	1	RP11-5P4.2
ENSG00000212086	164953139	164953229	1	AL390119.1
ENSG00000252359	165041710	165041781	1	SNORD112
ENSG00000229225	63543752	63544702	1	RP11-5P4.3
ENSG00000252750	113177341	113177406	1	RNU7-70P
ENSG00000224702	165179864	165182327	1	RP11-38C18.2
ENSG00000238975	113195210	113195310	1	snoU13
ENSG00000203605	63604921	63628824	1	RP11-335E6.2
ENSG00000212187	212198903	212199024	1	SNORA26
ENSG00000225075	113236310	113239243	1	RP11-426L16.3
ENSG00000220749	212224829	212225371	1	RPL21P28
ENSG00000271593	63624754	63628307	1	RP11-335E6.4
ENSG00000261595	113258294	113260418	1	RP11-426L16.9
ENSG00000238022	165185217	165188341	1	RP11-38C18.3
ENSG00000234790	113290717	113291097	1	RP11-426L16.7
ENSG00000252259	63652007	63652121	1	RNA5SP49
ENSG00000264358	212250955	212251027	1	MIR3122
ENSG00000182217	149825607	149832714	1	HIST2H4B
ENSG00000224209	63655660	63782902	1	LINC00466
ENSG00000252879	212272863	212273018	1	RN7SKP98
ENSG00000229983	212341549	212363601	1	RP11-15I11.2
ENSG00000226251	212398620	212412319	1	RP11-15I11.3
ENSG00000215866	113362792	113393265	1	RP11-426L16.8
ENSG00000237463	165446078	165551392	1	RP11-280O1.2
ENSG00000228734	63715591	63717442	1	RP11-335E6.3
ENSG00000223683	63727784	63728378	1	AL138935.1
ENSG00000230063	212470790	212472921	1	RP11-384C4.6
ENSG00000224167	113392650	113420493	1	RP3-522D1.1
ENSG00000234915	212472837	212505055	1	RP11-384C4.7
ENSG00000225338	212482393	212482860	1	RP11-384C4.3
ENSG00000228040	113433389	113433544	1	RP3-522D1.2
ENSG00000201544	212526158	212526292	1	SNORA16B
ENSG00000229832	212530760	212531695	1	RP11-384C4.2
ENSG00000230798	63786555	63790112	1	RP4-792G4.2
ENSG00000229020	113466045	113466959	1	AKR7A2P1
ENSG00000224535	212640158	212641085	1	RP11-61J19.2
ENSG00000228067	212719036	212729407	1	RP11-61J19.3
ENSG00000230748	165466961	165467585	1	RP11-541H12.1
ENSG00000226419	113499037	113542118	1	SLC16A1-AS1
ENSG00000117395	43629846	43736607	1	EBNA1BP2
ENSG00000237783	165550850	165551713	1	RP11-306I1.1
ENSG00000252784	63803934	63804043	1	Y_RNA
ENSG00000260805	212731175	212733073	1	RP11-61J19.4
ENSG00000184678	149856010	149858232	1	HIST2H2BE
ENSG00000236674	63825494	63826850	1	RP4-792G4.3
ENSG00000236206	165567700	165592568	1	RP11-306I1.2
ENSG00000264590	212789050	212789295	1	RN7SL512P
ENSG00000236066	113550876	113589677	1	RP11-389O22.1
ENSG00000235862	212797626	212800113	1	RP11-338C15.5
ENSG00000206990	165631822	165631924	1	Y_RNA
ENSG00000230175	165640493	165640962	1	RP11-466F5.3
ENSG00000264271	63995288	63995569	1	RN7SL488P
ENSG00000227751	17733256	17733878	1	RP1-20B21.4
ENSG00000238198	113554309	113615727	1	RP11-31F15.2
ENSG00000251720	64002382	64002441	1	RNU7-123P
ENSG00000226036	212820638	212821097	1	RP11-338C15.2
ENSG00000237278	113667943	113669505	1	RLIMP2
ENSG00000244256	64121414	64121716	1	RN7SL130P
ENSG00000266727	17740127	17740190	1	AC004824.1
ENSG00000177452	64254392	64254975	1	RP4-597J3.1
ENSG00000239020	17776259	17776359	1	snoU13
ENSG00000225272	165645547	165646018	1	RP11-466F5.4
ENSG00000236648	18044182	18076473	1	RP11-473A10.2
ENSG00000237980	212827341	212838776	1	RP11-338C15.3
ENSG00000261781	18392151	18400906	1	RP11-174G17.2
ENSG00000228056	64308862	64309356	1	CFL1P3
ENSG00000207491	212865606	212865709	1	RNU6-423P
ENSG00000215838	165667987	165679205	1	RP11-466F5.6
ENSG00000230035	18493423	18505840	1	RP11-174G17
ENSG00000236905	212997369	212997847	1	RP11-348H3.2
ENSG00000159388	203274619	203278730	1	BTG2
ENSG00000132780	46049518	46084566	1	NASP
ENSG00000233839	113711616	113712025	1	RP11-389O22.4
ENSG00000225387	18712323	18715008	1	RP11-422P22.1
ENSG00000235282	18839612	18839881	1	RP1-8B22.1
ENSG00000184260	149858525	149858961	1	HIST2H2AC
ENSG00000207190	64494566	64494672	1	RNU6-809P
ENSG00000273365	165675793	165676521	1	RP11-466F5.10
ENSG00000200508	64532312	64532413	1	Y_RNA
ENSG00000224358	165738166	165744413	1	RP11-466F5.8
ENSG00000198468	213025450	213031430	1	FLVCR1-AS1
ENSG00000178028	44679127	44686353	1	DMAP1
ENSG00000223949	64560125	64636980	1	RP11-24J23.2
ENSG00000230659	165788590	165789024	1	RP11-466F5.9
ENSG00000236887	113741447	113741880	1	RP11-389O22.5
ENSG00000225478	18921908	18922130	1	RP1-8B22.2
ENSG00000184270	149859019	149859466	1	HIST2H2AB
ENSG00000235182	213026622	213026768	1	RP11-348H3.4
ENSG00000236364	165865116	165869920	1	RP11-525G13.2
ENSG00000236317	213028517	213028708	1	RP11-348H3.5
ENSG00000271527	165910472	165911006	1	RP11-7G12.2
ENSG00000238653	64850081	64850142	1	RNU7-62P
ENSG00000264470	65045530	65045606	1	MIR4794
ENSG00000265606	19209696	19209769	1	MIR4695
ENSG00000226292	165991452	165992264	1	RP11-7G12.1
ENSG00000234784	65384126	65384366	1	RP11-182I10.1
ENSG00000221662	19223565	19223642	1	MIR1290
ENSG00000232499	113992322	113993350	1	RP11-512F24.1
ENSG00000228646	213602051	213602420	1	RPL31P13
ENSG00000272084	19398604	19402005	1	RP5-1126H10.2
ENSG00000225233	213665644	213719790	1	RP11-554K11.2
ENSG00000122176	203309756	203320617	1	FMOD
ENSG00000266098	19410046	19410145	1	AL137127.1
ENSG00000207341	166011481	166011587	1	RNA5SP64
ENSG00000221026	213783039	213783183	1	AL592063.1
ENSG00000230424	19536995	19567198	1	RP1-43E13.2
ENSG00000203307	166050420	166056720	1	RP11-375H19.2
ENSG00000238256	114119379	114119521	1	MTND5P20
ENSG00000228255	213904759	213967930	1	RP11-323I1.1
ENSG00000270728	19623574	19624397	1	RP4-657E11.10
ENSG00000233877	65407662	65408048	1	RP11-182I10.2
ENSG00000230898	166117019	166134332	1	RP11-9L18.3
ENSG00000215952	166123980	166124035	1	MIR921
ENSG00000178096	149859440	149872351	1	BOLA1
ENSG00000232450	114241506	114242253	1	RP4-730K3.3
ENSG00000200403	19631570	19631676	1	RNU6-1099P
ENSG00000215835	166244866	166246834	1	RP11-9L18.2
ENSG00000265192	19646299	19646554	1	RN7SL85P
ENSG00000240490	19750878	19751163	1	RN7SL277P
ENSG00000201609	19837087	19837227	1	RNU4-28P
ENSG00000226891	65437908	65468159	1	RP11-182I10.3
ENSG00000230461	213991094	214160973	1	PROX1-AS1
ENSG00000239027	19858664	19858768	1	snoU13
ENSG00000235185	19918296	19923326	1	RP5-1056L3.1
ENSG00000229588	166304121	166304999	1	RP11-479J7.2
ENSG00000225325	166356964	166421869	1	RP11-479J7.1
ENSG00000231128	114355001	114371793	1	RP5-1073O3.2
ENSG00000226396	19934608	19935062	1	RPS14P3
ENSG00000185031	65450291	65451770	1	SLC2A3P2
ENSG00000230231	166443982	166450802	1	FMO7P
ENSG00000235434	20140860	20145995	1	RP11-91K11.2
ENSG00000272506	65469153	65469770	1	RP4-535B20.4
ENSG00000226167	114399257	114443859	1	AP4B1-AS1
ENSG00000242688	20297462	20297760	1	RN7SL304P
ENSG00000212257	65488651	65488757	1	RNU6-1176P
ENSG00000227066	20480831	20487061	1	RP3-340N1.2
ENSG00000265996	65523438	65523525	1	MIR3671
ENSG00000199135	65524117	65524191	1	MIR101-1
ENSG00000225986	20510735	20512979	1	UBXN10-AS1
ENSG00000272167	214202236	214204109	1	RP11-53A1.2
ENSG00000235527	114466622	114472114	1	RP5-1073O3.7
ENSG00000231485	65532310	65533420	1	RP4-535B20.1
ENSG00000228470	214517515	214530958	1	RP11-176D17.3
ENSG00000235804	65543096	65543814	1	RP4-535B20.2
ENSG00000213036	214656156	214656730	1	RP11-365D23.4
ENSG00000228105	20569588	20571148	1	RP3-340N1.6
ENSG00000226664	20620704	20649680	1	RP4-745E8.2
ENSG00000234142	166445009	166459276	1	RP11-276E17.2
ENSG00000236963	20687072	20757727	1	LINC01141
ENSG00000215819	214705538	214706810	1	KRT18P12
ENSG00000270780	114544055	114544857	1	RP4-590F24.1
ENSG00000238087	166535415	166549942	1	FMO8P
ENSG00000188783	203444956	203460480	1	PRELP
ENSG00000232895	114749049	114804900	1	RP4-543J13.1
ENSG00000234496	65558075	65558297	1	MRPS21P1
ENSG00000271419	114896608	114897800	1	RP4-591B8.3
ENSG00000117000	40627045	40706593	1	RLF
ENSG00000231622	65620163	65620333	1	RP4-700A9.1
ENSG00000250536	214778813	214782183	1	ABHD17AP3
ENSG00000226984	115002556	115002982	1	RP4-591B8.2
ENSG00000229294	65745139	65772204	1	RP5-1044H5.1
ENSG00000224584	214786303	214786741	1	RP11-365D23.2
ENSG00000226487	20738797	20739746	1	RP4-749H3.2
ENSG00000234144	65764438	65764663	1	COX6CP13
ENSG00000215520	20852482	20853244	1	RPS4XP4
ENSG00000185221	215044077	215045059	1	GAPDHP24
ENSG00000222624	65881499	65881689	1	RNU2-15P
ENSG00000225650	115010937	115011904	1	EIF2S2P5
ENSG00000237852	65952089	65959871	1	RP4-630A11.3
ENSG00000223869	215116466	215116883	1	RP11-323K10.1
ENSG00000238931	66037232	66037335	1	snoU13
ENSG00000201114	115033346	115033454	1	Y_RNA
ENSG00000117242	20969150	20978686	1	PINK1-AS
ENSG00000224570	66041812	66044063	1	RP11-430H12.2
ENSG00000236480	115078616	115080461	1	PKMP1
ENSG00000257033	20976856	20977207	1	AL391357.1
ENSG00000232809	215549827	215550717	1	VDAC1P10
ENSG00000235432	21019227	21020506	1	RP5-930J4.5
ENSG00000239319	66226743	66227035	1	RN7SL854P
ENSG00000233069	21059373	21060445	1	RP5-930J4.2
ENSG00000227466	66508183	66516401	1	RP11-397C12.1
ENSG00000203394	21069480	21070455	1	RP5-930J4.4
ENSG00000188770	203463271	203477992	1	OPTC
ENSG00000251914	21167734	21167795	1	RNU7-200P
ENSG00000242769	115240250	115240545	1	RN7SL432P
ENSG00000221808	21314807	21314925	1	MIR1256
ENSG00000223152	66560144	66560229	1	RNU4-88P
ENSG00000201900	115270341	115270445	1	Y_RNA
ENSG00000202498	215803368	215803459	1	SNORD116
ENSG00000264720	67094123	67094200	1	MIR3117
ENSG00000233072	21330043	21330427	1	RPS15AP6
ENSG00000229242	216059924	216074806	1	RP5-1111A8.3
ENSG00000221655	67196650	67196741	1	AL354978.1
ENSG00000227970	115379848	115394074	1	NR1H5P
ENSG00000231080	67292625	67294241	1	RP11-342H21.2
ENSG00000233620	216245807	216260259	1	RP11-22M7.2
ENSG00000215834	166572912	166600637	1	FMO9P
ENSG00000252433	67568328	67568462	1	SNORA31
ENSG00000253074	67661823	67661926	1	RNU6-586P
ENSG00000236073	21400132	21400246	1	RP11-487E1.2
ENSG00000221733	67705123	67705210	1	AL109843.1
ENSG00000252116	67733284	67733409	1	RNU4ATAC4P
ENSG00000228523	67743735	67744462	1	RP4-763G1.1
ENSG00000235112	21487968	21488574	1	HSPE1P27
ENSG00000223263	67882897	67883001	1	RNU6-387P
ENSG00000236292	216367393	216377708	1	RP5-1099E6.3
ENSG00000235200	67995313	67998012	1	RP4-763G1.2
ENSG00000266867	21503059	21503122	1	AL031005.1
ENSG00000159164	149874870	149889434	1	SV2A
ENSG00000236936	21592575	21593744	1	RP3-329E20.2
ENSG00000226013	216374977	216375168	1	MRPS18BP1
ENSG00000207504	68006810	68006916	1	RNU6-1031P
ENSG00000238139	68026756	68027129	1	RP11-393N21.1
ENSG00000229841	217665317	217667625	1	RP11-361K17.2
ENSG00000234070	217954540	217958462	1	SPATA17-AS1
ENSG00000242482	68122516	68122812	1	RN7SL392P
ENSG00000231105	21619783	21626267	1	RP5-1071N3.1
ENSG00000234984	166635122	166651433	1	FMO10P
ENSG00000228247	218023745	218023975	1	UBBP2
ENSG00000232048	68125838	68126696	1	HNRNPCP9
ENSG00000238778	68238276	68238336	1	RNU7-80P
ENSG00000236216	21724480	21724855	1	PPP1R11P1
ENSG00000231814	218066242	218094146	1	LINC00210
ENSG00000232284	68297986	68668670	1	GNG12-AS1
ENSG00000230714	218205177	218207002	1	RP11-152L7.1
ENSG00000228823	21737953	21739786	1	RP11-293F5.8
ENSG00000188800	40711619	40717363	1	TMCO2
ENSG00000233730	115642293	115645279	1	RP4-666F24.3
ENSG00000232100	218216847	218232482	1	RP11-152L7.2
ENSG00000236009	21742391	21743985	1	RP11-293F5.1
ENSG00000228035	115825655	115910693	1	RP4-663N10.1
ENSG00000201493	218303137	218303294	1	RNU1-141P
ENSG00000229016	218474604	218475314	1	RP11-224O19.4
ENSG00000226973	116014562	116018648	1	RP4-663N10.2
ENSG00000235055	68509013	68509916	1	RP4-609E1.2
ENSG00000223375	218511883	218512098	1	RP11-224O19.5
ENSG00000228431	68515043	68515428	1	ARL5AP3
ENSG00000227001	21751118	21754460	1	NBPF2P
ENSG00000232480	218517538	218519020	1	RP11-224O19.2
ENSG00000263542	68523860	68523945	1	AL157407.1
ENSG00000234383	68627444	68628773	1	CTBP2P8
ENSG00000265534	116028272	116028364	1	AL512638.1
ENSG00000212610	218715033	218715241	1	U3
ENSG00000187952	21754796	21756030	1	HS6ST1P1
ENSG00000229101	116099447	116100096	1	TCEB1P20
ENSG00000226693	219054942	219055992	1	RP11-412H9.1
