Gene stable ID	Gene start (bp)	Chromosome/scaffold name	Gene end (bp)	Gene name
ENSG00000232456	16035178	1	16040029	AL355994.2
ENSG00000184908	16043736	1	16057308	CLCNKB
ENSG00000185519	16057769	1	16073651	FAM131C
ENSG00000142627	16124337	1	16156069	EPHA2
ENSG00000227959	16155211	1	16157329	AL451042.2
ENSG00000224621	16159266	1	16161883	AL451042.1
ENSG00000234166	16197854	1	16198357	ARHGEF19-AS1
ENSG00000142632	16197854	1	16212652	ARHGEF19
ENSG00000237276	16215909	1	16228027	ANO7L1
ENSG00000288398	16228674	1	16231335	AL109627.1
ENSG00000132881	16231692	1	16237183	CPLANE2
ENSG00000233929	16241213	1	16241398	MT1XP1
ENSG00000037637	16246840	1	16352480	FBXO42
ENSG00000055070	16352575	1	16398145	SZRD1
ENSG00000226457	16369150	1	16369530	RPL22P3
ENSG00000187144	16387117	1	16437424	SPATA21
ENSG00000157191	16440721	1	16460078	NECAP2
ENSG00000226029	16460948	1	16468481	LINC01772
ENSG00000080947	16467436	1	16499257	CROCCP3
ENSG00000206652	16514122	1	16514285	RNU1-1
ENSG00000261135	16514645	1	16515754	AL137802.2
ENSG00000285853	16515034	1	16521788	AL137802.3
ENSG00000224174	16520694	1	16521796	AL137802.1
ENSG00000233421	16533886	1	16536172	LINC01783
ENSG00000277344	16534081	1	16534224	RNU1-6P
ENSG00000225710	16548651	1	16552531	AL355149.1
ENSG00000219481	16562319	1	16613562	NBPF1
ENSG00000271732	16617391	1	16617729	AL137798.1
ENSG00000215908	16618253	1	16657232	CROCCP2
ENSG00000283773	16642767	1	16643109	AL137798.3
ENSG00000186301	16645622	1	16650289	MST1P2
ENSG00000282143	16656879	1	16667524	AL137798.2
ENSG00000207513	16666785	1	16666948	RNU1-3
ENSG00000280114	16681097	1	16688749	AL021920.2
ENSG00000236698	16685621	1	16686055	EIF1AXP1
ENSG00000268869	16687339	1	16720157	ESPNP
ENSG00000279151	16701546	1	16705594	AL021920.1
ENSG00000282740	16739938	1	16750589	AL021920.3
ENSG00000058453	16740273	1	16972964	CROCC
ENSG00000227684	16740280	1	16750968	CROCCP4
ENSG00000207389	16740516	1	16740679	RNU1-4
ENSG00000186715	16754910	1	16770237	MST1L
ENSG00000223643	16851257	1	16853129	BX284668.1
ENSG00000230239	16855407	1	16859284	BX284668.3
ENSG00000263811	16858949	1	16859021	MIR3675
ENSG00000228549	16870945	1	16883659	BX284668.2
ENSG00000277234	16873708	1	16873851	RNU1-5P
ENSG00000238142	16887577	1	16889706	BX284668.5
ENSG00000235241	16889095	1	16889602	BX284668.4
ENSG00000207005	16895980	1	16896143	RNU1-2
ENSG00000272426	16904339	1	16904776	BX284668.6
ENSG00000117122	16974502	1	16980632	MFAP2
ENSG00000286898	16976302	1	16977792	AL049569.2
ENSG00000226526	16978926	1	17005091	AL049569.1
ENSG00000159363	16985958	1	17011928	ATP13A2
ENSG00000117118	17018722	1	17054032	SDHB
ENSG00000117115	17066761	1	17119451	PADI2
ENSG00000204362	17189783	1	17197617	LINC02783
ENSG00000282843	17193232	1	17201733	AL590644.1
ENSG00000142623	17205128	1	17246007	PADI1
ENSG00000142619	17249098	1	17284233	PADI3
ENSG00000266634	17277889	1	17277975	MIR3972
ENSG00000159339	17308195	1	17364004	PADI4
ENSG00000276747	17372196	1	17401699	PADI6
ENSG00000227751	17406760	1	17407382	RCC2-AS1
ENSG00000179051	17406760	1	17439677	RCC2
ENSG00000074964	17539698	1	17697874	ARHGEF10L
ENSG00000236648	17717625	1	17749978	LINC02810
ENSG00000117148	17755333	1	17827063	ACTL8
ENSG00000284653	18015712	1	18045612	AL357509.1
ENSG00000261781	18065657	1	18074412	LINC01654
ENSG00000117154	18107798	1	18378483	IGSF21
ENSG00000280222	18109389	1	18115861	AL365209.1
ENSG00000230035	18166929	1	18179346	IGSF21-AS1
ENSG00000225387	18385829	1	18388514	AL591896.1
ENSG00000179023	18480982	1	18486126	KLHDC7A
ENSG00000235282	18513118	1	18513383	DYNLL1P3
ENSG00000225478	18595414	1	18595636	AL031737.1
ENSG00000009709	18630846	1	18748866	PAX7
ENSG00000179002	18839599	1	18859682	TAS1R2
ENSG00000159423	18871430	1	18902724	ALDH4A1
ENSG00000265606	18883202	1	18883275	MIR4695
ENSG00000221662	18897071	1	18897148	MIR1290
ENSG00000169991	18904280	1	18956676	IFFO2
ENSG00000272084	19072110	1	19075511	AL137127.1
ENSG00000127481	19074510	1	19210266	UBR4
ENSG00000230424	19210501	1	19240704	EMC1-AS1
ENSG00000127463	19215660	1	19251527	EMC1
ENSG00000053372	19251805	1	19260128	MRTO4
ENSG00000286064	19260521	1	19262307	AL035413.2
ENSG00000211454	19265982	1	19274194	AKR7L
ENSG00000162482	19282573	1	19288770	AKR7A3
ENSG00000270728	19297080	1	19297903	AL035413.1
ENSG00000053371	19303965	1	19312146	AKR7A2
ENSG00000200403	19305076	1	19305182	RNU6-1099P
ENSG00000040487	19312326	1	19329300	SLC66A1
ENSG00000077549	19338775	1	19485539	CAPZB
ENSG00000240490	19424384	1	19424671	RN7SL277P
ENSG00000173436	19484403	1	19629821	MICOS10
ENSG00000201609	19510593	1	19510733	RNU4-28P
ENSG00000235185	19591802	1	19596832	AL031727.2
ENSG00000158747	19596979	1	19658456	NBL1
ENSG00000270136	19597067	1	19656927	MICOS10-NBL1
ENSG00000226396	19608114	1	19608568	AL031727.1
ENSG00000158748	19664875	1	19680966	HTR6
ENSG00000162542	19682213	1	19799945	TMCO4
ENSG00000178828	19814029	1	19815283	RNF186
ENSG00000235434	19814367	1	19819502	AL391883.1
ENSG00000169914	19882395	1	19912945	OTUD3
ENSG00000188784	19920009	1	19923617	PLA2G2E
ENSG00000242688	19970969	1	19971269	RN7SL304P
ENSG00000188257	19975431	1	19980416	PLA2G2A
ENSG00000127472	20028179	1	20091911	PLA2G5
ENSG00000117215	20111939	1	20119566	PLA2G2D
ENSG00000158786	20139323	1	20150381	PLA2G2F
ENSG00000227066	20154171	1	20160568	Z98257.1
ENSG00000187980	20161253	1	20177424	PLA2G2C
ENSG00000225986	20184242	1	20186486	UBXN10-AS1
ENSG00000162543	20186096	1	20196050	UBXN10
ENSG00000228105	20243095	1	20244664	LINC01757
ENSG00000284710	20272018	1	20275005	Z98257.2
ENSG00000158816	20290919	1	20354894	VWA5B1
ENSG00000226664	20294211	1	20323187	AL020998.1
ENSG00000236963	20360579	1	20431234	LINC01141
ENSG00000226487	20412304	1	20413253	AL139254.1
ENSG00000284641	20476222	1	20478937	AL139254.2
ENSG00000284743	20478779	1	20480397	AL139254.3
ENSG00000162545	20482391	1	20486210	CAMK2N1
ENSG00000090432	20499448	1	20508151	MUL1
ENSG00000215520	20525989	1	20526751	RPS4XP4
ENSG00000183114	20552573	1	20555020	FAM43B
ENSG00000158825	20589086	1	20618903	CDA
ENSG00000158828	20633458	1	20651511	PINK1
ENSG00000284005	20633679	1	20633788	MIR6084
ENSG00000117242	20642657	1	20652193	PINK1-AS
ENSG00000244038	20651767	1	20661544	DDOST
ENSG00000117245	20664014	1	20718017	KIF17
ENSG00000235432	20692734	1	20694013	AL663074.2
ENSG00000189410	20719731	1	20732837	SH2D5
ENSG00000233069	20732880	1	20733952	AL663074.1
ENSG00000127483	20740266	1	20787323	HP1BP3
ENSG00000075151	20806292	1	21176888	EIF4G3
ENSG00000251914	20841241	1	20841302	RNU7-200P
ENSG00000221808	20988314	1	20988432	MIR1256
ENSG00000233072	21003550	1	21003934	RPS15AP6
ENSG00000236073	21073639	1	21073753	AL627311.1
ENSG00000235112	21161475	1	21162081	HSPE1P27
ENSG00000287192	21177054	1	21178164	AL031005.2
ENSG00000117298	21217247	1	21345572	ECE1
ENSG00000236936	21266082	1	21267251	AL031005.1
ENSG00000231105	21293290	1	21299874	ECE1-AS1
ENSG00000236216	21397987	1	21398362	PPP1R11P1
ENSG00000228823	21411460	1	21413293	AL592309.1
ENSG00000236009	21415898	1	21417492	AL592309.2
ENSG00000227001	21424625	1	21427967	NBPF2P
ENSG00000187952	21428303	1	21429536	HS6ST1P1
ENSG00000186543	21434318	1	21437558	CROCCP5
ENSG00000142794	21440128	1	21485005	NBPF3
ENSG00000176378	21459756	1	21460082	PFN1P10
ENSG00000162551	21509397	1	21578410	ALPL
ENSG00000233431	21586472	1	21591187	LINC02596
ENSG00000076864	21596215	1	21669363	RAP1GAP
ENSG00000090686	21678298	1	21783606	USP48
ENSG00000231978	21768269	1	21768575	AL590103.1
ENSG00000187942	21812265	1	21825225	LDLRAD2
ENSG00000142798	21822244	1	21937310	HSPG2
ENSG00000232037	21908098	1	21908580	AL590556.1
ENSG00000283234	21950679	1	21956871	AL590556.2
ENSG00000219073	21977022	1	21998642	CELA3B
ENSG00000285959	21983606	1	22030617	AL590556.3
ENSG00000273610	21987481	1	21987777	RN7SL386P
ENSG00000201919	21987816	1	21987919	RNU6-1022P
ENSG00000142789	22001657	1	22012542	CELA3A
ENSG00000278124	22010650	1	22010946	RN7SL186P
ENSG00000201273	22010985	1	22011088	RNU6-776P
ENSG00000228397	22023990	1	22026048	LINC01635
ENSG00000218510	22024558	1	22031223	LINC00339
ENSG00000070831	22025511	1	22101360	CDC42
ENSG00000285752	22028317	1	22052927	CDC42-AS1
ENSG00000285794	22030527	1	22030748	AL031281.1
ENSG00000230068	22059197	1	22064199	CDC42-IT1
ENSG00000271428	22068340	1	22068827	MPHOSPH6P1
ENSG00000162552	22117313	1	22143969	WNT4
ENSG00000285873	22142850	1	22157401	AL445253.1
ENSG00000266564	22266239	1	22266300	MIR4418
ENSG00000234397	22322840	1	22323331	PPIAP34
ENSG00000279625	22364630	1	22366482	AL591122.1
ENSG00000184677	22428838	1	22531157	ZBTB40
ENSG00000237200	22517474	1	22519708	ZBTB40-IT1
ENSG00000070886	22563489	1	22603595	EPHA8
ENSG00000276835	22633258	1	22633366	MIR6127
ENSG00000173372	22636628	1	22639678	C1QA
ENSG00000159189	22643633	1	22648110	C1QC
ENSG00000173369	22652762	1	22661637	C1QB
ENSG00000133216	22710839	1	22921500	EPHB2
ENSG00000265422	22719517	1	22719598	MIR4684
ENSG00000225952	22835713	1	22836849	AL512444.1
ENSG00000264014	22863159	1	22863226	MIR4253
ENSG00000215906	22953043	1	22965338	LACTBL1
ENSG00000227868	23010834	1	23015852	TEX46
ENSG00000004487	23019443	1	23083689	KDM1A
ENSG00000240553	23020147	1	23088058	AL031428.1
ENSG00000263793	23044305	1	23044372	MIR3115
ENSG00000266802	23057858	1	23057934	AL031428.2
ENSG00000169641	23084023	1	23177808	LUZP1
ENSG00000229010	23140325	1	23141142	AL161672.1
ENSG00000206935	23162704	1	23162810	RNU6-514P
ENSG00000252578	23163953	1	23164053	RNU6-135P
ENSG00000179546	23191895	1	23194729	HTR1D
ENSG00000215381	23244765	1	23245224	AL109936.2
ENSG00000261326	23281307	1	23287488	LINC01355
ENSG00000284726	23297797	1	23302866	AL109936.8
ENSG00000125944	23303771	1	23344336	HNRNPR
ENSG00000125945	23359448	1	23369836	ZNF436
ENSG00000249087	23368997	1	23371839	ZNF436-AS1
ENSG00000201405	23370254	1	23370346	AL109936.1
ENSG00000271420	23378380	1	23379029	AL109936.3
ENSG00000204219	23380909	1	23424748	TCEA3
ENSG00000232482	23410832	1	23412146	AL357134.1
ENSG00000088280	23428563	1	23484568	ASAP3
ENSG00000007968	23506438	1	23531233	E2F2
ENSG00000235052	23549139	1	23550915	AL021154.1
ENSG00000117318	23557926	1	23559501	ID3
ENSG00000285802	23576436	1	23593621	AL450043.1
ENSG00000197880	23581495	1	23640568	MDS2
ENSG00000229239	23670294	1	23680259	AL451000.1
ENSG00000142676	23691742	1	23696835	RPL11
ENSG00000236810	23706901	1	23778296	ELOA-AS1
ENSG00000011007	23743155	1	23762059	ELOA
ENSG00000057757	23778418	1	23788232	PITHD1
ENSG00000011009	23791145	1	23795539	LYPLA2
ENSG00000117308	23795599	1	23800781	GALE
ENSG00000117305	23801885	1	23838620	HMGCL
ENSG00000179163	23845077	1	23868294	FUCA1
ENSG00000188822	23870515	1	23913362	CNR2
ENSG00000229106	23901471	1	23902737	BTBD6P1
ENSG00000232557	23907111	1	23907885	AL590609.2
ENSG00000264926	23929070	1	23929147	MIR378F
ENSG00000230228	23949016	1	23949383	H3P1
ENSG00000189266	23956839	1	23963462	PNRC2
ENSG00000188529	23964347	1	23980927	SRSF10
ENSG00000215905	24007881	1	24008519	AL590609.1
ENSG00000225315	24040835	1	24086799	AL591178.1
ENSG00000142661	24056035	1	24112135	MYOM3
ENSG00000230703	24066774	1	24083565	MYOM3-AS1
ENSG00000142677	24119771	1	24143140	IL22RA1
ENSG00000185436	24154168	1	24187959	IFNLR1
ENSG00000230023	24200240	1	24211693	LINC02800
ENSG00000232298	24307556	1	24321901	GRHL3-AS1
ENSG00000158055	24319357	1	24364482	GRHL3
ENSG00000001460	24356999	1	24416934	STPG1
ENSG00000001461	24415802	1	24472976	NIPAL3
ENSG00000286061	24496254	1	24535400	RCAN3AS
ENSG00000117602	24502351	1	24541040	RCAN3
ENSG00000264443	24538802	1	24556024	NCMAP-DT
ENSG00000184454	24556087	1	24609328	NCMAP
ENSG00000227312	24563627	1	24563974	AL445686.1
ENSG00000239106	24625411	1	24625513	AL445686.2
ENSG00000133226	24631716	1	24673281	SRRM1
ENSG00000284699	24704894	1	24717596	AL445648.1
ENSG00000169504	24745382	1	24844321	CLIC4
ENSG00000238482	24777873	1	24777979	RNU6-1208P
ENSG00000020633	24899511	1	24965121	RUNX3
ENSG00000278034	24919345	1	24919416	MIR6731
ENSG00000229162	24961345	1	24963097	AL445471.1
ENSG00000261025	24968423	1	24970865	AL445471.2
ENSG00000264371	25023503	1	25023586	MIR4425
ENSG00000285823	25041136	1	25047404	LINC02793
ENSG00000233755	25043707	1	25113120	AL050344.1
ENSG00000233419	25125053	1	25125454	IFITM3P7
ENSG00000231953	25208139	1	25209437	AL031432.1
ENSG00000117614	25222276	1	25232502	SYF2
ENSG00000284602	25232586	1	25234775	AL031432.4
ENSG00000284657	25239494	1	25240253	AL031432.5
ENSG00000117616	25242249	1	25338213	RSRP1
ENSG00000272432	25247837	1	25248321	AL031432.3
ENSG00000261349	25266102	1	25267136	AL031432.2
ENSG00000187010	25272393	1	25330445	RHD
ENSG00000224183	25294164	1	25294643	SDHDP6
ENSG00000259984	25336429	1	25337465	AL928711.1
ENSG00000183726	25338317	1	25362361	TMEM50A
ENSG00000188672	25362249	1	25430192	RHCE
ENSG00000238084	25398721	1	25399198	AL031284.1
ENSG00000204178	25430858	1	25500209	MACO1
ENSG00000157978	25543606	1	25568886	LDLRAP1
ENSG00000225643	25581478	1	25590356	AL606491.1
ENSG00000117643	25617468	1	25786207	MAN1C1
ENSG00000233478	25644544	1	25659111	AL031280.1
ENSG00000162430	25800176	1	25818221	SELENON
ENSG00000255054	25811470	1	25823744	AL020996.2
ENSG00000228172	25816749	1	25820797	AL020996.1
ENSG00000117640	25818640	1	25832942	MTFR1L
ENSG00000272478	25831913	1	25832134	AL020996.3
ENSG00000127423	25831913	1	25859458	AUNIP
ENSG00000236528	25859613	1	25863420	AL033528.3
ENSG00000182749	25861210	1	25871253	PAQR7
ENSG00000207302	25877496	1	25877605	AL033528.1
ENSG00000117632	25884181	1	25906991	STMN1
ENSG00000229786	25887360	1	25887610	SNRPFP2
ENSG00000223624	25888970	1	25889109	AL033528.2
ENSG00000283938	25906362	1	25906454	MIR3917
ENSG00000158006	25959767	1	25998117	PAFAH2
ENSG00000207237	25964197	1	25964300	RNU6-110P
ENSG00000252190	26006006	1	26006130	AL592064.1
ENSG00000252691	26006216	1	26006299	AL592064.2
ENSG00000158008	26019884	1	26036464	EXTL1
ENSG00000158014	26037252	1	26046118	SLC30A2
ENSG00000284309	26046665	1	26049099	AL391650.2
ENSG00000158022	26051304	1	26068436	TRIM63
ENSG00000175087	26111165	1	26125555	PDIK1L
ENSG00000197245	26159079	1	26163962	FAM110D
ENSG00000282872	26164161	1	26168581	C1orf232
ENSG00000236782	26169516	1	26171831	AL391650.1
ENSG00000142684	26169908	1	26170873	ZNF593
ENSG00000142675	26177484	1	26189884	CNKSR1
ENSG00000188782	26190561	1	26202968	CATSPER4
ENSG00000236155	26209741	1	26229840	ZPLD2P
ENSG00000278572	26218581	1	26220476	AL355877.2
ENSG00000130695	26234200	1	26278808	CEP85
ENSG00000270733	26263041	1	26263398	AL355877.1
ENSG00000142669	26280086	1	26281522	SH3BGRL3
ENSG00000158062	26281328	1	26318363	UBXN11
ENSG00000169442	26317958	1	26320523	CD52
ENSG00000176092	26321698	1	26360080	CRYBG2
ENSG00000225854	26326688	1	26327033	AL451139.1
ENSG00000176083	26361634	1	26374522	ZNF683
ENSG00000131914	26410817	1	26429728	LIN28A
ENSG00000117682	26432282	1	26471306	DHDDS
ENSG00000223583	26454653	1	26455187	AL513365.1
ENSG00000225891	26462756	1	26468014	DHDDS-AS1
ENSG00000198830	26472440	1	26476642	HMGN2
ENSG00000224129	26519354	1	26520250	DPPA2P2
ENSG00000117676	26529761	1	26575030	RPS6KA1
ENSG00000238705	26554542	1	26554593	MIR1976
ENSG00000243905	26593243	1	26593546	RN7SL679P
ENSG00000252802	26593940	1	26594041	AL627313.2
ENSG00000252429	26602369	1	26602432	RNU7-29P
ENSG00000229247	26640377	1	26640614	AL627313.1
ENSG00000238316	26642286	1	26642389	AL627082.2
ENSG00000235069	26647447	1	26647681	AL627082.1
ENSG00000260063	26692132	1	26694131	AL512408.1
ENSG00000117713	26693236	1	26782104	ARID1A
ENSG00000060642	26787054	1	26800659	PIGV
ENSG00000241188	26814822	1	26815112	RN7SL165P
ENSG00000287810	26817300	1	26817476	AL034380.2
ENSG00000204160	26826688	1	26857604	ZDHHC18
ENSG00000175793	26863149	1	26864456	SFN
ENSG00000142751	26876132	1	26890283	GPN2
ENSG00000226698	26876133	1	26878245	AL034380.1
ENSG00000198746	26890488	1	26900467	GPATCH3
ENSG00000090273	26900238	1	26946871	NUDC
ENSG00000131910	26911489	1	26913975	NR0B2
ENSG00000175707	26949562	1	26960468	KDF1
ENSG00000172746	26980165	1	26980975	RPL12P13
ENSG00000224064	26983628	1	26984024	AL356390.1
ENSG00000225294	26985897	1	26986340	OSTCP2
ENSG00000253368	26993692	1	27000886	TRNP1
ENSG00000158246	27005020	1	27012850	TENT5B
ENSG00000090020	27098809	1	27166981	SLC9A1
ENSG00000229985	27176751	1	27177277	AL590640.2
ENSG00000214973	27200834	1	27201473	CHCHD3P3
ENSG00000225159	27206930	1	27207796	NPM1P39
ENSG00000225990	27211265	1	27211484	SNRPEP7
ENSG00000224311	27229106	1	27234352	AL590640.1
ENSG00000142784	27234632	1	27308636	WDTC1
ENSG00000252098	27255464	1	27255567	AL590640.3
ENSG00000243659	27311240	1	27311838	FO393419.3
ENSG00000186501	27322145	1	27336400	TMEM222
ENSG00000206888	27325219	1	27325325	RNU6-48P
ENSG00000241547	27325329	1	27325796	ACTG1P20
ENSG00000142765	27342020	1	27353937	SYTL1
ENSG00000142733	27354067	1	27366961	MAP3K6
ENSG00000142748	27369112	1	27374824	FCN3
ENSG00000174950	27379176	1	27383333	CD164L2
ENSG00000231207	27389468	1	27390145	FO393419.1
ENSG00000181773	27392622	1	27395814	GPR3
ENSG00000158195	27404230	1	27490167	WASF2
ENSG00000241169	27457198	1	27459582	FO393419.2
ENSG00000237429	27525805	1	27530561	BX293535.1
ENSG00000126705	27534035	1	27604431	AHDC1
ENSG00000000938	27612064	1	27635185	FGR
ENSG00000235912	27649419	1	27649610	AL031729.1
ENSG00000233975	27660328	1	27662722	LINC02574
ENSG00000126709	27666064	1	27672198	IFI6
ENSG00000225886	27669468	1	27703063	AL445490.1
ENSG00000206767	27675603	1	27675709	RNU6-949P
ENSG00000226662	27686810	1	27687471	CHMP1AP1
ENSG00000207095	27693731	1	27693835	RNU6-424P
ENSG00000287244	27724822	1	27725756	AL020997.5
ENSG00000009780	27725979	1	27763122	FAM76A
ENSG00000231344	27739091	1	27739439	AL020997.1
ENSG00000230833	27739954	1	27740629	RPEP3
ENSG00000117758	27773219	1	27824443	STX12
ENSG00000269971	27773858	1	27774041	AL020997.2
ENSG00000270031	27819983	1	27820341	AL020997.3
ENSG00000223062	27824538	1	27824643	RNU6-1245P
ENSG00000286433	27827812	1	27831209	AL020997.4
ENSG00000117751	27830782	1	27851676	PPP1R8
ENSG00000252947	27834401	1	27834566	SCARNA1
ENSG00000130775	27872543	1	27886685	THEMIS2
ENSG00000117748	27891524	1	27914746	RPA2
ENSG00000130768	27935000	1	27959157	SMPDL3B
ENSG00000227050	27938875	1	27960193	AL512288.1
ENSG00000158156	27959973	1	27968093	XKR8
ENSG00000158161	27970344	1	28088637	EYA3
ENSG00000238231	27990158	1	27990524	AL512288.2
ENSG00000240750	28031884	1	28032180	RN7SL559P
ENSG00000228589	28095742	1	28096422	SPCS2P4
ENSG00000228943	28109739	1	28110298	AL137792.2
ENSG00000214812	28120449	1	28121321	AL137792.1
ENSG00000253005	28142737	1	28142841	RNU6-176P
ENSG00000169403	28147166	1	28193936	PTAFR
ENSG00000126698	28199456	1	28233029	DNAJC8
ENSG00000130770	28236109	1	28246906	ATP5IF1
ENSG00000270605	28239509	1	28241453	AL353622.1
ENSG00000271398	28247144	1	28247568	AL353622.2
ENSG00000130766	28259518	1	28282491	SESN2
ENSG00000130772	28329002	1	28335965	MED18
ENSG00000204138	28369582	1	28500364	PHACTR4
ENSG00000206779	28422555	1	28422655	CR589951.1
ENSG00000229820	28453541	1	28453934	CR391992.1
ENSG00000221216	28481362	1	28481480	RNU6ATAC27P
ENSG00000180198	28505943	1	28539300	RCC1
ENSG00000242125	28505980	1	28510892	SNHG3
ENSG00000274266	28507366	1	28507571	SNORA73A
ENSG00000200087	28508559	1	28508762	SNORA73B
ENSG00000231468	28526318	1	28527227	PRDX3P2
ENSG00000279443	28544460	1	28546542	AL513497.1
ENSG00000180098	28553085	1	28578545	TRNAU1AP
ENSG00000197989	28578538	1	28583132	SNHG12
ENSG00000221539	28578749	1	28578822	SNORD99
ENSG00000278274	28579764	1	28579893	SNORA61
ENSG00000273544	28580381	1	28580512	SNORA44
ENSG00000280498	28580920	1	28581054	SNORA16A
ENSG00000274582	28580920	1	28581056	SNORA16A
ENSG00000120656	28589323	1	28643085	TAF12
ENSG00000188060	28592200	1	28595443	RAB42
ENSG00000229388	28643228	1	28648581	LINC01715
ENSG00000270103	28648600	1	28648730	AL360012.1
ENSG00000274978	28648600	1	28648733	RNU11
ENSG00000162419	28668732	1	28719353	GMEB1
ENSG00000252777	28689665	1	28689794	AL645729.1
ENSG00000198492	28736621	1	28769775	YTHDF2
ENSG00000116329	28812142	1	28871267	OPRD1
ENSG00000233427	28870483	1	28877336	AL009181.2
ENSG00000199756	28881726	1	28881835	AL009181.1
ENSG00000159023	28887091	1	29120046	EPB41
ENSG00000225616	28982278	1	28982608	AL138785.2
ENSG00000206704	28985710	1	28985810	AL138785.1
ENSG00000277958	29041199	1	29041480	AL138785.3
ENSG00000253304	29119429	1	29123903	TMEM200B
ENSG00000225750	29144494	1	29146994	AL357500.1
ENSG00000116350	29147743	1	29181900	SRSF4
ENSG00000277916	29171285	1	29171453	AL357500.2
ENSG00000116353	29192657	1	29230942	MECR
ENSG00000237934	29223933	1	29224816	AL590729.1
ENSG00000060656	29236516	1	29326813	PTPRU
ENSG00000230523	29329620	1	29350114	LINC01756
ENSG00000225011	29488193	1	29496893	AL671862.1
ENSG00000228176	29708851	1	29709547	AC092265.1
ENSG00000284676	29755175	1	29790597	AL645944.2
ENSG00000270927	29904865	1	29905357	AL645944.1
ENSG00000233399	30013952	1	30037612	LINC01648
ENSG00000233372	30140263	1	30141607	AL137076.1
ENSG00000231251	30226523	1	30226615	AL021921.1
ENSG00000236335	30409560	1	30411638	AL161638.2
ENSG00000231949	30415825	1	30421108	AL161638.1
ENSG00000162510	30711277	1	30723585	MATN1
ENSG00000186056	30718504	1	30726827	MATN1-AS1
ENSG00000287510	30731693	1	30733427	AL137857.1
ENSG00000162511	30732469	1	30757774	LAPTM5
ENSG00000264773	30739156	1	30739232	MIR4420
ENSG00000229607	30810378	1	30815553	AL137027.1
ENSG00000223382	30824217	1	30834864	LINC01778
ENSG00000222784	30843823	1	30844110	RN7SKP91
ENSG00000235143	30858158	1	30860254	AL445235.1
ENSG00000162512	30869466	1	30908758	SDC3
ENSG00000266210	30918469	1	30918735	RN7SL371P
ENSG00000134644	30931506	1	31065991	PUM1
ENSG00000237329	31036734	1	31037240	AL356320.2
ENSG00000232768	31050872	1	31051034	AL356320.1
ENSG00000215900	31094987	1	31095558	SELENOWP1
ENSG00000225142	31108188	1	31108623	AC114495.1
