gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_dip.bed	fraction_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_overlap_w_AllRepeats_gt_10kb	fraction_gene_overlap_w_AllRepeats_gt_10kb	bp_overlap_w_refn	fraction_gene_overlap_w_refn	bp_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	fraction_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	bp_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	fraction_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	bp_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	fraction_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	bp_overlap_w_Assembly_CNV	fraction_overlap_w_Assembly_CNV	bp_overlap_w_vdj	fraction_overlap_w_vdj	bp_overlap_inversions	fraction_overlap_inversions	bp_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	fraction_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	bp_segdups	fraction_segdups	bp_lowmapandsegdups	fraction_lowmapandsegdups	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene_in_exons	num_MRG_variants_in_benchmark_in_gene	num_MRG_variants_in_benchmark_in_gene_in_exons	num_v4.2.1_variants_in_benchmark_in_gene	num_v4.2.1_variants_in_benchmark_in_gene_in_exons
AGO1	yes	no	no	60166	0.990810882	100724	1	chr1	35869808	35930532	35849808	35950532	13715	0.994705541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0.008546868	0	0	0	0	4	1
TEKT2	yes	no	no	4078	0.975364745	44181	1	chr1	36084094	36088275	36064094	36108275	1480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
COL8A2	yes	no	no	28569	0.952839943	69983	1	chr1	36095239	36125222	36075239	36145222	4665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0.006170163	0	0	0	0	51	3
THRAP3	no	yes	no	74174	0.916577078	120925	1	chr1	36224432	36305357	36204432	36325357	4207	0.927673649	0	0	0	0	0	0	0	0	1465	0.018103182	0	0	0	0	0	0	0	0	0	0	0	0	4931	0.060932963	6477	0.080037071	0	0	0	0	123	3
CSF3R	yes	yes	no	17200	0.997969249	57235	1	chr1	36466043	36483278	36446043	36503278	3440	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2
SNIP1	yes	no	no	18813	0.948044749	59844	1	chr1	37534449	37554293	37514449	37574293	4346	0.955164835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0.009675469	0	0	0	0	24	3
RSPO1	yes	no	no	23035	0.978464022	63542	1	chr1	37611350	37634892	37591350	37654892	2748	0.900983607	0	0	0	0	0	0	0	0	302	0.012828137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0.001656614	0	0	0	0	38	3
INPP5B	yes	no	no	77873	0.901725336	126360	1	chr1	37860697	37947057	37840697	37967057	4467	0.992225677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4017	0.04651459	0	0	0	0	94	9
NDUFS5	yes	no	no	7910	0.950949748	48318	1	chr1	39026318	39034636	39006318	39054636	545	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0.017792739	0	0	0	0	28	0
MYCL	yes	yes	no	6830	1	46830	1	chr1	39895426	39902256	39875426	39922256	4945	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0.166032211	1134	0.166032211	0	0	0	0	3	2
PPT1	yes	no	yes	25635	0.975976548	66266	1	chr1	40071461	40097727	40051461	40117727	3883	0.970507373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	0.045191502	1221	0.046485951	0	0	0	0	65	3
ZMPSTE24	yes	no	no	33727	0.938320721	75944	1	chr1	40258236	40294180	40238236	40314180	2965	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0.011740485	0	0	0	0	27	3
COL9A2	yes	no	no	17163	0.990706534	57324	1	chr1	40300489	40317813	40280489	40337813	2820	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0.001904872	0	0	0	0	6	0
ZFP69	yes	no	no	17913	0.940166903	59053	1	chr1	40477290	40496343	40457290	40516343	2790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0.013173778	0	0	0	0	19	1
RIMS3	yes	no	no	44362	0.98577841	85002	1	chr1	40620680	40665682	40600680	40685682	7251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0.005355318	0	0	0	0	48	2
KCNQ4	yes	no	yes	55896	0.986429013	96665	1	chr1	40783787	40840452	40763787	40860452	4310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0.004976617	0	0	0	0	100	2
CLDN19	yes	no	no	7157	0.999441419	47161	1	chr1	42733093	42740254	42713093	42760254	3594	0.998888271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
ERMAP	yes	no	no	27185	0.975456601	67869	1	chr1	42817122	42844991	42797122	42864991	3491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0.001507051	0	0	0	0	28	5
SLC2A1	yes	no	yes	32725	0.977069835	73493	1	chr1	42925375	42958868	42905375	42978868	3352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0.001910847	0	0	0	0	66	5
CFAP57	yes	no	no	81008	0.985390894	122209	1	chr1	43172149	43254358	43152149	43274358	5100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789	0.021761608	0	0	0	0	133	7
MPL	yes	yes	yes	16608	0.997597309	56648	1	chr1	43337818	43354466	43317818	43374466	3581	0.988953328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0.007688611	0	0	0	0	2	0
ST3GAL3	yes	no	yes	212448	0.942784491	265341	1	chr1	43705824	43931165	43685824	43951165	3041	1	0	0	0	0	0	0	0	0	3869	0.017169534	0	0	1000	0.004437719	0	0	0	0	0	0	0	0	1126	0.004996871	2275	0.01009581	0	0	0	0	157	3
B4GALT2	yes	no	no	11722	0.958697964	52227	1	chr1	43978943	43991170	43958943	44011170	2915	0.993862939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1
SLC6A9	yes	no	no	39161	0.979833363	79967	1	chr1	43991500	44031467	43971500	44051467	3720	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0.00505417	0	0	0	0	45	4
PTCH2	yes	no	no	23116	0.987483447	63409	1	chr1	44819844	44843253	44799844	44863253	5248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0.001495151	0	0	0	0	1	0
EIF2B3	yes	no	no	130202	0.955961821	176200	1	chr1	44850522	44986722	44830522	45006722	2166	1	0	0	0	0	0	0	0	0	888	0.006519824	0	0	0	0	0	0	0	0	0	0	0	0	1360	0.009985316	5315	0.039023495	0	0	0	0	14	0
UROD	yes	no	no	4625	1	44625	1	chr1	45010950	45015575	44990950	45035575	1183	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MUTYH	yes	yes	yes	11615	0.990196078	51730	1	chr1	45329163	45340893	45309163	45360893	2248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.56E-04	0	0	0	0	9	1
MMACHC	yes	no	yes	12648	0.966824645	53082	1	chr1	45500300	45513382	45480300	45533382	4892	0.969672944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0.004968659	0	0	0	0	17	10
POMGNT1	yes	no	yes	30653	0.969326123	74277	1	chr1	46188682	46220305	46168682	46242959	3297	1	0	0	0	0	0	0	0	0	319	0.010087594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0.013218227	0	0	0	0	9	1
RAD54L	yes	no	no	31392	0.980417877	72019	1	chr1	46246461	46278480	46226461	46298480	3118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0.002436054	0	0	0	0	11	0
FAAH	yes	no	no	19307	0.988531053	59531	1	chr1	46394317	46413848	46374317	46433848	2027	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0.009984128	0	0	0	0	17	2
CYP4A22	yes	no	no	12300	1	102496	1	chr1	47137435	47149735	47067239	47169735	3824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12300	1	12300	1	0	0	0	0	39	20
TAL1	yes	yes	no	15675	0.983992467	55930	1	chr1	47216290	47232220	47196290	47252220	4904	0.969744908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3
STIL	yes	yes	no	60476	0.944819398	104008	1	chr1	47250139	47314147	47230139	47334147	5210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102	0.032839645	0	0	0	0	99	2
CMPK1	yes	no	no	42739	0.948869944	85042	1	chr1	47333797	47378839	47313797	47398839	2924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0.013298699	0	0	0	0	67	3
FOXE3	yes	no	yes	1767	1	41767	1	chr1	47416285	47418052	47396285	47438052	1767	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
AGBL4	yes	no	no	1478831	0.991771846	1531100	1	chr1	48532854	50023954	48512854	50043954	2975	1	0	0	0	0	0	0	0	0	1675	0.001123332	0	0	0	0	0	0	0	0	0	0	0	0	4200	0.002816712	72111	0.048360942	0	0	0	0	1224	2
CDKN2C	yes	yes	no	13722	0.987976096	53889	1	chr1	50960745	50974634	50940745	50994634	3014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6.48E-04	0	0	0	0	12	5
RNF11	yes	no	no	36054	0.969871416	77174	1	chr1	51236273	51273447	51216273	51293447	2857	0.930315858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066	0.055576478	2613	0.070291064	0	0	0	0	2	0
EPS15	no	yes	no	162195	0.982982128	205003	1	chr1	51354263	51519266	51334263	51539266	5138	1	0	0	0	0	0	0	0	0	535	0.003242365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8584	0.052023297	0	0	0	0	20	0
ORC1	yes	no	no	30235	0.956985504	71594	1	chr1	52372829	52404423	52352829	52424423	3104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0.005380769	0	0	0	0	2	0
SCP2	yes	no	no	121356	0.975358056	164422	1	chr1	52927276	53051698	52907276	53071698	8157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0.012095932	7393	0.059418752	0	0	0	0	40	0
CPT2	yes	no	yes	16847	0.967940247	57405	1	chr1	53196792	53214197	53176792	53234197	2726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0.004941109	0	0	0	0	14	3
LRP8	yes	no	no	84257	0.978537832	126105	1	chr1	53242364	53328469	53222364	53348469	7685	1	0	0	0	0	0	0	0	0	1611	0.018709715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0.009685849	0	0	0	0	64	3
DHCR24	yes	no	no	36500	0.97157155	77568	1	chr1	54849627	54887195	54829627	54907195	4224	1	0	0	0	0	0	0	0	0	447	0.011898424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0.009768952	0	0	0	0	95	3
BSND	yes	no	yes	17436	0.955973463	58239	1	chr1	54998933	55017172	54978933	55037172	9757	1	0	0	0	0	0	0	0	0	794	0.043533088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	19
PCSK9	yes	no	yes	25206	0.992166896	65405	1	chr1	55039447	55064852	55019447	55084852	3593	0.991172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.003503247	0	0	0	0	81	5
C8A	yes	no	no	63221	0.996767887	103426	1	chr1	56854797	56918223	56834797	56938223	2356	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0.002506858	0	0	0	0	53	1
C8B	yes	no	no	36352	0.984268811	76933	1	chr1	56929207	56966140	56909207	56986140	2502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	7.04E-04	0	0	0	0	18	1
TACSTD2	yes	no	no	1819	1	41819	1	chr1	58575433	58577252	58555433	58597252	1819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
JUN	yes	yes	no	3228	0.991400491	43256	1	chr1	58780791	58784047	58760791	58804047	3228	0.991400491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
CYP2J2	yes	no	no	33416	0.998535784	73465	1	chr1	59893308	59926773	59873308	59946773	1870	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0.008546242	0	0	0	0	6	0
NFIA	yes	no	no	585309	0.97954911	637529	1	chr1	60865259	61462788	60845259	61482788	9443	0.967817977	0	0	0	0	0	0	0	0	1092	0.001827526	0	0	0	0	0	0	0	0	0	0	0	0	2551	0.004269249	3835	0.006418099	0	0	0	0	669	3
USP1	yes	no	no	15507	1	55507	1	chr1	62436297	62451804	62416297	62471804	3851	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0.010640356	0	0	0	0	29	3
DOCK7	yes	no	no	228867	0.977696422	274088	1	chr1	62454298	62688386	62434298	62708386	7947	1	0	0	0	0	0	0	0	0	1842	0.007868836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6569	0.028062096	0	0	0	0	347	3
ANGPTL3	yes	no	no	8793	1	48793	1	chr1	62597520	62606313	62577520	62626313	2919	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
FOXD3	yes	no	no	2561	1	42561	1	chr1	63322567	63325128	63302567	63345128	2561	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0.011714174	0	0	0	0	1	1
ALG6	yes	no	yes	68063	0.958930936	110978	1	chr1	63367575	63438553	63347575	63458553	3310	1	0	0	0	0	0	0	0	0	877	0.012355941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0.012567274	0	0	0	0	66	2
PGM1	yes	no	no	65574	0.98114732	106834	1	chr1	63593411	63660245	63573411	63680245	3328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0.003291738	0	0	0	0	75	3
JAK1	no	yes	no	228148	0.972808869	274525	1	chr1	64833229	65067754	64813229	65087754	5794	0.994336708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1731	0.007380876	0	0	0	0	387	2
DNAJC6	yes	no	no	164748	0.982678405	209809	1	chr1	65248219	65415871	65226062	65435871	6161	0.979024313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0.002433612	0	0	0	0	356	8
LEPR	yes	no	no	212065	0.959974107	260907	1	chr1	65420652	65641559	65400652	65661559	9882	0.903043041	0	0	0	0	0	0	0	0	3736	0.016912094	0	0	1000	0.004526792	0	0	0	0	0	0	0	0	0	0	20353	0.092133794	0	0	0	0	413	16
PDE4B	yes	no	no	569700	0.978756668	622065	1	chr1	65792514	66374579	65772514	66394579	6371	1	0	0	0	0	0	0	0	0	1536	0.002638881	0	0	5000	0.008590106	0	0	0	0	0	0	0	0	2132	0.003662821	24193	0.041564086	0	0	0	0	702	0
SLC35D1	yes	no	no	53943	0.984397241	94798	1	chr1	66999350	67054148	66979350	67074148	6145	0.9941757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2.92E-04	0	0	0	0	90	0
IL23R	yes	no	no	117892	0.973734637	161072	1	chr1	67138907	67259979	67118907	67279979	2822	0.991218827	0	0	0	0	0	0	0	0	1501	0.012397582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6072	0.050151976	0	0	0	0	171	4
IL12RB2	yes	no	no	85979	0.958239529	129726	1	chr1	67307364	67397090	67287364	67417090	4301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269	0.014143058	0	0	0	0	132	5
GADD45A	yes	no	no	3133	1	43133	1	chr1	67685201	67688334	67665201	67708334	1348	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6.38E-04	0	0	0	0	7	0
DIRAS3	yes	no	no	5624	0.978938207	45745	1	chr1	68045886	68051631	68025886	68071631	2045	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2
RPE65	yes	no	yes	20927	0.990299072	61132	1	chr1	68428822	68449954	68408822	68469954	2591	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.73E-05	0	0	0	0	31	3
CTH	yes	no	yes	27792	0.970628296	68633	1	chr1	70411218	70439851	70391218	70459851	2128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0.02462194	0	0	0	0	29	2
NEGR1	yes	no	no	872676	0.984299501	924698	0.997951642	chr1	71395943	72282539	71375943	72302539	12600	0.999524036	0	0	0	0	0	0	0	0	2598	0.002930309	0	0	0	0	0	0	0	0	0	0	0	0	1494	0.001685097	18532	0.020902418	0	0	0	0	970	6
TNNI3K	yes	no	no	304844	0.986419278	349041	1	chr1	74235387	74544428	74215387	74564428	2942	0.982631931	0	0	0	0	0	0	0	0	482	0.001559664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14430	0.046692834	0	0	0	0	365	0
LHX8	yes	no	no	32689	0.987612919	73099	1	chr1	75128434	75161533	75108434	75181533	2435	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9.06E-05	0	0	0	0	22	1
ACADM	yes	no	yes	59329	0.938334282	103228	1	chr1	75724347	75787575	75704347	75807575	2721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532	0.024229772	4868	0.076991206	0	0	0	0	80	2
ST6GALNAC3	yes	no	no	551382	0.984862206	599857	1	chr1	76074746	76634603	76054746	76654603	6688	0.979066023	0	0	0	0	0	0	0	0	890	0.001589692	0	0	2000	0.003572341	0	0	0	0	0	0	0	0	0	0	9241	0.016506001	0	0	0	0	758	9
ST6GALNAC5	yes	no	no	197205	0.985699719	240066	1	chr1	76867480	77067546	76847480	77087546	5542	1	0	0	0	0	0	0	0	0	1846	0.009226955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15913	0.079538752	0	0	0	0	183	1
NEXN	yes	no	yes	53451	0.965133076	95382	1	chr1	77888513	77943895	77868513	77963895	3374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3046	0.054999819	0	0	0	0	43	0
FUBP1	no	yes	no	34792	0.992497504	75055	1	chr1	77944055	77979110	77924055	77999110	2301	0.975826972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	7.42E-04	0	0	0	0	7	0
PTGFR	no	no	yes	233590	0.986373444	276817	1	chr1	78303884	78540701	78283884	78560701	5617	1	0	0	0	0	0	0	0	0	1472	0.00621577	0	0	0	0	0	0	0	0	0	0	0	0	1133	0.004784285	7864	0.033207076	0	0	0	0	230	1
UOX	yes	no	no	33805	0.990622711	74125	1	chr1	84363706	84397831	84343706	84417831	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0.008527473	0	NA	0	NA	58	NA
BCL10	yes	yes	no	10856	1	50856	1	chr1	85265776	85276632	85245776	85296632	2830	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3
LMO4	yes	no	no	19725	0.984134112	60043	1	chr1	87328880	87348923	87308880	87368923	5134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1
ZNF644	yes	no	no	105154	0.98298652	146974	1	chr1	90915298	91022272	90895298	91042272	5978	1	0	0	0	0	0	0	0	0	350	0.003271823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3761	0.035158076	0	0	0	0	49	1
TGFBR3	yes	no	no	216840	0.959502991	265992	1	chr1	91680343	91906335	91660343	91926335	6765	0.981715281	0	0	0	0	0	0	0	0	3089	0.013668625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0.00411519	0	0	0	0	450	12
GLMN	yes	no	no	51473	0.978853285	92585	1	chr1	92246402	92298987	92226402	92318987	1987	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2889	0.054939622	0	0	0	0	48	1
GFI1	yes	no	no	13650	0.983287711	53882	1	chr1	92473043	92486925	92453043	92506925	4823	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4
EVI5	yes	no	no	275167	0.969895103	323708	1	chr1	92508696	92792404	92488696	92812404	7063	0.952271808	0	0	0	0	0	0	0	0	656	0.002312237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761	0.052028847	0	0	0	0	587	16
RPL5	yes	yes	no	9809	0.989708405	49911	1	chr1	92832013	92841924	92812013	92861924	1020	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0.019675108	0	0	0	0	8	0
GCLM	yes	no	no	23935	0.986725481	64257	1	chr1	93885199	93909456	93865199	93929456	4902	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0.003133116	0	0	0	0	15	2
ABCA4	yes	no	no	126442	0.985410789	168314	1	chr1	93992834	94121148	93972834	94141148	7278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0.002291254	0	0	0	0	253	6
ABCD3	yes	no	no	98360	0.980882954	140277	1	chr1	94418389	94518666	94398389	94538666	3780	1	0	0	0	0	0	0	0	0	399	0.003978978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7790	0.077684813	0	0	0	0	80	4
DPYD	yes	no	yes	901611	0.982942621	957257	1	chr1	97077743	97995000	97057743	98015000	5583	1	0	0	0	0	0	0	0	0	2054	0.002239285	0	0	2000	0.002180414	0	0	0	0	0	0	0	0	0	0	22145	0.024142634	0	0	0	0	870	4
DPYD-AS1	yes	no	no	221616	0.976144332	267032	1	chr1	97095923	97322955	97075923	97342955	NA	NA	0	0	NA	NA	0	0	0	0	1009	0.004444307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11515	0.050719722	0	NA	0	NA	380	NA
AGL	yes	no	yes	56367	0.765211371	113662	1	chr1	99850361	99924023	99830361	99944023	6556	0.873900293	73224	0.994053922	7502	1	0	0	0	0	391	0.005308029	0	0	15000	0.203632809	0	0	0	0	0	0	0	0	0	0	1758	0.023865765	0	0	209	10	137	7
SLC35A3	yes	no	yes	64955	0.979964697	106283	1	chr1	99969351	100035634	99949351	100055634	14738	0.997563287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	0.013472534	0	0	0	0	8	2
DBT	yes	no	yes	58598	0.931383613	102915	1	chr1	100186919	100249834	100166919	100269834	9929	0.92037449	0	0	0	0	0	0	0	0	0	0	0	0	2000	0.031788922	0	0	0	0	0	0	0	0	0	0	906	0.014400381	0	0	0	0	86	6
CDC14A	no	no	yes	172116	0.981971291	215276	1	chr1	100345001	100520277	100325001	100540277	4937	0.982683121	0	0	0	0	0	0	0	0	345	0.001968324	0	0	1000	0.005705288	0	0	0	0	0	0	0	0	0	0	1176	0.006709418	0	0	0	0	145	5
VCAM1	yes	no	no	19303	1	59303	1	chr1	100719742	100739045	100699742	100759045	3092	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2
EXTL2	yes	no	no	8179	0.358617968	62807	1	chr1	100872372	100895179	100852372	100915179	2403	0.748132005	22707	0.995615381	3212	1	0	0	0	0	0	0	0	0	14628	0.641382032	0	0	0	0	0	0	0	0	1982	0.086903144	1983	0.08694699	0	0	18	4	9	2
COL11A1	yes	no	no	230670	0.992534584	272405	1	chr1	102876467	103108872	102856467	103128872	7249	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12653	0.054443751	0	0	0	0	373	4
NTNG1	yes	no	no	341360	0.993911795	383451	1	chr1	107140007	107483458	107120007	107503458	5278	0.978857567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2290	0.006667618	0	0	0	0	460	2
GPSM2	yes	no	yes	58608	0.990083622	99195	1	chr1	108875350	108934545	108855350	108954545	7417	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0.014376214	0	0	0	0	10	0
CELSR2	yes	no	no	25856	0.986418434	66212	1	chr1	109249539	109275751	109229539	109295751	10981	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13
SORT1	yes	no	no	86178	0.975415959	128350	1	chr1	109309568	109397918	109289568	109417918	7307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0.00548953	0	0	0	0	93	7
GNAI3	yes	no	no	51134	0.991353238	91580	1	chr1	109548615	109600195	109528615	109620195	8931	0.988489209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0.008801861	0	0	0	0	52	10
