gene	ref	chrom	start	end	mandelker	cosmic	high_priority	ClinGen	CPIC	Counsyl	ACMG	HTD	NCCN_ESMO	ACOG
TBX19	GRCh37	1	168250278	168283664	yes	no	no	0	0	0	0	0	0	0
ATP1B1	GRCh37	1	169074935	169101960	yes	no	no	0	0	0	0	0	0	0
NME7	GRCh37	1	169101769	169337205	yes	no	no	0	0	0	0	0	0	0
SLC19A2	GRCh37	1	169433147	169455241	yes	no	no	0	0	0	0	0	0	0
F5	GRCh37	1	169483404	169555826	yes	no	yes	2	2	1	0	0	0	0
SELP	GRCh37	1	169558087	169599431	yes	no	no	0	0	0	0	0	0	0
SELL	GRCh37	1	169659808	169680839	yes	no	no	0	0	0	0	0	0	0
SELE	GRCh37	1	169691781	169733846	yes	no	no	0	0	0	0	0	0	0
GORAB	GRCh37	1	170501270	170522587	yes	no	no	0	0	0	0	0	0	0
PRRX1	GRCh37	1	170631869	170708560	yes	yes	no	0	0	0	0	0	0	0
FMO3	GRCh37	1	171060018	171086959	yes	no	yes	1	0	0	0	0	0	0
FMO1	GRCh37	1	171217638	171255117	yes	no	no	0	0	0	0	0	0	0
FMO4	GRCh37	1	171283347	171311223	yes	no	no	0	0	0	0	0	0	0
MYOC	GRCh37	1	171604557	171621823	yes	no	no	0	0	0	0	0	0	0
SUCO	GRCh37	1	172501489	172580971	yes	no	no	0	0	0	0	0	0	0
FASLG	GRCh37	1	172628154	172636014	yes	no	no	0	0	0	0	0	0	0
TNFSF4	GRCh37	1	173152873	173176452	yes	no	no	0	0	0	0	0	0	0
DARS2	GRCh37	1	173793641	173827684	yes	no	no	0	0	0	0	0	0	0
SERPINC1	GRCh37	1	173872947	173886516	yes	no	yes	1	1	0	0	0	0	0
RC3H1	GRCh37	1	173900352	173991435	yes	no	no	0	0	0	0	0	0	0
TNR	GRCh37	1	175284330	175712906	yes	no	no	0	0	0	0	0	0	0
RFWD2	GRCh37	1	175913967	176176629	yes	no	no	0	0	0	0	0	0	0
ABL2	GRCh37	1	179068462	179198819	no	yes	yes	0	1	0	0	0	0	0
NPHS2	GRCh37	1	179519674	179545087	yes	no	yes	0	0	1	0	0	0	0
LHX4	GRCh37	1	180199421	180249380	yes	no	no	0	0	0	0	0	0	0
ACBD6	GRCh37	1	180244515	180472089	yes	no	no	0	0	0	0	0	0	0
MR1	GRCh37	1	181003067	181031074	yes	no	no	0	0	0	0	0	0	0
CACNA1E	GRCh37	1	181382238	181777219	yes	no	no	0	0	0	0	0	0	0
GLUL	GRCh37	1	182350839	182361341	yes	no	yes	1	0	0	0	0	0	0
RNASEL	GRCh37	1	182542769	182558391	yes	no	no	0	0	0	0	0	0	0
NPL	GRCh37	1	182758428	182799519	yes	no	no	0	0	0	0	0	0	0
LAMC2	GRCh37	1	183155373	183214035	yes	no	yes	0	0	1	0	0	0	0
NCF2	GRCh37	1	183524698	183560011	yes	no	no	0	0	0	0	0	0	0
HMCN1	GRCh37	1	185703683	186160085	yes	no	no	0	0	0	0	0	0	0
PRG4	GRCh37	1	186265405	186283694	yes	no	no	0	0	0	0	0	0	0
TPR	GRCh37	1	186280784	186344825	no	yes	no	0	0	0	0	0	0	0
PTGS2	GRCh37	1	186640923	186649559	yes	no	no	0	0	0	0	0	0	0
PLA2G4A	GRCh37	1	186798085	186958113	yes	no	yes	1	0	0	0	0	0	0
RGS2	GRCh37	1	192778169	192781403	yes	no	no	0	0	0	0	0	0	0
TROVE2	GRCh37	1	193028552	193060907	yes	no	no	0	0	0	0	0	0	0
CDC73	GRCh37	1	193091147	193223031	yes	yes	yes	1	0	0	0	0	0	0
B3GALT2	GRCh37	1	193148175	193155784	yes	no	no	0	0	0	0	0	0	0
CFH	GRCh37	1	196621008	196716634	yes	no	no	0	0	0	0	0	0	0
CFHR3	GRCh37	1	196743925	196763203	yes	no	no	0	0	0	0	0	0	0
CFHR1	GRCh37	1	196788887	196801319	yes	no	no	0	0	0	0	0	0	0
CFHR4	GRCh37	1	196819371	196888102	yes	no	no	0	0	0	0	0	0	0
CFHR5	GRCh37	1	196946667	196978804	yes	no	no	0	0	0	0	0	0	0
F13B	GRCh37	1	197008321	197036397	yes	no	yes	1	0	0	0	0	0	0
ASPM	GRCh37	1	197053258	197115824	yes	no	no	0	0	0	0	0	0	0
ZBTB41	GRCh37	1	197122810	197169672	yes	no	no	0	0	0	0	0	0	0
CRB1	GRCh37	1	197170592	197447585	yes	no	no	0	0	0	0	0	0	0
PTPRC	GRCh37	1	198607801	198726545	yes	yes	no	0	0	0	0	0	0	0
CAMSAP2	GRCh37	1	200708686	200829832	yes	no	no	0	0	0	0	0	0	0
CACNA1S	GRCh37	1	201008642	201081694	yes	no	yes	0	7	0	1	0	0	0
PKP1	GRCh37	1	201252580	201302121	yes	no	no	0	0	0	0	0	0	0
TNNT2	GRCh37	1	201328136	201346890	yes	no	yes	1	0	0	1	0	0	0
ELF3	GRCh37	1	201977073	201986316	no	yes	no	0	0	0	0	0	0	0
SYT2	GRCh37	1	202559724	202679545	yes	no	no	0	0	0	0	0	0	0
CYB5R1	GRCh37	1	202930997	202936408	no	no	yes	0	1	0	0	0	0	0
CHI3L1	GRCh37	1	203148059	203155877	yes	no	no	0	0	0	0	0	0	0
CHIT1	GRCh37	1	203181955	203242769	yes	no	no	0	0	0	0	0	0	0
FMOD	GRCh37	1	203309756	203320617	yes	no	no	0	0	0	0	0	0	0
OPTC	GRCh37	1	203463271	203477992	yes	no	no	0	0	0	0	0	0	0
ATP2B4	GRCh37	1	203595689	203713209	yes	no	no	0	0	0	0	0	0	0
SNRPE	GRCh37	1	203830731	203839678	yes	no	no	0	0	0	0	0	0	0
REN	GRCh37	1	204123944	204135465	yes	no	no	0	0	0	0	0	0	0
KISS1	GRCh37	1	204159469	204165614	yes	no	no	0	0	0	0	0	0	0
MDM4	GRCh37	1	204485511	204542871	no	yes	no	0	0	0	0	0	0	0
ELK4	GRCh37	1	205577071	205601090	no	yes	no	0	0	0	0	0	0	0
SLC45A3	GRCh37	1	205626979	205649587	no	yes	no	0	0	0	0	0	0	0
SLC41A1	GRCh37	1	205758221	205782876	yes	no	no	0	0	0	0	0	0	0
SLC26A9	GRCh37	1	205882176	205912588	yes	no	no	0	0	0	0	0	0	0
SRGAP2	GRCh37	1	206516200	206637783	yes	no	no	0	0	0	0	0	0	0
RASSF5	GRCh37	1	206680879	206762616	yes	no	no	0	0	0	0	0	0	0
IL10	GRCh37	1	206940947	206945839	yes	no	no	0	0	0	0	0	0	0
PIGR	GRCh37	1	207101863	207119811	yes	no	no	0	0	0	0	0	0	0
CD55	GRCh37	1	207494853	207534311	yes	no	no	0	0	0	0	0	0	0
CR2	GRCh37	1	207627575	207663240	yes	no	no	0	0	0	0	0	0	0
CR1	GRCh37	1	207669492	207813992	yes	no	no	0	0	0	0	0	0	0
CD46	GRCh37	1	207925402	207968858	yes	no	no	0	0	0	0	0	0	0
LAMB3	GRCh37	1	209788215	209825811	yes	no	yes	0	0	1	0	0	0	0
HSD11B1	GRCh37	1	209859510	209908295	yes	no	no	0	0	0	0	0	0	0
IRF6	GRCh37	1	209959036	209979465	yes	no	no	0	0	0	0	0	0	0
SYT14	GRCh37	1	210111538	210337636	yes	no	no	0	0	0	0	0	0	0
RD3	GRCh37	1	211649864	211666259	yes	no	no	0	0	0	0	0	0	0
FLVCR1	GRCh37	1	213031597	213072705	yes	no	no	0	0	0	0	0	0	0
PROX1	GRCh37	1	214156524	214214595	yes	no	no	0	0	0	0	0	0	0
PTPN14	GRCh37	1	214522039	214725792	yes	no	no	0	0	0	0	0	0	0
USH2A	GRCh37	1	215796236	216596738	yes	no	yes	1	0	1	0	0	0	0
TGFB2	GRCh37	1	218519577	218617961	yes	no	yes	1	0	0	0	0	0	0
SLC30A10	GRCh37	1	219858769	220131989	yes	no	no	0	0	0	0	0	0	0
RAB3GAP2	GRCh37	1	220321635	220445796	yes	no	no	0	0	0	0	0	0	0
HLX	GRCh37	1	221051699	221058401	yes	no	no	0	0	0	0	0	0	0
DISP1	GRCh37	1	222988406	223179337	yes	no	no	0	0	0	0	0	0	0
TLR5	GRCh37	1	223282748	223316624	yes	no	no	0	0	0	0	0	0	0
LBR	GRCh37	1	225589204	225616627	yes	no	yes	1	0	0	0	0	0	0
EPHX1	GRCh37	1	225997794	226033260	yes	no	yes	0	1	0	0	0	0	0
LEFTY2	GRCh37	1	226124298	226129189	yes	no	no	0	0	0	0	0	0	0
H3F3A	GRCh37	1	226249552	226259702	no	yes	no	0	0	0	0	0	0	0
PARP1	GRCh37	1	226548392	226595780	yes	no	no	0	0	0	0	0	0	0
PSEN2	GRCh37	1	227057885	227083806	yes	no	no	0	0	0	0	0	0	0
ADCK3	GRCh37	1	227085237	227175246	yes	no	no	0	0	0	0	0	0	0
GJC2	GRCh37	1	228337553	228347527	yes	no	no	0	0	0	0	0	0	0
HIST3H3	GRCh37	1	228612546	228613026	yes	no	no	0	0	0	0	0	0	0
ACTA1	GRCh37	1	229566992	229569845	yes	no	no	0	0	0	0	0	0	0
GALNT2	GRCh37	1	230193536	230417870	yes	no	no	0	0	0	0	0	0	0
COG2	GRCh37	1	230778235	230829728	yes	no	no	0	0	0	0	0	0	0
AGT	GRCh37	1	230838269	230850043	yes	no	no	0	0	0	0	0	0	0
GNPAT	GRCh37	1	231376953	231413719	yes	no	yes	1	0	0	0	0	0	0
EGLN1	GRCh37	1	231499497	231560790	yes	no	no	0	0	0	0	0	0	0
DISC1	GRCh37	1	231762561	232177018	yes	no	no	0	0	0	0	0	0	0
ARID4B	GRCh37	1	235294949	235491534	yes	no	no	0	0	0	0	0	0	0
TBCE	GRCh37	1	235530675	235612283	yes	no	no	0	0	0	0	0	0	0
B3GALNT2	GRCh37	1	235613238	235667781	yes	no	no	0	0	0	0	0	0	0
LYST	GRCh37	1	235824341	236046940	yes	no	yes	1	0	0	0	0	0	0
EDARADD	GRCh37	1	236511562	236648214	yes	no	no	0	0	0	0	0	0	0
ACTN2	GRCh37	1	236849754	236927931	yes	no	yes	1	0	0	0	0	0	0
MTR	GRCh37	1	236958610	237067281	yes	no	no	0	0	0	0	0	0	0
RYR2	GRCh37	1	237205505	237997288	yes	no	yes	1	0	0	1	0	0	0
CHRM3	GRCh37	1	239549865	240078750	yes	no	no	0	0	0	0	0	0	0
FMN2	GRCh37	1	240177648	240638489	yes	no	no	0	0	0	0	0	0	0
RGS7	GRCh37	1	240931554	241520530	yes	yes	no	0	0	0	0	0	0	0
FH	GRCh37	1	241660903	241683061	yes	yes	yes	1	0	0	0	0	1	0
EXO1	GRCh37	1	242011269	242058450	yes	no	no	0	0	0	0	0	0	0
SDCCAG8	GRCh37	1	243419320	243663394	yes	no	no	0	0	0	0	0	0	0
AKT3	GRCh37	1	243651535	244014381	yes	yes	no	0	0	0	0	0	0	0
ZBTB18	GRCh37	1	244214585	244220778	yes	no	no	0	0	0	0	0	0	0
HNRNPU	GRCh37	1	245014468	245027844	yes	no	no	0	0	0	0	0	0	0
NLRP3	GRCh37	1	247579458	247612410	yes	no	no	0	0	0	0	0	0	0
OR13G1	GRCh37	1	247835320	247836365	yes	no	no	0	0	0	0	0	0	0
OR2T5	GRCh37	1	248651885	248652898	yes	no	no	0	0	0	0	0	0	0
ACP1	GRCh37	2	264140	278283	yes	no	no	0	0	0	0	0	0	0
SNTG2	GRCh37	2	946554	1371385	yes	no	no	0	0	0	0	0	0	0
TPO	GRCh37	2	1377995	1547483	yes	no	no	0	0	0	0	0	0	0
PXDN	GRCh37	2	1635659	1748624	yes	no	no	0	0	0	0	0	0	0
MYT1L	GRCh37	2	1792885	2335032	yes	no	no	0	0	0	0	0	0	0
RPS7	GRCh37	2	3622795	3628509	yes	no	no	0	0	0	0	0	0	0
COLEC11	GRCh37	2	3642426	3692048	yes	no	no	0	0	0	0	0	0	0
ADAM17	GRCh37	2	9628615	9695921	yes	no	no	0	0	0	0	0	0	0
GRHL1	GRCh37	2	10085341	10142411	yes	no	no	0	0	0	0	0	0	0
KLF11	GRCh37	2	10182976	10194963	yes	no	no	0	0	0	0	0	0	0
CYS1	GRCh37	2	10196907	10221071	yes	no	no	0	0	0	0	0	0	0
ODC1	GRCh37	2	10580094	10588630	yes	no	no	0	0	0	0	0	0	0
LPIN1	GRCh37	2	11817721	11967535	yes	no	yes	1	0	0	0	0	0	0
TRIB2	GRCh37	2	12857015	12882860	yes	no	no	0	0	0	0	0	0	0
NBAS	GRCh37	2	15307032	15701454	yes	no	no	0	0	0	0	0	0	0
MYCN	GRCh37	2	16080686	16087129	yes	yes	no	0	0	0	0	0	0	0
NT5C1B	GRCh37	2	18737050	18770838	yes	no	no	0	0	0	0	0	0	0
WDR35	GRCh37	2	20110021	20189892	yes	no	no	0	0	0	0	0	0	0
MATN3	GRCh37	2	20191872	20212455	yes	no	no	0	0	0	0	0	0	0
HS1BP3	GRCh37	2	20760208	20850849	yes	no	no	0	0	0	0	0	0	0
GDF7	GRCh37	2	20866424	20873418	yes	no	no	0	0	0	0	0	0	0
APOB	GRCh37	2	21224301	21266945	yes	no	yes	1	0	0	1	0	0	0
ITSN2	GRCh37	2	24425733	24583583	yes	no	no	0	0	0	0	0	0	0
NCOA1	GRCh37	2	24714783	24993571	yes	yes	no	0	0	0	0	0	0	0
ADCY3	GRCh37	2	25042038	25142708	yes	no	no	0	0	0	0	0	0	0
POMC	GRCh37	2	25383722	25391772	yes	no	no	0	0	0	0	0	0	0
DNMT3A	GRCh37	2	25455845	25565459	yes	yes	no	0	0	0	0	0	0	0
ASXL2	GRCh37	2	25956622	26101385	no	yes	no	0	0	0	0	0	0	0
HADHA	GRCh37	2	26413504	26467594	yes	no	yes	1	0	1	0	0	0	0
HADHB	GRCh37	2	26466038	26513336	yes	no	yes	1	0	0	0	0	0	0
OTOF	GRCh37	2	26680071	26781566	yes	no	yes	1	0	0	0	0	0	0
KCNK3	GRCh37	2	26915619	26956288	yes	no	no	0	0	0	0	0	0	0
KHK	GRCh37	2	27309615	27323640	yes	no	no	0	0	0	0	0	0	0
UCN	GRCh37	2	27530268	27531313	yes	no	no	0	0	0	0	0	0	0
MPV17	GRCh37	2	27532360	27548547	yes	no	no	0	0	0	0	0	0	0
EIF2B4	GRCh37	2	27587219	27593353	yes	no	no	0	0	0	0	0	0	0
ZNF513	GRCh37	2	27600098	27603657	yes	no	no	0	0	0	0	0	0	0
PPM1G	GRCh37	2	27604061	27632554	yes	no	no	0	0	0	0	0	0	0
IFT172	GRCh37	2	27667238	27712656	yes	no	no	0	0	0	0	0	0	0
GCKR	GRCh37	2	27719709	27746554	yes	no	no	0	0	0	0	0	0	0
PPP1CB	GRCh37	2	28974506	29025806	no	no	yes	1	0	0	0	0	0	0
C2orf71	GRCh37	2	29283842	29297127	yes	no	no	0	0	0	0	0	0	0
ALK	GRCh37	2	29415640	30144432	yes	yes	yes	1	0	0	0	0	0	0
GALNT14	GRCh37	2	31133333	31378068	yes	no	no	0	0	0	0	0	0	0
XDH	GRCh37	2	31557187	31637581	yes	no	no	0	0	0	0	0	0	0
SRD5A2	GRCh37	2	31747550	31806136	yes	no	no	0	0	0	0	0	0	0
SPAST	GRCh37	2	32288680	32382706	yes	no	no	0	0	0	0	0	0	0
BIRC6	GRCh37	2	32582096	32843966	no	yes	no	0	0	0	0	0	0	0
LTBP1	GRCh37	2	33172039	33624576	yes	no	no	0	0	0	0	0	0	0
STRN	GRCh37	2	37070783	37193615	yes	yes	no	0	0	0	0	0	0	0
NDUFAF7	GRCh37	2	37458774	37480546	yes	no	no	0	0	0	0	0	0	0
CYP1B1	GRCh37	2	38294116	38337044	yes	no	no	0	0	0	0	0	0	0
SOS1	GRCh37	2	39208537	39351486	yes	no	yes	1	0	0	0	0	0	0
EML4	GRCh37	2	42396490	42559688	no	yes	no	0	0	0	0	0	0	0
ZFP36L2	GRCh37	2	43449541	43453748	yes	no	no	0	0	0	0	0	0	0
ABCG5	GRCh37	2	44039611	44066004	yes	no	yes	1	0	0	0	0	0	0
ABCG8	GRCh37	2	44066103	44105605	yes	no	yes	1	0	0	0	0	0	0
LRPPRC	GRCh37	2	44113647	44223144	yes	no	yes	1	0	1	0	0	0	0
PPM1B	GRCh37	2	44395108	44471523	yes	no	no	0	0	0	0	0	0	0
SLC3A1	GRCh37	2	44502599	44548633	yes	no	yes	1	0	0	0	0	0	0
PREPL	GRCh37	2	44543420	44589001	yes	no	no	0	0	0	0	0	0	0
CAMKMT	GRCh37	2	44589089	44999731	yes	no	no	0	0	0	0	0	0	0
SIX3	GRCh37	2	45168902	45173216	yes	no	no	0	0	0	0	0	0	0
SIX2	GRCh37	2	45232300	45236569	yes	yes	no	0	0	0	0	0	0	0
EPAS1	GRCh37	2	46520806	46613836	yes	yes	no	0	0	0	0	0	0	0
MCFD2	GRCh37	2	47129009	47168994	yes	no	no	0	0	0	0	0	0	0
CALM2	GRCh37	2	47387221	47403740	yes	no	no	0	0	0	0	0	0	0
EPCAM	GRCh37	2	47572297	47614740	yes	no	yes	1	0	0	0	0	1	0
MSH2	GRCh37	2	47630108	47789450	yes	yes	yes	2	0	0	1	0	1	0
MSH6	GRCh37	2	47922669	48037240	yes	yes	yes	2	0	0	1	0	1	0
FBXO11	GRCh37	2	48016455	48132932	yes	yes	no	0	0	0	0	0	0	0
LHCGR	GRCh37	2	48859428	48982880	yes	no	no	0	0	0	0	0	0	0
FSHR	GRCh37	2	49189296	49381676	yes	no	no	0	0	0	0	0	0	0
NRXN1	GRCh37	2	50145643	51259674	yes	no	yes	1	0	0	0	0	0	0
SPTBN1	GRCh37	2	54683422	54896812	yes	no	no	0	0	0	0	0	0	0
RPS27A	GRCh37	2	55459039	55462989	yes	no	no	0	0	0	0	0	0	0
PNPT1	GRCh37	2	55861400	55921045	yes	no	yes	1	0	0	0	0	0	0
EFEMP1	GRCh37	2	56093102	56151274	yes	no	no	0	0	0	0	0	0	0
FANCL	GRCh37	2	58386378	58468507	yes	no	yes	1	0	0	0	0	0	0
BCL11A	GRCh37	2	60678302	60780702	yes	yes	no	0	0	0	0	0	0	0
REL	GRCh37	2	61108656	61158745	no	yes	no	0	0	0	0	0	0	0
PEX13	GRCh37	2	61244360	61279125	yes	no	yes	1	0	0	0	0	0	0
XPO1	GRCh37	2	61704984	61765761	no	yes	no	0	0	0	0	0	0	0
FAM161A	GRCh37	2	62051989	62081278	yes	no	yes	0	0	1	0	0	0	0
COMMD1	GRCh37	2	62115859	62374382	yes	no	no	0	0	0	0	0	0	0
B3GNT2	GRCh37	2	62423248	62451866	yes	no	no	0	0	0	0	0	0	0
EHBP1	GRCh37	2	62900986	63273622	yes	no	no	0	0	0	0	0	0	0
WDPCP	GRCh37	2	63348518	64054977	yes	no	no	0	0	0	0	0	0	0
VPS54	GRCh37	2	64119280	64246206	yes	no	no	0	0	0	0	0	0	0
SPRED2	GRCh37	2	65537985	65659771	yes	no	no	0	0	0	0	0	0	0
MEIS1	GRCh37	2	66660584	66801001	yes	no	no	0	0	0	0	0	0	0
PPP3R1	GRCh37	2	68405989	68483369	yes	no	no	0	0	0	0	0	0	0
PROKR1	GRCh37	2	68870721	68882708	yes	no	no	0	0	0	0	0	0	0
ANTXR1	GRCh37	2	69240310	69476459	yes	no	no	0	0	0	0	0	0	0
GFPT1	GRCh37	2	69546905	69614382	yes	no	no	0	0	0	0	0	0	0
NFU1	GRCh37	2	69622882	69664760	yes	no	no	0	0	0	0	0	0	0
ASPRV1	GRCh37	2	70187226	70189397	yes	no	no	0	0	0	0	0	0	0
PCBP1	GRCh37	2	70314585	70316332	no	yes	no	0	0	0	0	0	0	0
C2orf42	GRCh37	2	70377012	70475747	yes	no	no	0	0	0	0	0	0	0
TIA1	GRCh37	2	70436576	70475792	yes	no	no	0	0	0	0	0	0	0
ADD2	GRCh37	2	70834750	70995357	yes	no	no	0	0	0	0	0	0	0
FIGLA	GRCh37	2	71004442	71017775	yes	no	no	0	0	0	0	0	0	0
ATP6V1B1	GRCh37	2	71163012	71192536	yes	no	yes	1	0	1	0	0	0	0
MCEE	GRCh37	2	71336814	71357369	yes	no	no	0	0	0	0	0	0	0
DYSF	GRCh37	2	71680852	71913898	yes	no	yes	1	0	1	0	0	0	0
CYP26B1	GRCh37	2	72356367	72375167	yes	no	no	0	0	0	0	0	0	0
SPR	GRCh37	2	73114489	73119287	yes	no	no	0	0	0	0	0	0	0
EMX1	GRCh37	2	73143389	73162020	yes	no	no	0	0	0	0	0	0	0
ALMS1	GRCh37	2	73612886	73837920	yes	no	yes	1	0	1	0	0	0	0
DGUOK	GRCh37	2	74153953	74186088	yes	no	no	0	0	0	0	0	0	0
BOLA3	GRCh37	2	74362525	74375121	yes	no	no	0	0	0	0	0	0	0
DCTN1	GRCh37	2	74588281	74619214	yes	yes	no	0	0	0	0	0	0	0
MOGS	GRCh37	2	74688184	74692537	yes	no	no	0	0	0	0	0	0	0
TLX2	GRCh37	2	74740590	74744274	yes	no	no	0	0	0	0	0	0	0
HTRA2	GRCh37	2	74756504	74760472	yes	no	no	0	0	0	0	0	0	0
DOK1	GRCh37	2	74776153	74784681	yes	no	no	0	0	0	0	0	0	0
CTNNA2	GRCh37	2	79412357	80875905	no	yes	no	0	0	0	0	0	0	0
LRRTM1	GRCh37	2	80515483	80531874	yes	no	no	0	0	0	0	0	0	0
SUCLG1	GRCh37	2	84650647	84687169	yes	no	yes	1	0	0	0	0	0	0
TCF7L1	GRCh37	2	85360533	85537511	yes	no	no	0	0	0	0	0	0	0
GGCX	GRCh37	2	85771846	85788670	yes	no	yes	0	1	0	0	0	0	0
SFTPB	GRCh37	2	85884437	85895864	yes	no	no	0	0	0	0	0	0	0
ST3GAL5	GRCh37	2	86066267	86116137	yes	no	no	0	0	0	0	0	0	0
IMMT	GRCh37	2	86371055	86422893	yes	no	no	0	0	0	0	0	0	0
REEP1	GRCh37	2	86441116	86565206	yes	no	no	0	0	0	0	0	0	0
CD8A	GRCh37	2	87011729	87035519	yes	no	no	0	0	0	0	0	0	0
FABP1	GRCh37	2	88422510	88427635	yes	no	no	0	0	0	0	0	0	0
FOXI3	GRCh37	2	88747726	88752131	yes	no	no	0	0	0	0	0	0	0
EIF2AK3	GRCh37	2	88856259	88927094	yes	no	no	0	0	0	0	0	0	0
RPIA	GRCh37	2	88991162	89050452	yes	no	no	0	0	0	0	0	0	0
IGKC	GRCh37	2	89156674	89157196	yes	no	no	0	0	0	0	0	0	0
IGKV1-5	GRCh37	2	89246819	89247475	yes	no	no	0	0	0	0	0	0	0
ADRA2B	GRCh37	2	96778707	96781984	yes	no	no	0	0	0	0	0	0	0
TMEM127	GRCh37	2	96914254	96931732	yes	yes	no	0	0	0	0	0	0	0
SNRNP200	GRCh37	2	96940074	96971297	yes	no	no	0	0	0	0	0	0	0
CNNM4	GRCh37	2	97426639	97477628	yes	no	no	0	0	0	0	0	0	0
SEMA4C	GRCh37	2	97525453	97536494	yes	no	no	0	0	0	0	0	0	0
ZAP70	GRCh37	2	98330023	98356325	yes	no	no	0	0	0	0	0	0	0
CNGA3	GRCh37	2	98962618	99015064	yes	no	no	0	0	0	0	0	0	0
COA5	GRCh37	2	99215773	99224978	yes	no	no	0	0	0	0	0	0	0
MGAT4A	GRCh37	2	99235569	99347589	yes	no	no	0	0	0	0	0	0	0
AFF3	GRCh37	2	100162323	100759201	yes	yes	no	0	0	0	0	0	0	0
NPAS2	GRCh37	2	101436614	101613291	yes	no	no	0	0	0	0	0	0	0
RFX8	GRCh37	2	102013823	102091165	yes	no	no	0	0	0	0	0	0	0
IL1R1	GRCh37	2	102681004	102796334	yes	no	no	0	0	0	0	0	0	0
IL1RL1	GRCh37	2	102927962	102968497	yes	no	no	0	0	0	0	0	0	0
FHL2	GRCh37	2	105974169	106054970	yes	no	no	0	0	0	0	0	0	0
RGPD3	GRCh37	2	107021446	107084832	no	yes	no	0	0	0	0	0	0	0
ST6GAL2	GRCh37	2	107418056	107503564	yes	no	no	0	0	0	0	0	0	0
SLC5A7	GRCh37	2	108602979	108630450	yes	no	no	0	0	0	0	0	0	0
SULT1C2	GRCh37	2	108905095	108926371	yes	no	no	0	0	0	0	0	0	0
SULT1C4	GRCh37	2	108994367	109004513	yes	no	no	0	0	0	0	0	0	0
RANBP2	GRCh37	2	109335937	109402267	yes	yes	no	0	0	0	0	0	0	0
EDAR	GRCh37	2	109510927	109605828	yes	no	no	0	0	0	0	0	0	0
NPHP1	GRCh37	2	110879888	110962643	yes	no	no	0	0	0	0	0	0	0
BUB1	GRCh37	2	111395275	111435691	yes	no	no	0	0	0	0	0	0	0
BCL2L11	GRCh37	2	111876955	111926024	yes	no	no	0	0	0	0	0	0	0
ANAPC1	GRCh37	2	112523848	112642267	yes	no	no	0	0	0	0	0	0	0
MERTK	GRCh37	2	112656056	112787138	yes	no	no	0	0	0	0	0	0	0
IL1B	GRCh37	2	113587328	113594480	yes	no	no	0	0	0	0	0	0	0
IL36RN	GRCh37	2	113816215	113822959	yes	no	no	0	0	0	0	0	0	0
IL1RN	GRCh37	2	113864791	113891593	yes	no	no	0	0	0	0	0	0	0
PAX8	GRCh37	2	113973574	114036527	yes	yes	no	0	0	0	0	0	0	0
STEAP3	GRCh37	2	119981384	120023228	yes	no	no	0	0	0	0	0	0	0
GLI2	GRCh37	2	121493199	121750229	yes	no	no	0	0	0	0	0	0	0
RNU4ATAC	GRCh37	2	122288457	122288583	yes	no	no	0	0	0	0	0	0	0
GYPC	GRCh37	2	127413509	127454246	yes	no	no	0	0	0	0	0	0	0
BIN1	GRCh37	2	127805603	127864931	yes	no	yes	2	0	0	0	0	0	0
ERCC3	GRCh37	2	128014866	128051752	yes	yes	yes	1	0	0	0	0	0	0
PROC	GRCh37	2	128176003	128186822	yes	no	yes	1	1	0	0	0	0	0
MYO7B	GRCh37	2	128293378	128395304	yes	no	no	0	0	0	0	0	0	0
UGGT1	GRCh37	2	128848774	128953251	yes	no	no	0	0	0	0	0	0	0
HS6ST1	GRCh37	2	128994290	129076151	yes	no	no	0	0	0	0	0	0	0
CFC1B	GRCh37	2	131278770	131285579	yes	no	no	0	0	0	0	0	0	0
CFC1	GRCh37	2	131350339	131357123	yes	no	yes	0	0	0	0	1	0	0
RAB3GAP1	GRCh37	2	135809835	135933964	yes	no	no	0	0	0	0	0	0	0
LCT	GRCh37	2	136545410	136594750	yes	no	no	0	0	0	0	0	0	0
MCM6	GRCh37	2	136597196	136633996	yes	no	no	0	0	0	0	0	0	0
CXCR4	GRCh37	2	136871919	136875735	yes	yes	no	0	0	0	0	0	0	0
HNMT	GRCh37	2	138721590	138773930	yes	no	no	0	0	0	0	0	0	0
LRP1B	GRCh37	2	140988992	142889270	no	yes	no	0	0	0	0	0	0	0
KYNU	GRCh37	2	143635067	143799890	no	no	yes	1	0	0	0	0	0	0
ZEB2	GRCh37	2	145141648	145282147	yes	no	yes	1	0	0	0	0	0	0
ACVR2A	GRCh37	2	148602086	148688393	no	yes	no	0	0	0	0	0	0	0
ORC4	GRCh37	2	148687968	148779147	yes	no	no	0	0	0	0	0	0	0
MBD5	GRCh37	2	148778580	149275805	yes	no	yes	1	0	0	0	0	0	0
EPC2	GRCh37	2	149402009	149545130	yes	no	no	0	0	0	0	0	0	0
MMADHC	GRCh37	2	150426148	150444330	yes	no	no	0	0	0	0	0	0	0
NEB	GRCh37	2	152341850	152591001	yes	no	yes	1	0	1	0	1	0	0
CACNB4	GRCh37	2	152689290	152955593	yes	no	no	0	0	0	0	0	0	0
GALNT13	GRCh37	2	154728426	155310361	yes	no	no	0	0	0	0	0	0	0
NR4A2	GRCh37	2	157180944	157198860	yes	no	no	0	0	0	0	0	0	0
GPD2	GRCh37	2	157291802	157470247	yes	no	no	0	0	0	0	0	0	0
