gene	ref	coords	benchmark	bench_type	region	cov
CTDP1	GRCh37	18:77439801-77514510	mrg	SV	exon	1
GALR1	GRCh37	18:74962505-74980858	mrg	SV	exon	1
TYMS	GRCh37	18:657604-673578	mrg	SV	exon	1
APOC1	GRCh37	19:45417504-45422606	mrg	SV	exon	1
APOC2	GRCh37	19:45449243-45452822	mrg	SV	exon	1
APOC4	GRCh37	19:45445495-45452820	mrg	SV	exon	1
BAX	GRCh37	19:49458072-49465055	mrg	SV	exon	1
BLOC1S3	GRCh37	19:45682003-45685059	mrg	SV	exon	1
BSG	GRCh37	19:571297-583493	mrg	SV	exon	1
C3	GRCh37	19:6677715-6730573	mrg	SV	exon	1
CALR3	GRCh37	19:16589868-16607003	mrg	SV	exon	1
COX6B1	GRCh37	19:36139125-36149763	mrg	SV	exon	1
CREB3L3	GRCh37	19:4153598-4173051	mrg	SV	exon	1
CYP4F12	GRCh37	19:15783567-15807984	mrg	SV	exon	1
CYP4F3	GRCh37	19:15751707-15773635	mrg	SV	exon	1
DMPK	GRCh37	19:46272975-46285810	mrg	SV	exon	1
ETFB	GRCh37	19:51848423-51869672	mrg	SV	exon	0.9852289512555391
ETHE1	GRCh37	19:44010871-44031396	mrg	SV	exon	0.950836820083682
FKBP8	GRCh37	19:18642561-18654887	mrg	SV	exon	1
FUT1	GRCh37	19:49251268-49258647	mrg	SV	exon	1
GIPC3	GRCh37	19:3585551-3593539	mrg	SV	exon	1
GP6	GRCh37	19:55525073-55549632	mrg	SV	exon	1
GPI	GRCh37	19:34850385-34893061	mrg	SV	exon	1
HCN2	GRCh37	19:589893-617159	mrg	SV	exon	1
IFNL3	GRCh37	19:39734246-39735646	mrg	SV	exon	1
INSL3	GRCh37	19:17927321-17932383	mrg	SV	exon	1
KISS1R	GRCh37	19:917287-921015	mrg	SV	exon	1
KLK4	GRCh37	19:51409608-51413994	mrg	SV	exon	1
LMNB2	GRCh37	19:2427636-2456994	mrg	SV	exon	0.986907061601202
MBOAT7	GRCh37	19:54677107-54693733	mrg	SV	exon	1
MYO9B	GRCh37	19:17186591-17325346	mrg	SV	exon	1
NLRP12	GRCh37	19:54296857-54327648	mrg	SV	exon	1
NLRP2	GRCh37	19:55464498-55512510	mrg	SV	exon	1
NLRP7	GRCh37	19:55434877-55477680	mrg	SV	exon	1
PNKP	GRCh37	19:50364461-50371166	mrg	SV	exon	1
PRKCG	GRCh37	19:54382444-54410906	mrg	SV	exon	1
RFX2	GRCh37	19:5993175-6199583	mrg	SV	exon	1
SLC27A5	GRCh37	19:58990879-59023780	mrg	SV	exon	1
STK11	GRCh37	19:1189406-1228428	mrg	SV	exon	1
STXBP2	GRCh37	19:7701767-7712759	mrg	SV	exon	1
TBXA2R	GRCh37	19:3594504-3606838	mrg	SV	exon	1
TCF3	GRCh37	19:1609291-1652604	mrg	SV	exon	1
TNNI3	GRCh37	19:55663137-55669141	mrg	SV	exon	0.6814903846153846
TNNT1	GRCh37	19:55644162-55660722	mrg	SV	exon	0.9865248226950355
TRMT1	GRCh37	19:13215716-13228381	mrg	SV	exon	1
TRPM4	GRCh37	19:49660998-49715093	mrg	SV	exon	0.9951668584579977
TYK2	GRCh37	19:10461209-10491352	mrg	SV	exon	1
ZNF419	GRCh37	19:57999079-58006048	mrg	SV	exon	1
ABCG8	GRCh37	2:44066103-44105605	mrg	SV	exon	1
ANO7	GRCh37	2:242127924-242164792	mrg	SV	exon	0.984446878422782
CASP10	GRCh37	2:202047604-202094129	mrg	SV	exon	1
D2HGDH	GRCh37	2:242673994-242708231	mrg	SV	exon	1
KLF11	GRCh37	2:10182976-10194963	mrg	SV	exon	1
MLPH	GRCh37	2:238394071-238463961	mrg	SV	exon	0.9895891429633761
MOGS	GRCh37	2:74688184-74692537	mrg	SV	exon	1
PCBP1	GRCh37	2:70314585-70316332	mrg	SV	exon	1
PXDN	GRCh37	2:1635659-1748624	mrg	SV	exon	0.9805453205600589
RGPD3	GRCh37	2:107021446-107084832	mrg	SV	exon	0.9946149703823371
RPIA	GRCh37	2:88991162-89050452	mrg	SV	exon	1
SNTG2	GRCh37	2:946554-1371385	mrg	SV	exon	1
TPO	GRCh37	2:1377995-1547483	mrg	SV	exon	1
CHRNA4	GRCh37	20:61975420-62009753	mrg	SV	exon	0.9947589098532494
EEF1A2	GRCh37	20:62119366-62130505	mrg	SV	exon	1
MYT1	GRCh37	20:62783144-62873604	mrg	SV	exon	1
OPRL1	GRCh37	20:62711526-62731996	mrg	SV	exon	1
PLTP	GRCh37	20:44527399-44540794	mrg	SV	exon	1
PTK6	GRCh37	20:62159778-62168723	mrg	SV	exon	1
SEMG1	GRCh37	20:43835638-43838413	mrg	SV	exon	1
CBR3	GRCh37	21:37507210-37518864	mrg	SV	exon	1
CBS	GRCh37	21:44473301-44497053	mrg	SV	exon	0.9921193357725866
COL18A1	GRCh37	21:46825052-46933634	mrg	SV	exon	1
COL6A1	GRCh37	21:47401651-47424964	mrg	SV	exon	0.9650249821556032
CRYAA	GRCh37	21:44589118-44592915	mrg	SV	exon	1
DNMT3L	GRCh37	21:45666222-45682099	mrg	SV	exon	1
KCNE1	GRCh37	21:35818988-35884573	mrg	SV	exon	1
NDUFV3	GRCh37	21:44299754-44333414	mrg	SV	exon	1
TRAPPC10	GRCh37	21:45432200-45526433	mrg	SV	exon	1
U2AF1	GRCh37	21:44513066-44527697	mrg	SV	exon	1
A4GALT	GRCh37	22:43088127-43117304	mrg	SV	exon	1
APOBEC3H	GRCh37	22:39493229-39500072	mrg	SV	exon	1
CYB5R3	GRCh37	22:43013846-43045574	mrg	SV	exon	1
MLC1	GRCh37	22:50497820-50524331	mrg	SV	exon	1
NDUFA6	GRCh37	22:42481529-42486959	mrg	SV	exon	1
TTLL1	GRCh37	22:43435522-43485434	mrg	SV	exon	1
TUBGCP6	GRCh37	22:50656118-50683421	mrg	SV	exon	1
BFSP2	GRCh37	3:133118839-133194066	mrg	SV	exon	1
CHL1	GRCh37	3:238279-451090	mrg	SV	exon	1
DAZL	GRCh37	3:16628299-16711813	mrg	SV	exon	1
EIF2B5	GRCh37	3:183852826-184402546	mrg	SV	exon	1
HYAL1	GRCh37	3:50337320-50349812	mrg	SV	exon	1
KNG1	GRCh37	3:186435065-186461743	mrg	SV	exon	1
LZTFL1	GRCh37	3:45864808-45957534	mrg	SV	exon	1
MST1R	GRCh37	3:49924435-49941299	mrg	SV	exon	1
PCCB	GRCh37	3:135969148-136056738	mrg	SV	exon	1
RHOA	GRCh37	3:49396578-49450431	mrg	SV	exon	1
RPN1	GRCh37	3:128338817-128399918	mrg	SV	exon	1
TM4SF19	GRCh37	3:196042953-196065244	mrg	SV	exon	1
TM4SF19	GRCh37	3:196046213-196065374	mrg	SV	exon	1
AFP	GRCh37	4:74296855-74321891	mrg	SV	exon	1
DOK7	GRCh37	4:3465033-3503200	mrg	SV	exon	1
DSPP	GRCh37	4:88529681-88538062	mrg	SV	exon	0.40191133528006373
FAT1	GRCh37	4:187508937-187647876	mrg	SV	exon	1
FGFRL1	GRCh37	4:1003724-1020685	mrg	SV	exon	1
GAK	GRCh37	4:843064-926161	mrg	SV	exon	1
HMX1	GRCh37	4:8847802-8873543	mrg	SV	exon	1
PDE6B	GRCh37	4:619373-664571	mrg	SV	exon	1
PDLIM3	GRCh37	4:186422851-186456766	mrg	SV	exon	1
RNF212	GRCh37	4:1050038-1107350	mrg	SV	exon	1
UGT2A1	GRCh37	4:70454135-70518965	mrg	SV	exon	1
UGT2A1	GRCh37	4:70454912-70518967	mrg	SV	exon	1
UGT2A1	GRCh37	4:70454135-70518965	mrg	SV	exon	0.9991557619248628
UGT2A1	GRCh37	4:70454912-70518967	mrg	SV	exon	0.9991557619248628
UGT2A2	GRCh37	4:70454135-70505360	mrg	SV	exon	1
UVSSA	GRCh37	4:1341054-1381837	mrg	SV	exon	1
ZNF141	GRCh37	4:331603-378653	mrg	SV	exon	1
FLT4	GRCh37	5:180028506-180076624	mrg	SV	exon	0.9560689879596486
LIX1	GRCh37	5:96427574-96478576	mrg	SV	exon	1
MARVELD2	GRCh37	5:68710939-68740157	mrg	SV	exon	1
MYOT	GRCh37	5:137203480-137223540	mrg	SV	exon	1
NPM1	GRCh37	5:170814120-170838141	mrg	SV	exon	1
PCDHA10	GRCh37	5:140235595-140391929	mrg	SV	exon	1
SAR1B	GRCh37	5:133936834-133984961	mrg	SV	exon	1
SLC6A18	GRCh37	5:1225470-1246304	mrg	SV	exon	1
SLC6A3	GRCh37	5:1392909-1445545	mrg	SV	exon	1
SMN1	GRCh37	5:70220768-70249769	mrg	SV	exon	1
TERT	GRCh37	5:1253262-1295184	mrg	SV	exon	0.9919037705297248
TTC37	GRCh37	5:94799599-94890711	mrg	SV	exon	1
PCMT1	GRCh37	6:150070579-150132556	mrg	SV	exon	1
SEC63	GRCh37	6:108188960-108279393	mrg	SV	exon	1
SLC17A5	GRCh37	6:74303102-74363878	mrg	SV	exon	1
SLC22A1	GRCh37	6:160542821-160579750	mrg	SV	exon	1
SMOC2	GRCh37	6:168841831-169073984	mrg	SV	exon	1
THBS2	GRCh37	6:169615875-169654139	mrg	SV	exon	1
BRAF	GRCh37	7:140419127-140624564	mrg	SV	exon	1
CLIP2	GRCh37	7:73703805-73820273	mrg	SV	exon	1
GTF2I	GRCh37	7:74071994-74175026	mrg	SV	exon	1
GTF2IRD2	GRCh37	7:74210483-74267847	mrg	SV	exon	1
GUSB	GRCh37	7:65425671-65447301	mrg	SV	exon	1
KLF14	GRCh37	7:130417401-130418888	mrg	SV	exon	1
KMT2C	GRCh37	7:151832010-152133090	mrg	SV	exon	1
LAMB1	GRCh37	7:107564244-107643700	mrg	SV	exon	1
NCF1	GRCh37	7:74188309-74203659	mrg	SV	exon	1
NOD1	GRCh37	7:30464143-30518400	mrg	SV	exon	1
PPIA	GRCh37	7:44836279-44864163	mrg	SV	exon	1
PSPH	GRCh37	7:56078744-56119297	mrg	SV	exon	1
SLC29A4	GRCh37	7:5314000-5346501	mrg	SV	exon	1
ARHGEF10	GRCh37	8:1772142-1906807	mrg	SV	exon	1
CDH17	GRCh37	8:95139399-95229531	mrg	SV	exon	1
GPIHBP1	GRCh37	8:144295068-144299044	mrg	SV	exon	1
IKBKB	GRCh37	8:42128820-42189973	mrg	SV	exon	1
IMPA1	GRCh37	8:82570196-82598928	mrg	SV	exon	0.9976464435146444
MAFA	GRCh37	8:144501352-144512576	mrg	SV	exon	1
FXN	GRCh37	9:71650175-71715094	mrg	SV	exon	1
GALT	GRCh37	9:34638130-34651032	mrg	SV	exon	1
GALT	GRCh37	9:34646642-34657110	mrg	SV	exon	1
GRIN1	GRCh37	9:140032842-140063207	mrg	SV	exon	1
INPP5E	GRCh37	9:139323071-139334274	mrg	SV	exon	1
KCNV2	GRCh37	9:2717502-2730037	mrg	SV	exon	1
MAN1B1	GRCh37	9:139981379-140003635	mrg	SV	exon	1
MUSK	GRCh37	9:113431051-113563859	mrg	SV	exon	1
PKN3	GRCh37	9:131464802-131483197	mrg	SV	exon	1
SLC27A4	GRCh37	9:131102925-131123749	mrg	SV	exon	1
SOHLH1	GRCh37	9:138585253-138591374	mrg	SV	exon	1
TJP2	GRCh37	9:71736209-71870124	mrg	SV	exon	1
AGL	GRCh37	1:100315640-100389579	mrg	union	exon	1
AGRN	GRCh37	1:955503-991496	mrg	union	exon	1
CD247	GRCh37	1:167399877-167487847	mrg	union	exon	0.9814713896457765
CNR2	GRCh37	1:24197016-24285549	mrg	union	exon	1
ESPN	GRCh37	1:6484848-6521430	mrg	union	exon	1
EXTL2	GRCh37	1:101337943-101361554	mrg	union	exon	1
FCGR2B	GRCh37	1:161551101-161648444	mrg	union	exon	1
FCGR3A	GRCh37	1:161511549-161600917	mrg	union	exon	1
FLAD1	GRCh37	1:154955814-154965587	mrg	union	exon	1
FLG	GRCh37	1:152274651-152297679	mrg	union	exon	0.14171374764595104
HCN3	GRCh37	1:155247374-155259639	mrg	union	exon	1
HMGCL	GRCh37	1:24128375-24165110	mrg	union	exon	1
KISS1	GRCh37	1:204159469-204165614	mrg	union	exon	1
LBR	GRCh37	1:225589204-225616627	mrg	union	exon	1
LRIG2	GRCh37	1:113615831-113674882	mrg	union	exon	1
MASP2	GRCh37	1:11086580-11107290	mrg	union	exon	1
MUC1	GRCh37	1:155158300-155162707	mrg	union	exon	1
NPPA	GRCh37	1:11905766-11908402	mrg	union	exon	1
PIGV	GRCh37	1:27113963-27124889	mrg	union	exon	1
PRG4	GRCh37	1:186265405-186283694	mrg	union	exon	1
PTPRC	GRCh37	1:198607801-198726545	mrg	union	exon	1
RHCE	GRCh37	1:25688740-25756683	mrg	union	exon	1
RPL22	GRCh37	1:6241329-6269449	mrg	union	exon	1
VANGL1	GRCh37	1:116184574-116240845	mrg	union	exon	1
BTRC	GRCh37	10:103113820-103317078	mrg	union	exon	1
DCLRE1C	GRCh37	10:14939358-14996431	mrg	union	exon	1
ECHS1	GRCh37	10:135175984-135187193	mrg	union	exon	1
LIPN	GRCh37	10:90521163-90537999	mrg	union	exon	1
MRC1	GRCh37	10:18098352-18200091	mrg	union	exon	1
PAPSS2	GRCh37	10:89419370-89507462	mrg	union	exon	1
PDSS1	GRCh37	10:26986588-27035727	mrg	union	exon	1
PTEN	GRCh37	10:89622870-89731687	mrg	union	exon	1
SPRN	GRCh37	10:135234170-135382916	mrg	union	exon	0.954574332909784
B3GAT3	GRCh37	11:62382768-62389647	mrg	union	exon	1
DEAF1	GRCh37	11:644233-706715	mrg	union	exon	1
DRD4	GRCh37	11:637293-640706	mrg	union	exon	1
ESRRA	GRCh37	11:64073044-64084215	mrg	union	exon	1
FGF3	GRCh37	11:69624992-69633792	mrg	union	exon	1
HBG1	GRCh37	11:5269313-5271122	mrg	union	exon	1
IFITM3	GRCh37	11:319669-327537	mrg	union	exon	1
MDK	GRCh37	11:46402306-46405375	mrg	union	exon	1
MUC5B	GRCh37	11:1244296-1283406	mrg	union	exon	1
SLC22A12	GRCh37	11:64358113-64369820	mrg	union	exon	1
SPI1	GRCh37	11:47376411-47400127	mrg	union	exon	1
TPCN2	GRCh37	11:68816365-68858072	mrg	union	exon	1
APOBEC1	GRCh37	12:7801996-7818499	mrg	union	exon	1
CD4	GRCh37	12:6896024-6929974	mrg	union	exon	1
COX14	GRCh37	12:50505762-50514240	mrg	union	exon	1
DPY19L2	GRCh37	12:63952693-64062719	mrg	union	exon	1
GDF3	GRCh37	12:7842378-7848372	mrg	union	exon	1
GOLGA3	GRCh37	12:133345495-133405444	mrg	union	exon	0.9874991318841586
HNF1A	GRCh37	12:121416346-121440315	mrg	union	exon	1
HPD	GRCh37	12:122277433-122301502	mrg	union	exon	1
KDM2B	GRCh37	12:121866900-122018920	mrg	union	exon	1
NACA	GRCh37	12:57106212-57125412	mrg	union	exon	1
P2RX2	GRCh37	12:133195366-133198972	mrg	union	exon	1
PEX5	GRCh37	12:7341281-7371170	mrg	union	exon	1
PGAM5	GRCh37	12:133287405-133299228	mrg	union	exon	1
F7	GRCh37	13:113760105-113774995	mrg	union	exon	0.9865480132450332
PROZ	GRCh37	13:113812968-113826694	mrg	union	exon	0.9708171206225681
JAG2	GRCh37	14:105607318-105635161	mrg	union	exon	1
NDUFB1	GRCh37	14:92582466-92588261	mrg	union	exon	1
NDUFAF1	GRCh37	15:41679551-41694717	mrg	union	exon	1
PPIP5K1	GRCh37	15:43825660-43882430	mrg	union	exon	1
USP8	GRCh37	15:50716577-50793280	mrg	union	exon	1
ANKRD11	GRCh37	16:89334038-89556969	mrg	union	exon	1
AXIN1	GRCh37	16:337440-402673	mrg	union	exon	1
CDH15	GRCh37	16:89238175-89261900	mrg	union	exon	1
CLCN7	GRCh37	16:1494935-1525581	mrg	union	exon	0.9653686087990487
GCSH	GRCh37	16:81115566-81130008	mrg	union	exon	1
GNPTG	GRCh37	16:1401924-1413352	mrg	union	exon	1
HBM	GRCh37	16:203891-216767	mrg	union	exon	1
HSD11B2	GRCh37	16:67464555-67471456	mrg	union	exon	1
HYDIN	GRCh37	16:70841281-71264625	mrg	union	exon	1
LMF1	GRCh37	16:903634-1031318	mrg	union	exon	0.8816091954022989
MC1R	GRCh37	16:89978527-89987385	mrg	union	exon	1
MPG	GRCh37	16:127006-135852	mrg	union	exon	1
ORC6	GRCh37	16:46723555-46732306	mrg	union	exon	1
PDPK1	GRCh37	16:2587965-2653189	mrg	union	exon	1
PHKG2	GRCh37	16:30759591-30772490	mrg	union	exon	1
PKD1	GRCh37	16:2138711-2185899	mrg	union	exon	1
SH2B1	GRCh37	16:28857921-28885526	mrg	union	exon	1
SMG1	GRCh37	16:18816175-18937776	mrg	union	exon	1
SSTR5	GRCh37	16:1122756-1131454	mrg	union	exon	1
UNKL	GRCh37	16:1413206-1464752	mrg	union	exon	1
VKORC1	GRCh37	16:31102163-31107301	mrg	union	exon	1
ZNF469	GRCh37	16:88493879-88507165	mrg	union	exon	1
ABR	GRCh37	17:906758-1132315	mrg	union	exon	1
ALOXE3	GRCh37	17:7999218-8022365	mrg	union	exon	1
ATPAF2	GRCh37	17:17880723-17942523	mrg	union	exon	1
CANT1	GRCh37	17:76987799-77005949	mrg	union	exon	1
ENO3	GRCh37	17:4851387-4860426	mrg	union	exon	1
FOXN1	GRCh37	17:26833261-26865914	mrg	union	exon	1
FSCN2	GRCh37	17:79495422-79504156	mrg	union	exon	0.9911232502560601
G6PC3	GRCh37	17:42148103-42153709	mrg	union	exon	1
GIP	GRCh37	17:47035916-47045958	mrg	union	exon	1
GP1BA	GRCh37	17:4835592-4838325	mrg	union	exon	1
HES7	GRCh37	17:8023908-8027410	mrg	union	exon	1
HOXB8	GRCh37	17:46688739-46692478	mrg	union	exon	1
KRTAP1-1	GRCh37	17:39196811-39197713	mrg	union	exon	1
P2RX5	GRCh37	17:3575493-3599698	mrg	union	exon	0.9944765912677538
RNF213	GRCh37	17:78234665-78372586	mrg	union	exon	0.9933453546281985
SERPINF2	GRCh37	17:1646130-1658562	mrg	union	exon	1
SRR	GRCh37	17:2206677-2228554	mrg	union	exon	1
SUZ12	GRCh37	17:30264037-30328064	mrg	union	exon	1
TMC6	GRCh37	17:76106539-76128488	mrg	union	exon	1
CTDP1	GRCh37	18:77439801-77514510	mrg	union	exon	1
GALR1	GRCh37	18:74962505-74980858	mrg	union	exon	1
TYMS	GRCh37	18:657604-673578	mrg	union	exon	1
APOC1	GRCh37	19:45417504-45422606	mrg	union	exon	1
APOC2	GRCh37	19:45449243-45452822	mrg	union	exon	1
APOC4	GRCh37	19:45445495-45452820	mrg	union	exon	1
BAX	GRCh37	19:49458072-49465055	mrg	union	exon	1
BLOC1S3	GRCh37	19:45682003-45685059	mrg	union	exon	1
BSG	GRCh37	19:571297-583493	mrg	union	exon	1
C3	GRCh37	19:6677715-6730573	mrg	union	exon	1
CALR3	GRCh37	19:16589868-16607003	mrg	union	exon	1
COX6B1	GRCh37	19:36139125-36149763	mrg	union	exon	1
CREB3L3	GRCh37	19:4153598-4173051	mrg	union	exon	1
CYP4F12	GRCh37	19:15783567-15807984	mrg	union	exon	1
CYP4F3	GRCh37	19:15751707-15773635	mrg	union	exon	1
DMPK	GRCh37	19:46272975-46285810	mrg	union	exon	1
ETFB	GRCh37	19:51848423-51869672	mrg	union	exon	0.9852289512555391
ETHE1	GRCh37	19:44010871-44031396	mrg	union	exon	0.950836820083682
FKBP8	GRCh37	19:18642561-18654887	mrg	union	exon	1
FUT1	GRCh37	19:49251268-49258647	mrg	union	exon	1
GIPC3	GRCh37	19:3585551-3593539	mrg	union	exon	1
GP6	GRCh37	19:55525073-55549632	mrg	union	exon	1
GPI	GRCh37	19:34850385-34893061	mrg	union	exon	1
HCN2	GRCh37	19:589893-617159	mrg	union	exon	1
IFNL3	GRCh37	19:39734246-39735646	mrg	union	exon	1
INSL3	GRCh37	19:17927321-17932383	mrg	union	exon	1
KISS1R	GRCh37	19:917287-921015	mrg	union	exon	1
KLK4	GRCh37	19:51409608-51413994	mrg	union	exon	1
LMNB2	GRCh37	19:2427636-2456994	mrg	union	exon	0.986907061601202
MBOAT7	GRCh37	19:54677107-54693733	mrg	union	exon	1
MYO9B	GRCh37	19:17186591-17325346	mrg	union	exon	1
NLRP12	GRCh37	19:54296857-54327648	mrg	union	exon	1
NLRP2	GRCh37	19:55464498-55512510	mrg	union	exon	1
NLRP7	GRCh37	19:55434877-55477680	mrg	union	exon	1
PNKP	GRCh37	19:50364461-50371166	mrg	union	exon	1
PRKCG	GRCh37	19:54382444-54410906	mrg	union	exon	1
RFX2	GRCh37	19:5993175-6199583	mrg	union	exon	1
SLC27A5	GRCh37	19:58990879-59023780	mrg	union	exon	1
STK11	GRCh37	19:1189406-1228428	mrg	union	exon	1
STXBP2	GRCh37	19:7701767-7712759	mrg	union	exon	1
TBXA2R	GRCh37	19:3594504-3606838	mrg	union	exon	1
TCF3	GRCh37	19:1609291-1652604	mrg	union	exon	1
TNNI3	GRCh37	19:55663137-55669141	mrg	union	exon	0.6814903846153846
TNNT1	GRCh37	19:55644162-55660722	mrg	union	exon	0.9865248226950355
TRMT1	GRCh37	19:13215716-13228381	mrg	union	exon	1
TRPM4	GRCh37	19:49660998-49715093	mrg	union	exon	0.9951668584579977
TYK2	GRCh37	19:10461209-10491352	mrg	union	exon	1
ZNF419	GRCh37	19:57999079-58006048	mrg	union	exon	1
ABCG8	GRCh37	2:44066103-44105605	mrg	union	exon	1
ANO7	GRCh37	2:242127924-242164792	mrg	union	exon	0.984446878422782
CASP10	GRCh37	2:202047604-202094129	mrg	union	exon	1
D2HGDH	GRCh37	2:242673994-242708231	mrg	union	exon	1
KLF11	GRCh37	2:10182976-10194963	mrg	union	exon	1
MLPH	GRCh37	2:238394071-238463961	mrg	union	exon	0.9895891429633761
MOGS	GRCh37	2:74688184-74692537	mrg	union	exon	1
PCBP1	GRCh37	2:70314585-70316332	mrg	union	exon	1
PXDN	GRCh37	2:1635659-1748624	mrg	union	exon	0.9805453205600589
RGPD3	GRCh37	2:107021446-107084832	mrg	union	exon	0.9946149703823371
RPIA	GRCh37	2:88991162-89050452	mrg	union	exon	1
SNTG2	GRCh37	2:946554-1371385	mrg	union	exon	1
TPO	GRCh37	2:1377995-1547483	mrg	union	exon	1
CHRNA4	GRCh37	20:61975420-62009753	mrg	union	exon	0.9947589098532494
EEF1A2	GRCh37	20:62119366-62130505	mrg	union	exon	1
MYT1	GRCh37	20:62783144-62873604	mrg	union	exon	1
OPRL1	GRCh37	20:62711526-62731996	mrg	union	exon	1
PLTP	GRCh37	20:44527399-44540794	mrg	union	exon	1
PTK6	GRCh37	20:62159778-62168723	mrg	union	exon	1
SEMG1	GRCh37	20:43835638-43838413	mrg	union	exon	1
CBR3	GRCh37	21:37507210-37518864	mrg	union	exon	1
CBS	GRCh37	21:44473301-44497053	mrg	union	exon	1
COL18A1	GRCh37	21:46825052-46933634	mrg	union	exon	1
COL6A1	GRCh37	21:47401651-47424964	mrg	union	exon	0.9816797525576969
CRYAA	GRCh37	21:44589118-44592915	mrg	union	exon	1
DNMT3L	GRCh37	21:45666222-45682099	mrg	union	exon	1
KCNE1	GRCh37	21:35818988-35884573	mrg	union	exon	1
NDUFV3	GRCh37	21:44299754-44333414	mrg	union	exon	1
TRAPPC10	GRCh37	21:45432200-45526433	mrg	union	exon	1
U2AF1	GRCh37	21:44513066-44527697	mrg	union	exon	1
A4GALT	GRCh37	22:43088127-43117304	mrg	union	exon	1
APOBEC3H	GRCh37	22:39493229-39500072	mrg	union	exon	1
CYB5R3	GRCh37	22:43013846-43045574	mrg	union	exon	1
MLC1	GRCh37	22:50497820-50524331	mrg	union	exon	1
NDUFA6	GRCh37	22:42481529-42486959	mrg	union	exon	1
TTLL1	GRCh37	22:43435522-43485434	mrg	union	exon	1
TUBGCP6	GRCh37	22:50656118-50683421	mrg	union	exon	1
BFSP2	GRCh37	3:133118839-133194066	mrg	union	exon	1
CHL1	GRCh37	3:238279-451090	mrg	union	exon	1
DAZL	GRCh37	3:16628299-16711813	mrg	union	exon	1
EIF2B5	GRCh37	3:183852826-184402546	mrg	union	exon	1
HYAL1	GRCh37	3:50337320-50349812	mrg	union	exon	1
KNG1	GRCh37	3:186435065-186461743	mrg	union	exon	1
LZTFL1	GRCh37	3:45864808-45957534	mrg	union	exon	1
MST1R	GRCh37	3:49924435-49941299	mrg	union	exon	1
PCCB	GRCh37	3:135969148-136056738	mrg	union	exon	1
RHOA	GRCh37	3:49396578-49450431	mrg	union	exon	1
RPN1	GRCh37	3:128338817-128399918	mrg	union	exon	1
TM4SF19	GRCh37	3:196042953-196065244	mrg	union	exon	1
TM4SF19	GRCh37	3:196046213-196065374	mrg	union	exon	1
AFP	GRCh37	4:74296855-74321891	mrg	union	exon	1
DOK7	GRCh37	4:3465033-3503200	mrg	union	exon	1
DSPP	GRCh37	4:88529681-88538062	mrg	union	exon	0.40191133528006373
FAT1	GRCh37	4:187508937-187647876	mrg	union	exon	1
FGFRL1	GRCh37	4:1003724-1020685	mrg	union	exon	1
GAK	GRCh37	4:843064-926161	mrg	union	exon	1
HMX1	GRCh37	4:8847802-8873543	mrg	union	exon	1
PDE6B	GRCh37	4:619373-664571	mrg	union	exon	1
PDLIM3	GRCh37	4:186422851-186456766	mrg	union	exon	1
RNF212	GRCh37	4:1050038-1107350	mrg	union	exon	1
UGT2A1	GRCh37	4:70454135-70518965	mrg	union	exon	1
UGT2A1	GRCh37	4:70454912-70518967	mrg	union	exon	1
UGT2A1	GRCh37	4:70454135-70518965	mrg	union	exon	0.9991557619248628
UGT2A1	GRCh37	4:70454912-70518967	mrg	union	exon	0.9991557619248628
UGT2A2	GRCh37	4:70454135-70505360	mrg	union	exon	1
UVSSA	GRCh37	4:1341054-1381837	mrg	union	exon	1
ZNF141	GRCh37	4:331603-378653	mrg	union	exon	1
FLT4	GRCh37	5:180028506-180076624	mrg	union	exon	0.9560689879596486
LIX1	GRCh37	5:96427574-96478576	mrg	union	exon	1
MARVELD2	GRCh37	5:68710939-68740157	mrg	union	exon	1
MYOT	GRCh37	5:137203480-137223540	mrg	union	exon	1
NPM1	GRCh37	5:170814120-170838141	mrg	union	exon	1
PCDHA10	GRCh37	5:140235595-140391929	mrg	union	exon	1
SAR1B	GRCh37	5:133936834-133984961	mrg	union	exon	1
SLC6A18	GRCh37	5:1225470-1246304	mrg	union	exon	1
SLC6A3	GRCh37	5:1392909-1445545	mrg	union	exon	1
SMN1	GRCh37	5:70220768-70249769	mrg	union	exon	1
TERT	GRCh37	5:1253262-1295184	mrg	union	exon	0.9919037705297248
TTC37	GRCh37	5:94799599-94890711	mrg	union	exon	1
PCMT1	GRCh37	6:150070579-150132556	mrg	union	exon	1
SEC63	GRCh37	6:108188960-108279393	mrg	union	exon	1
SLC17A5	GRCh37	6:74303102-74363878	mrg	union	exon	1
SLC22A1	GRCh37	6:160542821-160579750	mrg	union	exon	1
SMOC2	GRCh37	6:168841831-169073984	mrg	union	exon	1
THBS2	GRCh37	6:169615875-169654139	mrg	union	exon	1
BRAF	GRCh37	7:140419127-140624564	mrg	union	exon	1
CLIP2	GRCh37	7:73703805-73820273	mrg	union	exon	1
GTF2I	GRCh37	7:74071994-74175026	mrg	union	exon	1
GTF2IRD2	GRCh37	7:74210483-74267847	mrg	union	exon	1
GUSB	GRCh37	7:65425671-65447301	mrg	union	exon	1
KLF14	GRCh37	7:130417401-130418888	mrg	union	exon	1
KMT2C	GRCh37	7:151832010-152133090	mrg	union	exon	1
LAMB1	GRCh37	7:107564244-107643700	mrg	union	exon	1
NCF1	GRCh37	7:74188309-74203659	mrg	union	exon	1
NOD1	GRCh37	7:30464143-30518400	mrg	union	exon	1
PPIA	GRCh37	7:44836279-44864163	mrg	union	exon	1
