gene	ref	coords	in_mrg	benchmark	region	cov	vars	svs
ID3	GRCh37	1:23884409-23886285	FALSE	v4	gene	1	6	NA
ID3	GRCh37	1:23884409-23886285	FALSE	v4	exon	1	3	NA
ID3	GRCh37	1:23884409-23886285	FALSE	mrg	gene	0	0	0
ID3	GRCh37	1:23884409-23886285	FALSE	mrg	exon	0	0	0
ID3	GRCh37	1:23884409-23886285	FALSE	hifi	gene	1	NA	NA
MDS2	GRCh37	1:23907985-23967058	FALSE	v4	gene	0.926396154	65	NA
MDS2	GRCh37	1:23907985-23967058	FALSE	v4	exon	0	0	NA
MDS2	GRCh37	1:23907985-23967058	FALSE	mrg	gene	0	0	0
MDS2	GRCh37	1:23907985-23967058	FALSE	mrg	exon	0	0	0
MDS2	GRCh37	1:23907985-23967058	FALSE	hifi	gene	1	NA	NA
RPL11	GRCh37	1:24018269-24022915	FALSE	v4	gene	0.977830392	4	NA
RPL11	GRCh37	1:24018269-24022915	FALSE	v4	exon	1	1	NA
RPL11	GRCh37	1:24018269-24022915	FALSE	mrg	gene	0	0	0
RPL11	GRCh37	1:24018269-24022915	FALSE	mrg	exon	0	0	0
RPL11	GRCh37	1:24018269-24022915	FALSE	hifi	gene	1	NA	NA
GALE	GRCh37	1:24122089-24127271	FALSE	v4	gene	0.960439985	0	NA
GALE	GRCh37	1:24122089-24127271	FALSE	v4	exon	0.974254743	0	NA
GALE	GRCh37	1:24122089-24127271	FALSE	mrg	gene	0	0	0
GALE	GRCh37	1:24122089-24127271	FALSE	mrg	exon	0	0	0
GALE	GRCh37	1:24122089-24127271	FALSE	hifi	gene	1	NA	NA
HMGCL	GRCh37	1:24128375-24165110	TRUE	v4	gene	0.688008711	33	NA
HMGCL	GRCh37	1:24128375-24165110	TRUE	v4	exon	1	2	NA
HMGCL	GRCh37	1:24128375-24165110	TRUE	mrg	gene	0.938369402	62	0
HMGCL	GRCh37	1:24128375-24165110	TRUE	mrg	exon	1	2	0
HMGCL	GRCh37	1:24128375-24165110	TRUE	hifi	gene	1	NA	NA
FUCA1	GRCh37	1:24171567-24194784	FALSE	v4	gene	0.948830598	35	NA
FUCA1	GRCh37	1:24171567-24194784	FALSE	v4	exon	1	1	NA
FUCA1	GRCh37	1:24171567-24194784	FALSE	mrg	gene	0	0	0
FUCA1	GRCh37	1:24171567-24194784	FALSE	mrg	exon	0	0	0
FUCA1	GRCh37	1:24171567-24194784	FALSE	hifi	gene	1	NA	NA
CNR2	GRCh37	1:24197016-24285549	TRUE	v4	gene	0.834140942	314	NA
CNR2	GRCh37	1:24197016-24285549	TRUE	v4	exon	0.934297218	39	NA
CNR2	GRCh37	1:24197016-24285549	TRUE	mrg	gene	0.959224244	404	1
CNR2	GRCh37	1:24197016-24285549	TRUE	mrg	exon	0.987371889	41	0
CNR2	GRCh37	1:24197016-24285549	TRUE	hifi	gene	1	NA	NA
RUNX3	GRCh37	1:25226002-25291612	FALSE	v4	gene	0.987654321	64	NA
RUNX3	GRCh37	1:25226002-25291612	FALSE	v4	exon	0.976600138	2	NA
RUNX3	GRCh37	1:25226002-25291612	FALSE	mrg	gene	0	0	0
RUNX3	GRCh37	1:25226002-25291612	FALSE	mrg	exon	0	0	0
RUNX3	GRCh37	1:25226002-25291612	FALSE	hifi	gene	1	NA	NA
RHD	GRCh37	1:25598884-25656936	FALSE	v4	gene	0.912733411	41	NA
RHD	GRCh37	1:25598884-25656936	FALSE	v4	exon	0.953382972	4	NA
RHD	GRCh37	1:25598884-25656936	FALSE	mrg	gene	0	0	0
RHD	GRCh37	1:25598884-25656936	FALSE	mrg	exon	0	0	0
RHD	GRCh37	1:25598884-25656936	FALSE	hifi	gene	1	NA	NA
RHCE	GRCh37	1:25688740-25756683	TRUE	v4	gene	0.735160355	12	NA
RHCE	GRCh37	1:25688740-25756683	TRUE	v4	exon	0.690069576	0	NA
RHCE	GRCh37	1:25688740-25756683	TRUE	mrg	gene	0.990712803	148	1
RHCE	GRCh37	1:25688740-25756683	TRUE	mrg	exon	1	5	0
RHCE	GRCh37	1:25688740-25756683	TRUE	hifi	gene	1	NA	NA
LDLRAP1	GRCh37	1:25870071-25895377	FALSE	v4	gene	0.994349166	16	NA
LDLRAP1	GRCh37	1:25870071-25895377	FALSE	v4	exon	1	4	NA
LDLRAP1	GRCh37	1:25870071-25895377	FALSE	mrg	gene	0	0	0
LDLRAP1	GRCh37	1:25870071-25895377	FALSE	mrg	exon	0	0	0
LDLRAP1	GRCh37	1:25870071-25895377	FALSE	hifi	gene	1	NA	NA
SEPN1	GRCh37	1:26126667-26144713	FALSE	v4	gene	0.951180317	32	NA
SEPN1	GRCh37	1:26126667-26144713	FALSE	v4	exon	0.95438759	7	NA
SEPN1	GRCh37	1:26126667-26144713	FALSE	mrg	gene	0	0	0
SEPN1	GRCh37	1:26126667-26144713	FALSE	mrg	exon	0	0	0
SEPN1	GRCh37	1:26126667-26144713	FALSE	hifi	gene	1	NA	NA
STMN1	GRCh37	1:26210672-26233482	FALSE	v4	gene	0.978298992	19	NA
STMN1	GRCh37	1:26210672-26233482	FALSE	v4	exon	0.991636798	1	NA
STMN1	GRCh37	1:26210672-26233482	FALSE	mrg	gene	0	0	0
STMN1	GRCh37	1:26210672-26233482	FALSE	mrg	exon	0	0	0
STMN1	GRCh37	1:26210672-26233482	FALSE	hifi	gene	1	NA	NA
EXTL1	GRCh37	1:26346375-26362955	FALSE	v4	gene	0.984499397	21	NA
EXTL1	GRCh37	1:26346375-26362955	FALSE	v4	exon	1	8	NA
EXTL1	GRCh37	1:26346375-26362955	FALSE	mrg	gene	0	0	0
EXTL1	GRCh37	1:26346375-26362955	FALSE	mrg	exon	0	0	0
EXTL1	GRCh37	1:26346375-26362955	FALSE	hifi	gene	1	NA	NA
SLC30A2	GRCh37	1:26363743-26372624	FALSE	v4	gene	0.997072402	16	NA
SLC30A2	GRCh37	1:26363743-26372624	FALSE	v4	exon	0.992014742	5	NA
SLC30A2	GRCh37	1:26363743-26372624	FALSE	mrg	gene	0	0	0
SLC30A2	GRCh37	1:26363743-26372624	FALSE	mrg	exon	0	0	0
SLC30A2	GRCh37	1:26363743-26372624	FALSE	hifi	gene	1	NA	NA
DHDDS	GRCh37	1:26758773-26797785	FALSE	v4	gene	0.970726956	27	NA
DHDDS	GRCh37	1:26758773-26797785	FALSE	v4	exon	0.968634686	2	NA
DHDDS	GRCh37	1:26758773-26797785	FALSE	mrg	gene	0	0	0
DHDDS	GRCh37	1:26758773-26797785	FALSE	mrg	exon	0	0	0
DHDDS	GRCh37	1:26758773-26797785	FALSE	hifi	gene	1	NA	NA
ARID1A	GRCh37	1:27022524-27108595	FALSE	v4	gene	0.954944174	18	NA
ARID1A	GRCh37	1:27022524-27108595	FALSE	v4	exon	0.965992754	1	NA
ARID1A	GRCh37	1:27022524-27108595	FALSE	mrg	gene	0	0	0
ARID1A	GRCh37	1:27022524-27108595	FALSE	mrg	exon	0	0	0
ARID1A	GRCh37	1:27022524-27108595	FALSE	hifi	gene	1	NA	NA
PIGV	GRCh37	1:27113963-27124889	TRUE	v4	gene	0.888431265	0	NA
PIGV	GRCh37	1:27113963-27124889	TRUE	v4	exon	0.999313658	0	NA
PIGV	GRCh37	1:27113963-27124889	TRUE	mrg	gene	0.936207212	0	0
PIGV	GRCh37	1:27113963-27124889	TRUE	mrg	exon	1	0	0
PIGV	GRCh37	1:27113963-27124889	TRUE	hifi	gene	1	NA	NA
NUDC	GRCh37	1:27226729-27273353	FALSE	v4	gene	0.974133493	3	NA
NUDC	GRCh37	1:27226729-27273353	FALSE	v4	exon	1	0	NA
NUDC	GRCh37	1:27226729-27273353	FALSE	mrg	gene	0	0	0
NUDC	GRCh37	1:27226729-27273353	FALSE	mrg	exon	0	0	0
NUDC	GRCh37	1:27226729-27273353	FALSE	hifi	gene	1	NA	NA
NR0B2	GRCh37	1:27237980-27240457	FALSE	v4	gene	1	0	NA
NR0B2	GRCh37	1:27237980-27240457	FALSE	v4	exon	1	0	NA
NR0B2	GRCh37	1:27237980-27240457	FALSE	mrg	gene	0	0	0
NR0B2	GRCh37	1:27237980-27240457	FALSE	mrg	exon	0	0	0
NR0B2	GRCh37	1:27237980-27240457	FALSE	hifi	gene	1	NA	NA
FCN3	GRCh37	1:27695603-27701315	FALSE	v4	gene	0.977240896	3	NA
FCN3	GRCh37	1:27695603-27701315	FALSE	v4	exon	1	0	NA
FCN3	GRCh37	1:27695603-27701315	FALSE	mrg	gene	0	0	0
FCN3	GRCh37	1:27695603-27701315	FALSE	mrg	exon	0	0	0
FCN3	GRCh37	1:27695603-27701315	FALSE	hifi	gene	1	NA	NA
PTAFR	GRCh37	1:28473677-28520447	FALSE	v4	gene	0.96254009	20	NA
PTAFR	GRCh37	1:28473677-28520447	FALSE	v4	exon	0.978099086	1	NA
PTAFR	GRCh37	1:28473677-28520447	FALSE	mrg	gene	0	0	0
PTAFR	GRCh37	1:28473677-28520447	FALSE	mrg	exon	0	0	0
PTAFR	GRCh37	1:28473677-28520447	FALSE	hifi	gene	1	NA	NA
SESN2	GRCh37	1:28586038-28609002	FALSE	v4	gene	0.953231144	19	NA
SESN2	GRCh37	1:28586038-28609002	FALSE	v4	exon	1	1	NA
SESN2	GRCh37	1:28586038-28609002	FALSE	mrg	gene	0	0	0
SESN2	GRCh37	1:28586038-28609002	FALSE	mrg	exon	0	0	0
SESN2	GRCh37	1:28586038-28609002	FALSE	hifi	gene	1	NA	NA
EPB41	GRCh37	1:29213603-29446553	FALSE	v4	gene	0.959562138	239	NA
EPB41	GRCh37	1:29213603-29446553	FALSE	v4	exon	1	5	NA
EPB41	GRCh37	1:29213603-29446553	FALSE	mrg	gene	0	0	0
EPB41	GRCh37	1:29213603-29446553	FALSE	mrg	exon	0	0	0
EPB41	GRCh37	1:29213603-29446553	FALSE	hifi	gene	1	NA	NA
CCDC28B	GRCh37	1:32665987-32670988	FALSE	v4	gene	0.977804439	0	NA
CCDC28B	GRCh37	1:32665987-32670988	FALSE	v4	exon	1	0	NA
CCDC28B	GRCh37	1:32665987-32670988	FALSE	mrg	gene	0	0	0
CCDC28B	GRCh37	1:32665987-32670988	FALSE	mrg	exon	0	0	0
CCDC28B	GRCh37	1:32665987-32670988	FALSE	hifi	gene	1	NA	NA
LCK	GRCh37	1:32716840-32751766	FALSE	v4	gene	0.904140182	10	NA
LCK	GRCh37	1:32716840-32751766	FALSE	v4	exon	1	0	NA
LCK	GRCh37	1:32716840-32751766	FALSE	mrg	gene	0	0	0
LCK	GRCh37	1:32716840-32751766	FALSE	mrg	exon	0	0	0
LCK	GRCh37	1:32716840-32751766	FALSE	hifi	gene	1	NA	NA
YARS	GRCh37	1:33240840-33283754	FALSE	v4	gene	0.949829892	25	NA
YARS	GRCh37	1:33240840-33283754	FALSE	v4	exon	1	0	NA
YARS	GRCh37	1:33240840-33283754	FALSE	mrg	gene	0	0	0
YARS	GRCh37	1:33240840-33283754	FALSE	mrg	exon	0	0	0
YARS	GRCh37	1:33240840-33283754	FALSE	hifi	gene	1	NA	NA
AK2	GRCh37	1:33473585-33546597	FALSE	v4	gene	0.945063825	8	NA
AK2	GRCh37	1:33473585-33546597	FALSE	v4	exon	0.95005176	0	NA
AK2	GRCh37	1:33473585-33546597	FALSE	mrg	gene	0	0	0
AK2	GRCh37	1:33473585-33546597	FALSE	mrg	exon	0	0	0
AK2	GRCh37	1:33473585-33546597	FALSE	hifi	gene	1	NA	NA
GJB4	GRCh37	1:35225342-35229325	FALSE	v4	gene	1	4	NA
GJB4	GRCh37	1:35225342-35229325	FALSE	v4	exon	1	2	NA
GJB4	GRCh37	1:35225342-35229325	FALSE	mrg	gene	0	0	0
GJB4	GRCh37	1:35225342-35229325	FALSE	mrg	exon	0	0	0
GJB4	GRCh37	1:35225342-35229325	FALSE	hifi	gene	1	NA	NA
GJB3	GRCh37	1:35246790-35251970	FALSE	v4	gene	1	11	NA
GJB3	GRCh37	1:35246790-35251970	FALSE	v4	exon	1	5	NA
GJB3	GRCh37	1:35246790-35251970	FALSE	mrg	gene	0	0	0
GJB3	GRCh37	1:35246790-35251970	FALSE	mrg	exon	0	0	0
GJB3	GRCh37	1:35246790-35251970	FALSE	hifi	gene	1	NA	NA
DLGAP3	GRCh37	1:35331037-35395186	FALSE	v4	gene	0.988074639	55	NA
DLGAP3	GRCh37	1:35331037-35395186	FALSE	v4	exon	1	0	NA
DLGAP3	GRCh37	1:35331037-35395186	FALSE	mrg	gene	0	0	0
DLGAP3	GRCh37	1:35331037-35395186	FALSE	mrg	exon	0	0	0
DLGAP3	GRCh37	1:35331037-35395186	FALSE	hifi	gene	1	NA	NA
SFPQ	GRCh37	1:35641979-35658749	FALSE	v4	gene	1	1	NA
SFPQ	GRCh37	1:35641979-35658749	FALSE	v4	exon	1	0	NA
SFPQ	GRCh37	1:35641979-35658749	FALSE	mrg	gene	0	0	0
SFPQ	GRCh37	1:35641979-35658749	FALSE	mrg	exon	0	0	0
SFPQ	GRCh37	1:35641979-35658749	FALSE	hifi	gene	1	NA	NA
AGO1	GRCh37	1:36335409-36395211	FALSE	v4	gene	0.990903314	4	NA
AGO1	GRCh37	1:36335409-36395211	FALSE	v4	exon	0.995380158	1	NA
AGO1	GRCh37	1:36335409-36395211	FALSE	mrg	gene	0	0	0
AGO1	GRCh37	1:36335409-36395211	FALSE	mrg	exon	0	0	0
AGO1	GRCh37	1:36335409-36395211	FALSE	hifi	gene	1	NA	NA
TEKT2	GRCh37	1:36549676-36553876	FALSE	v4	gene	0.97547619	4	NA
TEKT2	GRCh37	1:36549676-36553876	FALSE	v4	exon	1	1	NA
TEKT2	GRCh37	1:36549676-36553876	FALSE	mrg	gene	0	0	0
TEKT2	GRCh37	1:36549676-36553876	FALSE	mrg	exon	0	0	0
TEKT2	GRCh37	1:36549676-36553876	FALSE	hifi	gene	1	NA	NA
COL8A2	GRCh37	1:36560837-36590821	FALSE	v4	gene	0.952841515	51	NA
COL8A2	GRCh37	1:36560837-36590821	FALSE	v4	exon	1	3	NA
COL8A2	GRCh37	1:36560837-36590821	FALSE	mrg	gene	0	0	0
COL8A2	GRCh37	1:36560837-36590821	FALSE	mrg	exon	0	0	0
COL8A2	GRCh37	1:36560837-36590821	FALSE	hifi	gene	1	NA	NA
THRAP3	GRCh37	1:36690017-36770958	FALSE	v4	gene	0.921201863	124	NA
THRAP3	GRCh37	1:36690017-36770958	FALSE	v4	exon	0.941331575	3	NA
THRAP3	GRCh37	1:36690017-36770958	FALSE	mrg	gene	0	0	0
THRAP3	GRCh37	1:36690017-36770958	FALSE	mrg	exon	0	0	0
THRAP3	GRCh37	1:36690017-36770958	FALSE	hifi	gene	1	NA	NA
CSF3R	GRCh37	1:36931644-36948879	FALSE	v4	gene	0.997969249	17	NA
CSF3R	GRCh37	1:36931644-36948879	FALSE	v4	exon	1	2	NA
CSF3R	GRCh37	1:36931644-36948879	FALSE	mrg	gene	0	0	0
CSF3R	GRCh37	1:36931644-36948879	FALSE	mrg	exon	0	0	0
CSF3R	GRCh37	1:36931644-36948879	FALSE	hifi	gene	1	NA	NA
SNIP1	GRCh37	1:38000050-38019903	FALSE	v4	gene	0.948068302	25	NA
SNIP1	GRCh37	1:38000050-38019903	FALSE	v4	exon	0.955253345	3	NA
SNIP1	GRCh37	1:38000050-38019903	FALSE	mrg	gene	0	0	0
SNIP1	GRCh37	1:38000050-38019903	FALSE	mrg	exon	0	0	0
SNIP1	GRCh37	1:38000050-38019903	FALSE	hifi	gene	1	NA	NA
RSPO1	GRCh37	1:38076951-38100595	FALSE	v4	gene	0.972128235	38	NA
RSPO1	GRCh37	1:38076951-38100595	FALSE	v4	exon	0.870241117	3	NA
RSPO1	GRCh37	1:38076951-38100595	FALSE	mrg	gene	0	0	0
RSPO1	GRCh37	1:38076951-38100595	FALSE	mrg	exon	0	0	0
RSPO1	GRCh37	1:38076951-38100595	FALSE	hifi	gene	1	NA	NA
INPP5B	GRCh37	1:38326369-38412729	FALSE	v4	gene	0.903543307	95	NA
INPP5B	GRCh37	1:38326369-38412729	FALSE	v4	exon	0.999341238	4	NA
INPP5B	GRCh37	1:38326369-38412729	FALSE	mrg	gene	0	0	0
INPP5B	GRCh37	1:38326369-38412729	FALSE	mrg	exon	0	0	0
INPP5B	GRCh37	1:38326369-38412729	FALSE	hifi	gene	1	NA	NA
NDUFS5	GRCh37	1:39491990-39500308	FALSE	v4	gene	0.946140899	28	NA
NDUFS5	GRCh37	1:39491990-39500308	FALSE	v4	exon	1	0	NA
NDUFS5	GRCh37	1:39491990-39500308	FALSE	mrg	gene	0	0	0
NDUFS5	GRCh37	1:39491990-39500308	FALSE	mrg	exon	0	0	0
NDUFS5	GRCh37	1:39491990-39500308	FALSE	hifi	gene	1	NA	NA
MYCL	GRCh37	1:40361098-40367928	FALSE	v4	gene	1	3	NA
MYCL	GRCh37	1:40361098-40367928	FALSE	v4	exon	1	2	NA
MYCL	GRCh37	1:40361098-40367928	FALSE	mrg	gene	0	0	0
MYCL	GRCh37	1:40361098-40367928	FALSE	mrg	exon	0	0	0
MYCL	GRCh37	1:40361098-40367928	FALSE	hifi	gene	1	NA	NA
PPT1	GRCh37	1:40538379-40563375	FALSE	v4	gene	0.979476716	64	NA
PPT1	GRCh37	1:40538379-40563375	FALSE	v4	exon	1	2	NA
PPT1	GRCh37	1:40538379-40563375	FALSE	mrg	gene	0	0	0
PPT1	GRCh37	1:40538379-40563375	FALSE	mrg	exon	0	0	0
PPT1	GRCh37	1:40538379-40563375	FALSE	hifi	gene	1	NA	NA
ZMPSTE24	GRCh37	1:40723779-40759856	FALSE	v4	gene	0.941375392	27	NA
ZMPSTE24	GRCh37	1:40723779-40759856	FALSE	v4	exon	1	3	NA
ZMPSTE24	GRCh37	1:40723779-40759856	FALSE	mrg	gene	0	0	0
ZMPSTE24	GRCh37	1:40723779-40759856	FALSE	mrg	exon	0	0	0
ZMPSTE24	GRCh37	1:40723779-40759856	FALSE	hifi	gene	1	NA	NA
COL9A2	GRCh37	1:40766159-40783488	FALSE	v4	gene	0.990709216	6	NA
COL9A2	GRCh37	1:40766159-40783488	FALSE	v4	exon	1	0	NA
COL9A2	GRCh37	1:40766159-40783488	FALSE	mrg	gene	0	0	0
COL9A2	GRCh37	1:40766159-40783488	FALSE	mrg	exon	0	0	0
COL9A2	GRCh37	1:40766159-40783488	FALSE	hifi	gene	1	NA	NA
ZFP69	GRCh37	1:40942887-40962015	FALSE	v4	gene	0.940401506	19	NA
ZFP69	GRCh37	1:40942887-40962015	FALSE	v4	exon	1	1	NA
ZFP69	GRCh37	1:40942887-40962015	FALSE	mrg	gene	0	0	0
ZFP69	GRCh37	1:40942887-40962015	FALSE	mrg	exon	0	0	0
ZFP69	GRCh37	1:40942887-40962015	FALSE	hifi	gene	1	NA	NA
RIMS3	GRCh37	1:41086351-41131329	FALSE	v4	gene	0.985637423	48	NA
RIMS3	GRCh37	1:41086351-41131329	FALSE	v4	exon	1	2	NA
RIMS3	GRCh37	1:41086351-41131329	FALSE	mrg	gene	0	0	0
RIMS3	GRCh37	1:41086351-41131329	FALSE	mrg	exon	0	0	0
RIMS3	GRCh37	1:41086351-41131329	FALSE	hifi	gene	1	NA	NA
KCNQ4	GRCh37	1:41249684-41306124	FALSE	v4	gene	0.986233168	101	NA
KCNQ4	GRCh37	1:41249684-41306124	FALSE	v4	exon	1	2	NA
KCNQ4	GRCh37	1:41249684-41306124	FALSE	mrg	gene	0	0	0
KCNQ4	GRCh37	1:41249684-41306124	FALSE	mrg	exon	0	0	0
KCNQ4	GRCh37	1:41249684-41306124	FALSE	hifi	gene	1	NA	NA
CLDN19	GRCh37	1:43198764-43205925	FALSE	v4	gene	0.999441419	7	NA
CLDN19	GRCh37	1:43198764-43205925	FALSE	v4	exon	0.998888271	2	NA
CLDN19	GRCh37	1:43198764-43205925	FALSE	mrg	gene	0	0	0
CLDN19	GRCh37	1:43198764-43205925	FALSE	mrg	exon	0	0	0
CLDN19	GRCh37	1:43198764-43205925	FALSE	hifi	gene	1	NA	NA
LEPRE1	GRCh37	1:43212006-43232755	FALSE	v4	gene	0.925972336	18	NA
LEPRE1	GRCh37	1:43212006-43232755	FALSE	v4	exon	1	2	NA
LEPRE1	GRCh37	1:43212006-43232755	FALSE	mrg	gene	0	0	0
LEPRE1	GRCh37	1:43212006-43232755	FALSE	mrg	exon	0	0	0
LEPRE1	GRCh37	1:43212006-43232755	FALSE	hifi	gene	1	NA	NA
ERMAP	GRCh37	1:43282795-43310660	FALSE	v4	gene	0.975453077	28	NA
ERMAP	GRCh37	1:43282795-43310660	FALSE	v4	exon	1	5	NA
ERMAP	GRCh37	1:43282795-43310660	FALSE	mrg	gene	0	0	0
ERMAP	GRCh37	1:43282795-43310660	FALSE	mrg	exon	0	0	0
ERMAP	GRCh37	1:43282795-43310660	FALSE	hifi	gene	1	NA	NA
SLC2A1	GRCh37	1:43391052-43424530	FALSE	v4	gene	0.977059562	66	NA
SLC2A1	GRCh37	1:43391052-43424530	FALSE	v4	exon	1	4	NA
SLC2A1	GRCh37	1:43391052-43424530	FALSE	mrg	gene	0	0	0
SLC2A1	GRCh37	1:43391052-43424530	FALSE	mrg	exon	0	0	0
SLC2A1	GRCh37	1:43391052-43424530	FALSE	hifi	gene	1	NA	NA
MPL	GRCh37	1:43803478-43818443	FALSE	v4	gene	1	2	NA
MPL	GRCh37	1:43803478-43818443	FALSE	v4	exon	1	0	NA
MPL	GRCh37	1:43803478-43818443	FALSE	mrg	gene	0	0	0
MPL	GRCh37	1:43803478-43818443	FALSE	mrg	exon	0	0	0
MPL	GRCh37	1:43803478-43818443	FALSE	hifi	gene	1	NA	NA
ST3GAL3	GRCh37	1:44171495-44396831	FALSE	v4	gene	0.94315156	157	NA
ST3GAL3	GRCh37	1:44171495-44396831	FALSE	v4	exon	1	2	NA
ST3GAL3	GRCh37	1:44171495-44396831	FALSE	mrg	gene	0	0	0
ST3GAL3	GRCh37	1:44171495-44396831	FALSE	mrg	exon	0	0	0
ST3GAL3	GRCh37	1:44171495-44396831	FALSE	hifi	gene	1	NA	NA
B4GALT2	GRCh37	1:44444615-44456840	FALSE	v4	gene	0.958691207	10	NA
B4GALT2	GRCh37	1:44444615-44456840	FALSE	v4	exon	0.993875468	1	NA
B4GALT2	GRCh37	1:44444615-44456840	FALSE	mrg	gene	0	0	0
B4GALT2	GRCh37	1:44444615-44456840	FALSE	mrg	exon	0	0	0
B4GALT2	GRCh37	1:44444615-44456840	FALSE	hifi	gene	1	NA	NA
SLC6A9	GRCh37	1:44457172-44497139	FALSE	v4	gene	0.976880927	44	NA
SLC6A9	GRCh37	1:44457172-44497139	FALSE	v4	exon	1	2	NA
SLC6A9	GRCh37	1:44457172-44497139	FALSE	mrg	gene	0	0	0
SLC6A9	GRCh37	1:44457172-44497139	FALSE	mrg	exon	0	0	0
SLC6A9	GRCh37	1:44457172-44497139	FALSE	hifi	gene	1	NA	NA
PTCH2	GRCh37	1:45285516-45308735	FALSE	v4	gene	0.987811706	1	NA
PTCH2	GRCh37	1:45285516-45308735	FALSE	v4	exon	1	0	NA
PTCH2	GRCh37	1:45285516-45308735	FALSE	mrg	gene	0	0	0
PTCH2	GRCh37	1:45285516-45308735	FALSE	mrg	exon	0	0	0
PTCH2	GRCh37	1:45285516-45308735	FALSE	hifi	gene	1	NA	NA
EIF2B3	GRCh37	1:45316450-45452282	FALSE	v4	gene	0.955143118	14	NA
EIF2B3	GRCh37	1:45316450-45452282	FALSE	v4	exon	1	0	NA
EIF2B3	GRCh37	1:45316450-45452282	FALSE	mrg	gene	0	0	0
EIF2B3	GRCh37	1:45316450-45452282	FALSE	mrg	exon	0	0	0
EIF2B3	GRCh37	1:45316450-45452282	FALSE	hifi	gene	1	NA	NA
UROD	GRCh37	1:45477819-45481247	FALSE	v4	gene	1	2	NA
UROD	GRCh37	1:45477819-45481247	FALSE	v4	exon	1	0	NA
UROD	GRCh37	1:45477819-45481247	FALSE	mrg	gene	0	0	0
UROD	GRCh37	1:45477819-45481247	FALSE	mrg	exon	0	0	0
UROD	GRCh37	1:45477819-45481247	FALSE	hifi	gene	1	NA	NA
MUTYH	GRCh37	1:45794835-45806142	FALSE	v4	gene	0.989829309	8	NA
MUTYH	GRCh37	1:45794835-45806142	FALSE	v4	exon	1	1	NA
MUTYH	GRCh37	1:45794835-45806142	FALSE	mrg	gene	0	0	0
MUTYH	GRCh37	1:45794835-45806142	FALSE	mrg	exon	0	0	0
MUTYH	GRCh37	1:45794835-45806142	FALSE	hifi	gene	1	NA	NA
MMACHC	GRCh37	1:45965725-45976739	FALSE	v4	gene	0.974487017	14	NA
MMACHC	GRCh37	1:45965725-45976739	FALSE	v4	exon	1	7	NA
MMACHC	GRCh37	1:45965725-45976739	FALSE	mrg	gene	0	0	0
MMACHC	GRCh37	1:45965725-45976739	FALSE	mrg	exon	0	0	0
MMACHC	GRCh37	1:45965725-45976739	FALSE	hifi	gene	1	NA	NA
POMGNT1	GRCh37	1:46654354-46685977	FALSE	v4	gene	0.969199633	9	NA
POMGNT1	GRCh37	1:46654354-46685977	FALSE	v4	exon	1	1	NA
POMGNT1	GRCh37	1:46654354-46685977	FALSE	mrg	gene	0	0	0
POMGNT1	GRCh37	1:46654354-46685977	FALSE	mrg	exon	0	0	0
POMGNT1	GRCh37	1:46654354-46685977	FALSE	hifi	gene	1	NA	NA
RAD54L	GRCh37	1:46713360-46744145	FALSE	v4	gene	0.984635374	11	NA
RAD54L	GRCh37	1:46713360-46744145	FALSE	v4	exon	1	0	NA
RAD54L	GRCh37	1:46713360-46744145	FALSE	mrg	gene	0	0	0
RAD54L	GRCh37	1:46713360-46744145	FALSE	mrg	exon	0	0	0
RAD54L	GRCh37	1:46713360-46744145	FALSE	hifi	gene	1	NA	NA
FAAH	GRCh37	1:46859937-46879520	FALSE	v4	gene	0.988561507	17	NA
FAAH	GRCh37	1:46859937-46879520	FALSE	v4	exon	1	2	NA
FAAH	GRCh37	1:46859937-46879520	FALSE	mrg	gene	0	0	0
FAAH	GRCh37	1:46859937-46879520	FALSE	mrg	exon	0	0	0
FAAH	GRCh37	1:46859937-46879520	FALSE	hifi	gene	1	NA	NA
CYP4A22	GRCh37	1:47603107-47615413	FALSE	v4	gene	1	39	NA
CYP4A22	GRCh37	1:47603107-47615413	FALSE	v4	exon	1	13	NA
CYP4A22	GRCh37	1:47603107-47615413	FALSE	mrg	gene	0	0	0
CYP4A22	GRCh37	1:47603107-47615413	FALSE	mrg	exon	0	0	0
CYP4A22	GRCh37	1:47603107-47615413	FALSE	hifi	gene	1	NA	NA
TAL1	GRCh37	1:47681962-47697892	FALSE	v4	gene	0.984745763	16	NA
TAL1	GRCh37	1:47681962-47697892	FALSE	v4	exon	0.972117856	4	NA
TAL1	GRCh37	1:47681962-47697892	FALSE	mrg	gene	0	0	0
TAL1	GRCh37	1:47681962-47697892	FALSE	mrg	exon	0	0	0
TAL1	GRCh37	1:47681962-47697892	FALSE	hifi	gene	1	NA	NA
STIL	GRCh37	1:47715811-47779819	FALSE	v4	gene	0.943116485	98	NA
STIL	GRCh37	1:47715811-47779819	FALSE	v4	exon	1	2	NA
STIL	GRCh37	1:47715811-47779819	FALSE	mrg	gene	0	0	0
STIL	GRCh37	1:47715811-47779819	FALSE	mrg	exon	0	0	0
STIL	GRCh37	1:47715811-47779819	FALSE	hifi	gene	1	NA	NA
CMPK1	GRCh37	1:47799469-47844511	FALSE	v4	gene	0.948869944	67	NA
CMPK1	GRCh37	1:47799469-47844511	FALSE	v4	exon	1	3	NA
CMPK1	GRCh37	1:47799469-47844511	FALSE	mrg	gene	0	0	0
CMPK1	GRCh37	1:47799469-47844511	FALSE	mrg	exon	0	0	0
