gene	ref	chrom	start	end	data_set	avg_cov	bp_cov_by_100X	bp_cov_by_20X
PSEN2	GRCh37	1	227057885	227083806	CCS	51.64	0	1
ADCK3	GRCh37	1	227085237	227175246	CCS	51.85	0	1
GJC2	GRCh37	1	228337553	228347527	CCS	42.88	0	1
HIST3H3	GRCh37	1	228612546	228613026	CCS	46.46	0	1
ACTA1	GRCh37	1	229566992	229569845	CCS	50.56	0	1
GALNT2	GRCh37	1	230193536	230417870	CCS	52.6	0	1
COG2	GRCh37	1	230778235	230829728	CCS	61.31	0	1
AGT	GRCh37	1	230838269	230850043	CCS	59.42	0	1
GNPAT	GRCh37	1	231376953	231413719	CCS	48.81	0	1
EGLN1	GRCh37	1	231499497	231560790	CCS	58.46	0	1
DISC1	GRCh37	1	231762561	232177018	CCS	54.09	0	0.981800258
ARID4B	GRCh37	1	235294949	235491534	CCS	55.76	0	1
TBCE	GRCh37	1	235530675	235612283	CCS	48.55	0	0.986629169
B3GALNT2	GRCh37	1	235613238	235667781	CCS	49.96	0	1
LYST	GRCh37	1	235824341	236046940	CCS	60.87	0	1
EDARADD	GRCh37	1	236511562	236648214	CCS	53.67	0	1
ACTN2	GRCh37	1	236849754	236927931	CCS	51.07	0.004916354	1
MTR	GRCh37	1	236958610	237067281	CCS	61.66	0	1
RYR2	GRCh37	1	237205505	237997288	CCS	56.99	0	1
CHRM3	GRCh37	1	239549865	240078750	CCS	56.86	0	1
FMN2	GRCh37	1	240177648	240638489	CCS	53.87	0	1
RGS7	GRCh37	1	240931554	241520530	CCS	56.48	0	1
FH	GRCh37	1	241660903	241683061	CCS	53.84	0	1
EXO1	GRCh37	1	242011269	242058450	CCS	51.43	0	1
SDCCAG8	GRCh37	1	243419320	243663394	CCS	57.01	0	1
AKT3	GRCh37	1	243651535	244014381	CCS	58.2	0	1
ZBTB18	GRCh37	1	244214585	244220778	CCS	52.13	0	1
HNRNPU	GRCh37	1	245014468	245027844	CCS	59.66	0	1
NLRP3	GRCh37	1	247579458	247612410	CCS	57.49	0	1
OR13G1	GRCh37	1	247835320	247836365	CCS	44.73	0	0.856011694
OR2T5	GRCh37	1	248651885	248652898	CCS	56.75	0	1
ACP1	GRCh37	2	264140	278283	CCS	49.65	0	1
SNTG2	GRCh37	2	946554	1371385	CCS	54.6	0	0.992664
TPO	GRCh37	2	1377995	1547483	CCS	50.41	0	1
PXDN	GRCh37	2	1635659	1748624	CCS	43.83	0	1
MYT1L	GRCh37	2	1792885	2335032	CCS	53.39	0	1
RPS7	GRCh37	2	3622795	3628509	CCS	47.36	0	1
COLEC11	GRCh37	2	3642426	3692048	CCS	48.48	0	1
ADAM17	GRCh37	2	9628615	9695921	CCS	53.98	0	1
GRHL1	GRCh37	2	10085341	10142411	CCS	53.47	0	1
KLF11	GRCh37	2	10182976	10194963	CCS	50.29	0	1
CYS1	GRCh37	2	10196907	10221071	CCS	48.52	0	1
ODC1	GRCh37	2	10580094	10588630	CCS	50.9	0	1
LPIN1	GRCh37	2	11817721	11967535	CCS	58.34	0	1
TRIB2	GRCh37	2	12857015	12882860	CCS	55.08	0	1
NBAS	GRCh37	2	15307032	15701454	CCS	59.22	0	1
MYCN	GRCh37	2	16080686	16087129	CCS	49.92	0	1
NT5C1B	GRCh37	2	18737050	18770838	CCS	59.76	0	1
WDR35	GRCh37	2	20110021	20189892	CCS	59.19	0	1
MATN3	GRCh37	2	20191872	20212455	CCS	64.3	0	1
HS1BP3	GRCh37	2	20760208	20850849	CCS	56.13	0	1
GDF7	GRCh37	2	20866424	20873418	CCS	62.16	0	1
APOB	GRCh37	2	21224301	21266945	CCS	57.39	0	1
ITSN2	GRCh37	2	24425733	24583583	CCS	55.99	0	1
NCOA1	GRCh37	2	24714783	24993571	CCS	58.93	0	1
ADCY3	GRCh37	2	25042038	25142708	CCS	52	0	1
POMC	GRCh37	2	25383722	25391772	CCS	51.92	0	1
DNMT3A	GRCh37	2	25455845	25565459	CCS	49.05	0	1
ASXL2	GRCh37	2	25956622	26101385	CCS	58.25	0	1
HADHA	GRCh37	2	26413504	26467594	CCS	53.2	0	1
HADHB	GRCh37	2	26466038	26513336	CCS	52.7	0	1
OTOF	GRCh37	2	26680071	26781566	CCS	49.43	0	1
KCNK3	GRCh37	2	26915619	26956288	CCS	49.74	0	1
KHK	GRCh37	2	27309615	27323640	CCS	49.63	0	1
UCN	GRCh37	2	27530268	27531313	CCS	51.19	0	1
MPV17	GRCh37	2	27532360	27548547	CCS	50.09	0	1
EIF2B4	GRCh37	2	27587219	27593353	CCS	53.63	0	1
ZNF513	GRCh37	2	27600098	27603657	CCS	57.05	0	1
PPM1G	GRCh37	2	27604061	27632554	CCS	57.81	0	1
IFT172	GRCh37	2	27667238	27712656	CCS	50.72	0	1
GCKR	GRCh37	2	27719709	27746554	CCS	54.91	0	1
C2orf71	GRCh37	2	29283842	29297127	CCS	52.34	0	1
ALK	GRCh37	2	29415640	30144432	CCS	55.83	0	0.998359764
GALNT14	GRCh37	2	31133333	31378068	CCS	52.91	0	1
XDH	GRCh37	2	31557187	31637581	CCS	58.67	0	1
SRD5A2	GRCh37	2	31747550	31806136	CCS	59.83	0	1
SPAST	GRCh37	2	32288680	32382706	CCS	48.51	0	1
BIRC6	GRCh37	2	32582096	32843966	CCS	54.04	0	1
LTBP1	GRCh37	2	33172039	33624576	CCS	56.75	0	1
STRN	GRCh37	2	37070783	37193615	CCS	56.74	0	1
NDUFAF7	GRCh37	2	37458774	37480546	CCS	49.98	0	1
CYP1B1	GRCh37	2	38294116	38337044	CCS	59.12	0	1
SOS1	GRCh37	2	39208537	39351486	CCS	55.2	0	1
EML4	GRCh37	2	42396490	42559688	CCS	57.15	0	1
ZFP36L2	GRCh37	2	43449541	43453748	CCS	42.68	0	1
ABCG5	GRCh37	2	44039611	44066004	CCS	56.13	0	1
ABCG8	GRCh37	2	44066103	44105605	CCS	54.43	0	1
LRPPRC	GRCh37	2	44113647	44223144	CCS	59.15	0	1
PPM1B	GRCh37	2	44395108	44471523	CCS	50.79	0	1
SLC3A1	GRCh37	2	44502599	44548633	CCS	51.81	0	1
PREPL	GRCh37	2	44543420	44589001	CCS	56.38	0	1
CAMKMT	GRCh37	2	44589089	44999731	CCS	60.44	0	1
SIX3	GRCh37	2	45168902	45173216	CCS	48.75	0	1
SIX2	GRCh37	2	45232300	45236569	CCS	52.72	0	1
EPAS1	GRCh37	2	46520806	46613836	CCS	59.63	0	1
MCFD2	GRCh37	2	47129009	47168994	CCS	51.83	0	1
CALM2	GRCh37	2	47387221	47403740	CCS	53.47	0	1
EPCAM	GRCh37	2	47572297	47614740	CCS	51.02	0	1
MSH2	GRCh37	2	47630108	47789450	CCS	51.87	0	1
MSH6	GRCh37	2	47922669	48037240	CCS	49.76	0	1
FBXO11	GRCh37	2	48016455	48132932	CCS	53.38	0	1
LHCGR	GRCh37	2	48859428	48982880	CCS	58.35	0	1
FSHR	GRCh37	2	49189296	49381676	CCS	54.72	0	1
NRXN1	GRCh37	2	50145643	51259674	CCS	57.94	0	1
SPTBN1	GRCh37	2	54683422	54896812	CCS	53.94	0	1
RPS27A	GRCh37	2	55459039	55462989	CCS	58.52	0	1
PNPT1	GRCh37	2	55861400	55921045	CCS	47.86	0	1
EFEMP1	GRCh37	2	56093102	56151274	CCS	57.17	0	1
FANCL	GRCh37	2	58386378	58468507	CCS	59.77	0	1
BCL11A	GRCh37	2	60678302	60780702	CCS	57.74	0	1
REL	GRCh37	2	61108656	61158745	CCS	59.51	0	1
PEX13	GRCh37	2	61244360	61279125	CCS	55.89	0	1
XPO1	GRCh37	2	61704984	61765761	CCS	49.04	0	1
FAM161A	GRCh37	2	62051989	62081278	CCS	54.39	0	1
COMMD1	GRCh37	2	62115859	62374382	CCS	53.54	0	1
B3GNT2	GRCh37	2	62423248	62451866	CCS	48.89	0	1
EHBP1	GRCh37	2	62900986	63273622	CCS	62.48	0	1
WDPCP	GRCh37	2	63348518	64054977	CCS	63.41	0	1
VPS54	GRCh37	2	64119280	64246206	CCS	60.67	0	1
SPRED2	GRCh37	2	65537985	65659771	CCS	54.04	0	1
MEIS1	GRCh37	2	66660584	66801001	CCS	59.7	0	1
PPP3R1	GRCh37	2	68405989	68483369	CCS	60.18	0	1
PROKR1	GRCh37	2	68870721	68882708	CCS	57.11	0	1
ANTXR1	GRCh37	2	69240310	69476459	CCS	61.48	0	1
GFPT1	GRCh37	2	69546905	69614382	CCS	55.42	0	1
NFU1	GRCh37	2	69622882	69664760	CCS	51.74	0	1
ASPRV1	GRCh37	2	70187226	70189397	CCS	55.89	0	1
PCBP1	GRCh37	2	70314585	70316332	CCS	45.99	0	1
C2orf42	GRCh37	2	70377012	70475747	CCS	49.88	0	1
TIA1	GRCh37	2	70436576	70475792	CCS	51.51	0	1
ADD2	GRCh37	2	70834750	70995357	CCS	57.72	0	1
FIGLA	GRCh37	2	71004442	71017775	CCS	60.45	0	1
ATP6V1B1	GRCh37	2	71163012	71192536	CCS	54.98	0	1
MCEE	GRCh37	2	71336814	71357369	CCS	51.73	0	1
DYSF	GRCh37	2	71680852	71913898	CCS	52.34	0	1
CYP26B1	GRCh37	2	72356367	72375167	CCS	47.23	0	1
SPR	GRCh37	2	73114489	73119287	CCS	55.65	0	1
EMX1	GRCh37	2	73143389	73162020	CCS	52.61	0	1
ALMS1	GRCh37	2	73612886	73837920	CCS	56.26	0	1
DGUOK	GRCh37	2	74153953	74186088	CCS	57.34	0	1
BOLA3	GRCh37	2	74362525	74375121	CCS	50.55	0	1
DCTN1	GRCh37	2	74588281	74619214	CCS	58.46	0	1
MOGS	GRCh37	2	74688184	74692537	CCS	52.88	0	1
TLX2	GRCh37	2	74740590	74744274	CCS	47.8	0	1
HTRA2	GRCh37	2	74756504	74760472	CCS	46.29	0	1
DOK1	GRCh37	2	74776153	74784681	CCS	48.13	0	1
CTNNA2	GRCh37	2	79412357	80875905	CCS	57.06	0	1
LRRTM1	GRCh37	2	80515483	80531874	CCS	53.77	0	1
SUCLG1	GRCh37	2	84650647	84687169	CCS	62.99	0	1
TCF7L1	GRCh37	2	85360533	85537511	CCS	50.05	0	1
GGCX	GRCh37	2	85771846	85788670	CCS	53.78	0	1
SFTPB	GRCh37	2	85884437	85895864	CCS	51.74	0	1
ST3GAL5	GRCh37	2	86066267	86116137	CCS	56.85	0	1
IMMT	GRCh37	2	86371055	86422893	CCS	58.52	0	1
REEP1	GRCh37	2	86441116	86565206	CCS	53.66	0	1
CD8A	GRCh37	2	87011729	87035519	CCS	59.12	0	1
FABP1	GRCh37	2	88422510	88427635	CCS	58.79	0	1
FOXI3	GRCh37	2	88747726	88752131	CCS	51.37	0	1
EIF2AK3	GRCh37	2	88856259	88927094	CCS	52.42	0	1
RPIA	GRCh37	2	88991162	89050452	CCS	54.23	0	1
IGKC	GRCh37	2	89156674	89157196	CCS	3.65	0	0.032352796
IGKV1-5	GRCh37	2	89246819	89247475	CCS	2.39	0	0
ADRA2B	GRCh37	2	96778707	96781984	CCS	51.04	0	1
TMEM127	GRCh37	2	96914254	96931732	CCS	52.98	0	1
SNRNP200	GRCh37	2	96940074	96971297	CCS	54.53	0	1
CNNM4	GRCh37	2	97426639	97477628	CCS	50.91	0	1
SEMA4C	GRCh37	2	97525453	97536494	CCS	41.58	0	1
ZAP70	GRCh37	2	98330023	98356325	CCS	54.47	0	1
CNGA3	GRCh37	2	98962618	99015064	CCS	51.57	0	1
COA5	GRCh37	2	99215773	99224978	CCS	56.23	0	1
MGAT4A	GRCh37	2	99235569	99347589	CCS	56.63	0	1
AFF3	GRCh37	2	100162323	100759201	CCS	55.75	0	1
NPAS2	GRCh37	2	101436614	101613291	CCS	50.18	0	1
RFX8	GRCh37	2	102013823	102091165	CCS	52.04	0	1
IL1R1	GRCh37	2	102681004	102796334	CCS	53.4	0	1
IL1RL1	GRCh37	2	102927962	102968497	CCS	57.2	0	1
FHL2	GRCh37	2	105974169	106054970	CCS	51.87	0	1
RGPD3	GRCh37	2	107021446	107084832	CCS	52.39	0	1
ST6GAL2	GRCh37	2	107418056	107503564	CCS	54.58	0	1
SLC5A7	GRCh37	2	108602979	108630450	CCS	52.61	0	1
SULT1C2	GRCh37	2	108905095	108926371	CCS	63.22	0	1
SULT1C4	GRCh37	2	108994367	109004513	CCS	56.38	0	1
RANBP2	GRCh37	2	109335937	109402267	CCS	53.13	0	1
EDAR	GRCh37	2	109510927	109605828	CCS	53.52	0	1
NPHP1	GRCh37	2	110879888	110962643	CCS	61.94	0	1
BUB1	GRCh37	2	111395275	111435691	CCS	50.83	0	1
BCL2L11	GRCh37	2	111876955	111926024	CCS	57.66	0	1
ANAPC1	GRCh37	2	112523848	112642267	CCS	57.08	0	1
MERTK	GRCh37	2	112656056	112787138	CCS	52.86	0	1
IL1B	GRCh37	2	113587328	113594480	CCS	50.81	0	1
IL36RN	GRCh37	2	113816215	113822959	CCS	62.36	0	1
IL1RN	GRCh37	2	113864791	113891593	CCS	58.21	0	1
PAX8	GRCh37	2	113973574	114036527	CCS	57.42	0	1
STEAP3	GRCh37	2	119981384	120023228	CCS	50.04	0	1
GLI2	GRCh37	2	121493199	121750229	CCS	50.68	0	1
RNU4ATAC	GRCh37	2	122288457	122288583	CCS	58.36	0	1
GYPC	GRCh37	2	127413509	127454246	CCS	55.91	0	1
BIN1	GRCh37	2	127805603	127864931	CCS	44.41	0	1
ERCC3	GRCh37	2	128014866	128051752	CCS	47.28	0	1
PROC	GRCh37	2	128176003	128186822	CCS	49.15	0	1
MYO7B	GRCh37	2	128293378	128395304	CCS	49.63	0	1
UGGT1	GRCh37	2	128848774	128953251	CCS	49.33	0	1
HS6ST1	GRCh37	2	128994290	129076151	CCS	46.99	0	1
CFC1B	GRCh37	2	131278770	131285579	CCS	15.96	0	0.3252366
CFC1	GRCh37	2	131350339	131357123	CCS	74.51	0	1
RAB3GAP1	GRCh37	2	135809835	135933964	CCS	55.55	0.002760024	1
LCT	GRCh37	2	136545410	136594750	CCS	56.74	0	1
MCM6	GRCh37	2	136597196	136633996	CCS	55	0	1
CXCR4	GRCh37	2	136871919	136875735	CCS	51.63	0	1
HNMT	GRCh37	2	138721590	138773930	CCS	57.14	0	1
LRP1B	GRCh37	2	140988992	142889270	CCS	58.24	0	1
ZEB2	GRCh37	2	145141648	145282147	CCS	55.58	0	1
ACVR2A	GRCh37	2	148602086	148688393	CCS	59.14	0	1
ORC4	GRCh37	2	148687968	148779147	CCS	57.37	0	1
MBD5	GRCh37	2	148778580	149275805	CCS	55.59	0	1
EPC2	GRCh37	2	149402009	149545130	CCS	54.84	0	1
MMADHC	GRCh37	2	150426148	150444330	CCS	62.36	0	1
NEB	GRCh37	2	152341850	152591001	CCS	54.13	0	1
CACNB4	GRCh37	2	152689290	152955593	CCS	53.47	0	1
GALNT13	GRCh37	2	154728426	155310361	CCS	56.39	0	1
NR4A2	GRCh37	2	157180944	157198860	CCS	58.33	0	1
GPD2	GRCh37	2	157291802	157470247	CCS	57.17	0	1
GALNT5	GRCh37	2	158114110	158170723	CCS	63.63	0	1
ACVR1C	GRCh37	2	158383279	158485517	CCS	64.77	0	1
ACVR1	GRCh37	2	158592958	158732374	CCS	54.68	0	1
ITGB6	GRCh37	2	160956177	161128399	CCS	59.72	0	1
SLC4A10	GRCh37	2	162280843	162841792	CCS	61.18	0	1
IFIH1	GRCh37	2	163123589	163175213	CCS	57.66	0	1
SCN3A	GRCh37	2	165944032	166060577	CCS	59.2	0	1
SCN2A	GRCh37	2	166095912	166248818	CCS	56.72	0	1
GALNT3	GRCh37	2	166604101	166651192	CCS	60.56	0	1
TTC21B	GRCh37	2	166713985	166810353	CCS	60	0	1
SCN1A	GRCh37	2	166845670	166984523	CCS	58.51	0	1
SCN9A	GRCh37	2	167051695	167232503	CCS	57.48	0	1
SCN7A	GRCh37	2	167260083	167350757	CCS	56.56	0	1
B3GALT1	GRCh37	2	168675182	168730551	CCS	58.35	0	1
STK39	GRCh37	2	168810530	169104651	CCS	60.27	0	1
CERS6	GRCh37	2	169312372	169631644	CCS	57.58	0	1
LRP2	GRCh37	2	169983619	170219195	CCS	61.52	0	1
BBS5	GRCh37	2	170335688	170382432	CCS	50.96	0	0.998973992
UBR3	GRCh37	2	170683968	170940641	CCS	56.6	0	1
GAD1	GRCh37	2	171669723	171717661	CCS	56.36	0	1
DCAF17	GRCh37	2	172290727	172341562	CCS	61.06	0	1
CYBRD1	GRCh37	2	172378757	172414643	CCS	56.83	0	1
SLC25A12	GRCh37	2	172640880	172864766	CCS	56.02	0	1
DLX1	GRCh37	2	172949468	172954405	CCS	47.29	0	1
DLX2	GRCh37	2	172964167	172967628	CCS	44.56	0	1
ITGA6	GRCh37	2	173292082	173371181	CCS	58.93	0	1
PDK1	GRCh37	2	173420101	173489823	CCS	55.55	0	1
WIPF1	GRCh37	2	175424300	175547644	CCS	55.71	0	1
CHRNA1	GRCh37	2	175612320	175629200	CCS	57.6	0	1
CHN1	GRCh37	2	175664091	175870097	CCS	60.86	0	1
ATF2	GRCh37	2	175936978	176033110	CCS	58.16	0	1
EVX2	GRCh37	2	176942200	176948641	CCS	51.27	0	1
HOXD13	GRCh37	2	176957619	176960666	CCS	48.1	0	1
HOXD11	GRCh37	2	176968944	176974722	CCS	47.54	0	1
HOXD10	GRCh37	2	176973518	176984670	CCS	47.44	0	1
HOXD9	GRCh37	2	176987088	176989853	CCS	44.9	0	1
HOXD4	GRCh37	2	177015950	177017954	CCS	44.09	0	1
NFE2L2	GRCh37	2	178092323	178257425	CCS	59.38	0	1
AGPS	GRCh37	2	178257372	178408564	CCS	54.01	0	1
PDE11A	GRCh37	2	178487980	178973066	CCS	58.22	0	1
PRKRA	GRCh37	2	179296141	179316239	CCS	55.01	0.002911911	1
DFNB59	GRCh37	2	179316163	179326117	CCS	55.36	0.003503223	1
TTN	GRCh37	2	179390716	179695529	CCS	62.7	0	1
CERKL	GRCh37	2	182401403	182545392	CCS	62.35	0	1
NEUROD1	GRCh37	2	182537815	182545603	CCS	61.21	0	1
FRZB	GRCh37	2	183698002	183731890	CCS	57.1	0	1
NCKAP1	GRCh37	2	183773843	183903586	CCS	55.7	0	1
ITGAV	GRCh37	2	187454792	187545628	CCS	56.73	0	1
CALCRL	GRCh37	2	188207856	188313187	CCS	60.46	0	1
TFPI	GRCh37	2	188328957	188430487	CCS	59.34	0	1
COL3A1	GRCh37	2	189839046	189877472	CCS	58.81	0	1
COL5A2	GRCh37	2	189896622	190044605	CCS	57.55	0	1
SLC40A1	GRCh37	2	190425305	190448484	CCS	60.59	0	1
PMS1	GRCh37	2	190649107	190742355	CCS	57.54	0	1
MSTN	GRCh37	2	190920423	190927455	CCS	69.93	0	1
HIBCH	GRCh37	2	191054461	191208919	CCS	59.79	0	1
STAT1	GRCh37	2	191829084	191885686	CCS	54.46	0	1
STAT4	GRCh37	2	191894302	192016322	CCS	55.53	0	1
SF3B1	GRCh37	2	198254508	198299815	CCS	54.94	0	1
HSPD1	GRCh37	2	198351305	198381461	CCS	53.08	0	1
MARS2	GRCh37	2	198570087	198573113	CCS	61.91	0	1
SATB2	GRCh37	2	200134223	200335989	CCS	58.9	0	1
NDUFB3	GRCh37	2	201936156	201950473	CCS	47.31	0	1
CASP10	GRCh37	2	202047604	202094129	CCS	51.57	0	1
CASP8	GRCh37	2	202098166	202152434	CCS	55.94	0	1
TMEM237	GRCh37	2	202484907	202508293	CCS	60.8	0	1
MPP4	GRCh37	2	202509593	202563417	CCS	60.48	0	1
ALS2	GRCh37	2	202565277	202645912	CCS	57.54	0	1
SUMO1	GRCh37	2	203070903	203103331	CCS	45.79	0	1
BMPR2	GRCh37	2	203241659	203432474	CCS	49.25	0	1
CD28	GRCh37	2	204571198	204603635	CCS	55.13	0	1
CTLA4	GRCh37	2	204732509	204738683	CCS	67.11	0	1
ICOS	GRCh37	2	204801471	204826300	CCS	61.99	0	1
PARD3B	GRCh37	2	205410516	206484886	CCS	59.85	0	1
NDUFS1	GRCh37	2	206979541	207024327	CCS	45.7	0	1
EEF1B2	GRCh37	2	207024309	207027652	CCS	40.74	0	1
GPR1	GRCh37	2	207040040	207082771	CCS	42.29	0	0.999939563
ADAM23	GRCh37	2	207308263	207485851	CCS	59.94	0	1
FASTKD2	GRCh37	2	207630081	207657233	CCS	62.63	0	1
CREB1	GRCh37	2	208394461	208468155	CCS	59.2	0	1
CRYGEP	GRCh37	2	208972957	208977235	CCS	54.58	0	1
CRYGD	GRCh37	2	208986331	208989225	CCS	57.63	0	1
CRYGC	GRCh37	2	208992861	208994554	CCS	58.84	0	1
CRYGB	GRCh37	2	209007297	209010892	CCS	60.8	0	1
CRYGA	GRCh37	2	209025464	209028300	CCS	62.81	0	1
IDH1	GRCh37	2	209100951	209130798	CCS	57.41	0	1
PIKFYVE	GRCh37	2	209130991	209223475	CCS	58.18	0	1
MAP2	GRCh37	2	210288782	210598842	CCS	59.41	0	1
UNC80	GRCh37	2	210636717	210864024	CCS	60.82	0	1
ACADL	GRCh37	2	211052663	211090215	CCS	57.83	0	1
MYL1	GRCh37	2	211154874	211179914	CCS	58.79	0	1
CPS1	GRCh37	2	211342406	211543831	CCS	60.83	0	1
ERBB4	GRCh37	2	212240446	213403565	CCS	62.55	0	1
BARD1	GRCh37	2	215590370	215674428	CCS	62.86	0	1
ABCA12	GRCh37	2	215796266	216003151	CCS	58.99	0	1
ATIC	GRCh37	2	216176540	216214487	CCS	48.83	0	1
FN1	GRCh37	2	216225163	216300895	CCS	57.02	0	1
MREG	GRCh37	2	216809213	216898819	CCS	54.84	0	1
PECR	GRCh37	2	216861052	216947678	CCS	54.78	0	1
XRCC5	GRCh37	2	216972187	217071026	CCS	58.74	0	1
SMARCAL1	GRCh37	2	217277137	217347776	CCS	55.57	0	1
TNP1	GRCh37	2	217724181	217724787	CCS	60.6	0	1
CXCR1	GRCh37	2	219027568	219031718	CCS	52.71	0	1
GPBAR1	GRCh37	2	219124219	219128582	CCS	52.33	0	1
PNKD	GRCh37	2	219135115	219211516	CCS	51.16	0	1
SLC11A1	GRCh37	2	219246752	219261617	CCS	46.9	0	1
BCS1L	GRCh37	2	219523487	219528166	CCS	52.82	0	1
STK36	GRCh37	2	219536749	219567439	CCS	51.58	0	1
CYP27A1	GRCh37	2	219646472	219680016	CCS	50.49	0	1
PRKAG3	GRCh37	2	219687106	219696809	CCS	52.07	0	1
WNT10A	GRCh37	2	219745085	219764303	CCS	50.95	0	1
FEV	GRCh37	2	219845809	219850379	CCS	51.24	0	1
IHH	GRCh37	2	219919142	219925189	CCS	56.62	0	1
NHEJ1	GRCh37	2	219940039	220025587	CCS	53.43	0	1
ABCB6	GRCh37	2	220074490	220083712	CCS	48.25	0	1
DNAJB2	GRCh37	2	220143989	220151622	CCS	49.38	0	1
DES	GRCh37	2	220283099	220291461	CCS	47.18	0	1
CHPF	GRCh37	2	220403669	220408509	CCS	43.74	0	1
OBSL1	GRCh37	2	220415451	220436581	CCS	42.14	0	1
INHA	GRCh37	2	220433884	220440435	CCS	40.48	0	1
SLC4A3	GRCh37	2	220492049	220506702	CCS	48.06	0	1
PAX3	GRCh37	2	223064607	223163715	CCS	56.24	0	1
ACSL3	GRCh37	2	223725652	223809357	CCS	52.63	0	1
KCNE4	GRCh37	2	223916532	224063117	CCS	57.17	0	1
MRPL44	GRCh37	2	224822121	224832431	CCS	45.18	0	1
CUL3	GRCh37	2	225334867	225450110	CCS	51.83	0	1
IRS1	GRCh37	2	227596033	227664475	CCS	59.04	0	1
COL4A4	GRCh37	2	227867427	228028829	CCS	55.22	0	1
COL4A3	GRCh37	2	228029281	228179508	CCS	53.74	0	1
MFF	GRCh37	2	228189867	228222550	CCS	55.36	0	1
SLC19A3	GRCh37	2	228549926	228582728	CCS	50.06	0	1
TRIP12	GRCh37	2	230628554	230787955	CCS	55.89	0	1
SP110	GRCh37	2	231032009	231090444	CCS	69.08	0	1
HTR2B	GRCh37	2	231972944	231989832	CCS	62.03	0	1
B3GNT7	GRCh37	2	232260254	232265875	CCS	44.5	0	1
NPPC	GRCh37	2	232786530	232791113	CCS	47.89	0	1
DIS3L2	GRCh37	2	232825955	233209060	CCS	59.11	0	1
ECEL1	GRCh37	2	233344537	233352538	CCS	51.44	0	1
PRSS56	GRCh37	2	233385173	233390422	CCS	46.54	0	1
CHRND	GRCh37	2	233390703	233401377	CCS	47.9	0	1
CHRNG	GRCh37	2	233404437	233411113	CCS	50.1	0	1
GIGYF2	GRCh37	2	233562009	233725285	CCS	55.75	0	1
KCNJ13	GRCh37	2	233631174	233641278	CCS	60.89	0	1
NEU2	GRCh37	2	233897382	233899767	CCS	55.76	0	1
INPP5D	GRCh37	2	233924677	234116549	CCS	42.43	0	0.784363787
ATG16L1	GRCh37	2	234118697	234204320	CCS	53.74	0	1
SAG	GRCh37	2	234216462	234255701	CCS	53.3	0	1
DGKD	GRCh37	2	234263153	234380750	CCS	52.42	0	1
UGT1A8	GRCh37	2	234526291	234681956	CCS	59.3	0	1
UGT1A10	GRCh37	2	234545100	234681951	CCS	58.11	0	1
UGT1A9	GRCh37	2	234580499	234681946	CCS	58.01	0	1
UGT1A7	GRCh37	2	234590584	234681945	CCS	58.38	0	1
UGT1A6	GRCh37	2	234600253	234681946	CCS	57.96	0	1
UGT1A5	GRCh37	2	234621638	234681945	CCS	57.53	0	1
UGT1A4	GRCh37	2	234627424	234681945	CCS	57.62	0	1
UGT1A3	GRCh37	2	234637754	234681945	CCS	57.41	0	1
UGT1A1	GRCh37	2	234668894	234681945	CCS	56.45	0	1
SPP2	GRCh37	2	234959323	234985778	CCS	60.43	0	1
ACKR3	GRCh37	2	237476430	237491001	CCS	59.13	0	1
COL6A3	GRCh37	2	238232646	238323018	CCS	59.91	0	1
MLPH	GRCh37	2	238394071	238463961	CCS	53.31	0	1
PRLH	GRCh37	2	238475217	238475818	CCS	48.46	0	1
PER2	GRCh37	2	239152679	239198743	CCS	46.49	0	1
TWIST2	GRCh37	2	239756673	239795893	CCS	35.79	0	0.824349912
HDAC4	GRCh37	2	239969864	240323348	CCS	49.11	0	1
NDUFA10	GRCh37	2	240831867	240964819	CCS	56.06	0	1
CAPN10	GRCh37	2	241526133	241557122	CCS	45.29	0	1
KIF1A	GRCh37	2	241653181	241759725	CCS	41.14	0	1
AGXT	GRCh37	2	241807896	241819919	CCS	45.34	0	1
PASK	GRCh37	2	242045514	242089679	CCS	47.25	0	1
ANO7	GRCh37	2	242127924	242164792	CCS	47.49	0	1
HDLBP	GRCh37	2	242166679	242256476	CCS	49.08	0	1
D2HGDH	GRCh37	2	242673994	242708231	CCS	44.33	0	1
GAL3ST2	GRCh37	2	242716240	242743623	CCS	39.28	0	0.985990532
PDCD1	GRCh37	2	242792033	242801060	CCS	41	0	1
CHL1	GRCh37	3	238279	451090	CCS	62.34	0	1
CNTN4	GRCh37	3	2140497	3099645	CCS	57.87	0	1
CRBN	GRCh37	3	3190676	3221394	CCS	55.22	0	1
SUMF1	GRCh37	3	3742498	4508965	CCS	60.93	0	1
ITPR1	GRCh37	3	4535032	4889524	CCS	55.68	0	1
GRM7	GRCh37	3	6811688	7783215	CCS	60.76	0	1
CAV3	GRCh37	3	8775486	8883492	CCS	55.66	0	1
SRGAP3	GRCh37	3	9022275	9404737	CCS	54.71	0	1
MTMR14	GRCh37	3	9691117	9744077	CCS	50.16	0	1
CIDEC	GRCh37	3	9908398	9921938	CCS	47.06	0	1
CRELD1	GRCh37	3	9975506	9987097	CCS	46.56	0	1
FANCD2	GRCh37	3	10068098	10143614	CCS	51.56	0	1
VHL	GRCh37	3	10182692	10193904	CCS	45.9	0	1
GHRL	GRCh37	3	10327359	10334631	CCS	49.72	0	1
